"N_Policy","Company","Category","Char","Started","Expired","TK","City","District","Mark","Use","Gender","Gross","Net","Commissions","id"
"31921437","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΖΗΧ8404","13/07/2020","13/07/2021","15236","ΠΕΝΤΕΛΗ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","1",190.54,130.33,13.03,444
"80094","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΤΝ5713","17/04/2020","17/04/2021","15236","ΠΕΝΤΕΛΗ","ΑΤΤΙΚΗΣ","FORD","ΕΙΧ","3",5,3.62,0.8,444
"57066","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΖΗΧ8404","13/07/2020","13/07/2021","15236","ΠΕΝΤΕΛΗ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","1",3,2.01,0.44,444
"669440","MAPFRE ASISTENCIA","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΗΧ8404","13/07/2020","13/07/2021","15236","ΠΕΝΤΕΛΗ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","1",22,14.72,0.59,444
"32197248","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΤΝ5713","17/04/2020","17/04/2021","15236","ΠΕΝΤΕΛΗ","ΑΤΤΙΚΗΣ","FORD","ΕΙΧ","3",257.63,176.94,17.69,444
"92185","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΗΧ8404","13/07/2020","13/07/2021","15236","ΠΕΝΤΕΛΗ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","1",5,3.62,0.8,444
"32515099","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΕΟ5230","28/11/2020","28/05/2021","16346","ΗΛΙΟΥΠΟΛΗ","ΑΤΤΙΚΗΣ","HONDA","ΕΙΧ","1",112.86,77.49,7.75,251
"127204","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΕΟ5230","28/11/2020","28/05/2021","16346","ΗΛΙΟΥΠΟΛΗ","ΑΤΤΙΚΗΣ","HONDA","ΕΙΧ","1",2.5,1.81,0.4,251
"31776349","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΜΧ2176","01/03/2020","01/03/2021","13561","ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","1",264.87,181.78,18.18,400
"71644","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΜΧ2176","01/03/2020","01/03/2021","13561","ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","1",5,3.62,0.8,400
"61236320","GROUPAMA","ΑΥΤΟΚΙΝΗΤΟ","ΙΜΝ7172","08/11/2020","08/02/2021","10443","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","NISSAN","ΕΙΧ","1",76.07,54.26,11.32,228
"25239","ETU Forsikring A/S","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΙΜΝ7172","08/11/2020","08/02/2021","10443","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","NISSAN","ΕΙΧ","1",4.5,3.05,0.4,228
"123070","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΜΝ7172","08/11/2020","08/02/2021","10443","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","NISSAN","ΕΙΧ","1",1.25,0.91,0.2,228
"292256","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΜΝ7172","08/11/2020","08/02/2021","10443","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","NISSAN","ΕΙΧ","1",5,3.48,0.16,228
"109795","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΡΡ2089","07/10/2020","07/04/2021","47100","ΑΡΤΑ","ΑΡΤΑΣ","TOYOTA","ΕΙΧ","1",2.5,1.81,0.4,92
"32006150","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΡΡ2089","07/04/2020","07/10/2020","47100","ΑΡΤΑ","ΑΡΤΑΣ","TOYOTA","ΕΙΧ","1",122.21,83.9,8.39,92
"75764","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΡΡ2089","07/04/2020","07/10/2020","47100","ΑΡΤΑ","ΑΡΤΑΣ","TOYOTA","ΕΙΧ","1",2.5,1.81,0.4,92
"32006150","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΡΡ2089","07/10/2020","07/04/2021","47100","ΑΡΤΑ","ΑΡΤΑΣ","TOYOTA","ΕΙΧ","1",120.24,82.53,8.25,92
"116692","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΚΧ8495","23/11/2020","23/05/2021","11146","ΓΑΛΑΤΣΙ","ΑΤΤΙΚΗΣ","AUDI","ΕΙΧ","1",2.5,1.81,0.4,149
"32265292","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΚΧ8495","23/05/2020","23/11/2020","11146","ΓΑΛΑΤΣΙ","ΑΤΤΙΚΗΣ","AUDI","ΕΙΧ","1",137.81,94.6,9.46,149
"32265292","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΚΧ8495","23/11/2020","23/05/2021","11146","ΓΑΛΑΤΣΙ","ΑΤΤΙΚΗΣ","AUDI","ΕΙΧ","1",136.02,93.4,9.34,149
"89783","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΚΧ8495","23/05/2020","23/11/2020","11146","ΓΑΛΑΤΣΙ","ΑΤΤΙΚΗΣ","AUDI","ΕΙΧ","1",2.5,1.81,0.4,149
"32030006","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΝΗ8758","06/05/2020","06/11/2020","11146","ΓΑΛΑΤΣΙ","ΑΤΤΙΚΗΣ","RENAULT","ΕΙΧ","2",92.62,63.23,6.32,158
"32030006","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΝΗ8758","06/11/2020","06/05/2021","11146","ΓΑΛΑΤΣΙ","ΑΤΤΙΚΗΣ","RENAULT","ΕΙΧ","2",91.75,62.65,6.27,158
"19.217739399999999","INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ","ΑΥΤΟΚΙΝΗΤΟ","ΙΥΚ755","09/12/2020","09/06/2021","11146","ΓΑΛΑΤΣΙ","ΑΤΤΙΚΗΣ","PIAGGIO","ΜΟΤΟ","2",52.38,36.04,7.93,158
"19.217739399999999","INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ","ΑΥΤΟΚΙΝΗΤΟ","ΙΥΚ755","09/06/2020","09/12/2020","11146","ΓΑΛΑΤΣΙ","ΑΤΤΙΚΗΣ","PIAGGIO","ΜΟΤΟ","2",52.38,36.04,7.93,158
"645300","MAPFRE ASISTENCIA","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΝΗ8758","06/05/2020","06/11/2020","11146","ΓΑΛΑΤΣΙ","ΑΤΤΙΚΗΣ","RENAULT","ΕΙΧ","2",11,7.36,0.29,158
"282467","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΝΗ8758","06/11/2020","06/05/2021","11146","ΓΑΛΑΤΣΙ","ΑΤΤΙΚΗΣ","RENAULT","ΕΙΧ","2",11,7.66,0.31,158
"117387","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΝΗ8758","06/11/2020","06/05/2021","11146","ΓΑΛΑΤΣΙ","ΑΤΤΙΚΗΣ","RENAULT","ΕΙΧ","2",2.5,1.81,0.4,158
"659538","MAPFRE ASISTENCIA","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΥΚ755","09/06/2020","09/12/2020","11146","ΓΑΛΑΤΣΙ","ΑΤΤΙΚΗΣ","PIAGGIO","ΜΟΤΟ","2",11,7.36,0.29,158
"80490","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΝΗ8758","06/05/2020","06/11/2020","11146","ΓΑΛΑΤΣΙ","ΑΤΤΙΚΗΣ","RENAULT","ΕΙΧ","2",2.5,1.81,0.4,158
"295606","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΥΚ755","09/12/2020","09/06/2021","11146","ΓΑΛΑΤΣΙ","ΑΤΤΙΚΗΣ","PIAGGIO","ΜΟΤΟ","2",11,7.66,0.31,158
"32553119","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΜΤ5569","23/12/2020","23/12/2021","10442","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","1",174.28,119.14,11.91,284
"318047","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΜΤ5569","23/12/2020","23/12/2021","10442","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","1",20,13.91,0.63,284
"134779","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΜΤ5569","23/12/2020","23/12/2021","10442","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","1",5,3.62,0.8,284
"31731474","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΜΡ3161","09/01/2020","09/01/2021","15561","ΧΟΛΑΡΓΟΣ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","1",254.84,175,17.5,378
"31841274","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΝΡ5651","24/04/2020","24/10/2020","19400","ΚΟΡΟΠΙ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",150.31,103.14,10.31,425
"31841274","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΝΡ5651","24/10/2020","24/04/2021","19400","ΚΟΡΟΠΙ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",149.57,102.62,10.26,425
"300905","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΧΤΧ585","16/11/2020","16/05/2021","17675","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","PIAGGIO","ΜΟΤΟ","1",10,6.96,0.31,367
"419149099","UNIQUE","ΑΥΤΟΚΙΝΗΤΟ","ΧΤΧ585","16/11/2020","16/05/2021","17675","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","PIAGGIO","ΜΟΤΟ","1",58.45,43.41,9.12,367
"32454079","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΚΡΒ9729","03/10/2020","03/10/2021","17122","ΝΕΑ ΣΜΥΡΝΗ","ΑΤΤΙΚΗΣ","NISSAN","ΕΙΧ","2",144.83,99.04,9.9,557
"89378","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΖΙ9706","28/06/2020","28/09/2020","30100","ΑΓΡΙΝΙΟ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","VOLKSWAGEN","ΕΙΧ","2",1.25,0.91,0.2,74
"61185925","GROUPAMA","ΑΥΤΟΚΙΝΗΤΟ","ΖΖΙ9706","28/06/2020","28/09/2020","30100","ΑΓΡΙΝΙΟ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","VOLKSWAGEN","ΕΙΧ","2",41.74,29.83,5.94,74
"261877","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΖΙ9706","28/09/2020","28/12/2020","30100","ΑΓΡΙΝΙΟ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","VOLKSWAGEN","ΕΙΧ","2",5.5,3.82,0.15,74
"61185925","GROUPAMA","ΑΥΤΟΚΙΝΗΤΟ","ΖΖΙ9706","28/09/2020","28/12/2020","30100","ΑΓΡΙΝΙΟ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","VOLKSWAGEN","ΕΙΧ","2",41.29,29.51,5.88,74
"419087755","UNIQUE","ΑΥΤΟΚΙΝΗΤΟ","ΙΒΝ0162","13/10/2020","13/01/2021","30100","ΑΓΡΙΝΙΟ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","YAMAHA","ΜΟΤΟ","2",37.22,25.41,5.34,74
"108533","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΖΙ9706","28/09/2020","28/12/2020","30100","ΑΓΡΙΝΙΟ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","VOLKSWAGEN","ΕΙΧ","2",1.25,0.91,0.2,74
"663073","MAPFRE ASISTENCIA","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΖΙ9706","28/06/2020","28/09/2020","30100","ΑΓΡΙΝΙΟ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","VOLKSWAGEN","ΕΙΧ","2",5.5,3.68,0.15,74
"17339","ETU Forsikring A/S","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΖΖΙ9706","28/09/2020","28/12/2020","30100","ΑΓΡΙΝΙΟ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","VOLKSWAGEN","ΕΙΧ","2",5,3.4,0.44,74
"419087755","UNIQUE","ΑΥΤΟΚΙΝΗΤΟ","ΙΒΝ0162","13/07/2020","13/10/2020","30100","ΑΓΡΙΝΙΟ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","YAMAHA","ΜΟΤΟ","2",37.22,25.41,5.34,74
"61185925","GROUPAMA","ΑΥΤΟΚΙΝΗΤΟ","ΖΖΙ9706","28/12/2020","28/03/2021","30100","ΑΓΡΙΝΙΟ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","VOLKSWAGEN","ΕΙΧ","2",40.86,29.19,6.02,74
"419087755","UNIQUE","ΑΥΤΟΚΙΝΗΤΟ","ΙΒΝ0162","13/04/2020","13/07/2020","14452","ΜΕΤΑΜΟΡΦΩΣΗ","ΑΤΤΙΚΗΣ","YAMAHA","ΜΟΤΟ","2",25.02,17.19,3.61,74
"28958","ETU Forsikring A/S","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΖΖΙ9706","28/12/2020","28/03/2021","30100","ΑΓΡΙΝΙΟ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","VOLKSWAGEN","ΕΙΧ","2",5,3.4,0.44,74
"128587","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΖΙ9706","28/12/2020","28/03/2021","30100","ΑΓΡΙΝΙΟ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","VOLKSWAGEN","ΕΙΧ","2",1.25,0.91,0.2,74
"32321709","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΖΖΙ9706","28/06/2020","28/09/2020","30100","ΑΓΡΙΝΙΟ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","VOLKSWAGEN","ΕΙΧ","2",5.55,4.8,0.38,74
"304464","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΖΙ9706","28/12/2020","28/03/2021","30100","ΑΓΡΙΝΙΟ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","VOLKSWAGEN","ΕΙΧ","2",5.5,3.82,0.15,74
"641973","MAPFRE ASISTENCIA","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΟΕ3629","13/05/2020","13/08/2020","17671","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","2",5.5,3.68,0.15,352
"277780","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΟΕ3629","13/11/2020","13/02/2021","17671","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","3",5.5,3.82,0.15,352
"61838793","ΕΘΝΙΚΗ Ασφαλιστική","ΑΥΤΟΚΙΝΗΤΟ","ΙΟΕ3629","13/08/2020","13/11/2020","17671","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","3",62.48,44.68,8.94,352
"61838793","ΕΘΝΙΚΗ Ασφαλιστική","ΑΥΤΟΚΙΝΗΤΟ","ΙΟΕ3629","13/11/2020","13/02/2021","17671","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","3",62.48,44.68,8.94,352
"61838793","ΕΘΝΙΚΗ Ασφαλιστική","ΑΥΤΟΚΙΝΗΤΟ","ΙΟΕ3629","13/05/2020","13/08/2020","17671","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","2",62.48,44.68,8.94,352
"682868","MAPFRE ASISTENCIA","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΟΕ3629","13/08/2020","13/11/2020","17671","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","3",5.5,3.68,0.15,352
"32534832","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΖΜΑ4901","09/12/2020","09/12/2021","10442","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","2",230.7,158.26,15.83,559
"11943329","GENERALI","ΑΥΤΟΚΙΝΗΤΟ","ΕΜΚ4592","18/09/2020","18/12/2020","84501","ΓΑΥΡΙΟ","ΚΥΚΛΑΔΩΝ","TOYOTA","ΕΙΧ","2",54.86,37.58,8.64,183
"272432","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΕΜΚ4592","18/09/2020","18/12/2020","84501","ΓΑΥΡΙΟ","ΚΥΚΛΑΔΩΝ","TOYOTA","ΕΙΧ","2",5,3.48,0.1,183
"128798","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΕΜΚ4592","18/12/2020","18/12/2021","84501","ΓΑΥΡΙΟ","ΚΥΚΛΑΔΩΝ","TOYOTA","ΕΙΧ","2",5,3.62,0.8,183
"32519822","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΕΜΚ4592","18/12/2020","18/12/2021","84501","ΓΑΥΡΙΟ","ΚΥΚΛΑΔΩΝ","TOYOTA","ΕΙΧ","2",132.7,91.13,9.11,183
"11943329","GENERALI","ΑΥΤΟΚΙΝΗΤΟ","ΕΜΚ4592","18/12/2020","18/03/2021","84501","ΓΑΥΡΙΟ","ΚΥΚΛΑΔΩΝ","TOYOTA","ΕΙΧ","2",54.86,0,0,183
"262884","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΚΜ7801","03/09/2020","03/09/2021","84500","ΑΝΔΡΟΣ","ΚΥΚΛΑΔΩΝ","VOLKSWAGEN","ΕΙΧ","1",20,13.91,0.42,80
"109006","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΚΜ7801","03/09/2020","03/09/2021","84500","ΑΝΔΡΟΣ","ΚΥΚΛΑΔΩΝ","VOLKSWAGEN","ΕΙΧ","1",5,3.62,0.8,80
"65173","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΥΚΜ7801","03/09/2020","03/09/2021","84500","ΑΝΔΡΟΣ","ΚΥΚΛΑΔΩΝ","VOLKSWAGEN","ΕΙΧ","1",3,2.01,0.44,80
"32417940","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΚΜ7801","03/09/2020","03/09/2021","84500","ΑΝΔΡΟΣ","ΚΥΚΛΑΔΩΝ","VOLKSWAGEN","ΕΙΧ","1",113.77,77.85,7.79,80
"68161","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΒΚΑ4608","25/01/2020","25/01/2021","19002","ΠΑΙΑΝΙΑ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",5,3.62,0.8,391
"31751899","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΒΚΑ4608","25/01/2020","25/01/2021","19002","ΠΑΙΑΝΙΑ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",254.84,174.9,17.49,391
"83812","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΒΕ9924","23/04/2020","23/10/2020","18541","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","2",2.5,1.81,0.4,94
"32209003","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΒΕ9924","23/10/2020","23/04/2021","18541","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","2",127.35,87.36,8.74,94
"32209003","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΒΕ9924","23/04/2020","23/10/2020","18541","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","2",127.93,87.73,8.77,94
"110064","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΒΕ9924","23/10/2020","23/04/2021","18541","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","2",2.5,1.81,0.4,94
"32554848","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΤΗ1967","20/12/2020","20/12/2021","13672","ΑΧΑΡΝΕΣ","ΑΤΤΙΚΗΣ","RENAULT","ΕΙΧ","1",256.84,176.27,17.63,282
"134445","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΤΗ1967","20/12/2020","20/12/2021","13672","ΑΧΑΡΝΕΣ","ΑΤΤΙΚΗΣ","RENAULT","ΕΙΧ","1",5,3.62,0.8,282
"67944","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΤΡΕ3703","28/09/2020","28/09/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","1",3,2.01,0.44,133
"114523","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΤΡΕ3703","28/09/2020","28/09/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","1",5,3.62,0.8,133
"275907","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΤΡΕ3703","28/09/2020","28/09/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","1",20,13.91,0.63,133
"32448946","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΤΡΕ3703","28/09/2020","28/09/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","1",173.05,118.29,11.83,133
"32426799","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΟΙ9373","30/09/2020","30/03/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","2",135.74,93.07,9.31,134
"114561","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΟΙ9373","30/09/2020","30/03/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","2",2.5,1.81,0.4,134
"79509","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΒΙΜ3583","02/04/2020","02/10/2020","15344","ΓΕΡΑΚΑΣ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",2.5,1.81,0.4,104
"32184065","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΒΙΜ3583","02/10/2020","02/04/2021","15344","ΓΕΡΑΚΑΣ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",137.72,94.48,9.45,104
"32184065","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΒΙΜ3583","02/04/2020","02/10/2020","15344","ΓΕΡΑΚΑΣ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",139.06,95.38,9.54,104
"110906","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΒΙΜ3583","02/10/2020","02/04/2021","15344","ΓΕΡΑΚΑΣ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",2.5,1.81,0.4,104
"32485002","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΝΡ8656","29/10/2020","29/10/2021","12243","ΑΙΓΑΛΕΩ","ΑΤΤΙΚΗΣ","NISSAN","ΕΙΧ","2",126.21,86.19,8.62,197
"120637","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΝΡ8656","29/10/2020","29/10/2021","12243","ΑΙΓΑΛΕΩ","ΑΤΤΙΚΗΣ","NISSAN","ΕΙΧ","2",5,3.62,0.8,197
"289351","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΝΡ8656","29/10/2020","29/10/2021","12243","ΑΙΓΑΛΕΩ","ΑΤΤΙΚΗΣ","NISSAN","ΕΙΧ","2",20,13.91,0.63,197
"66908","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΥΡΕ9247","11/09/2020","11/03/2021","10683","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","1",1.5,1,0.22,109
"32418036","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΡΕ9247","11/09/2020","11/03/2021","10683","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","1",90.7,62.02,6.2,109
"268788","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΡΕ9247","11/09/2020","11/03/2021","10683","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","1",10,6.96,0.21,109
"112011","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΡΕ9247","11/09/2020","11/03/2021","10683","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","1",2.5,1.81,0.4,109
"32456686","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΜΟ3566","17/10/2020","17/04/2021","18543","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","3",88.7,60.66,6.07,176
"286142","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΜΟ3566","17/10/2020","17/04/2021","18543","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","3",10,6.96,0.31,176
"70064","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΥΜΟ3566","17/10/2020","17/04/2021","18543","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","3",1.5,1,0.22,176
