"N_Policy","Company","Category","Type_policy","Char","Started","Expired","City","District","Gross","Net","Commissions","id"
"85526","ALLIANZ еуяыпаийг пистг","астийгс еухумгс","мщО сУЛБЭКАИО",NA,"27/01/2017","27/01/2018",NA,NA,52,37.68,9.42,1872
"19012859150","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ифв4354","25/10/2017","25/04/2018",NA,NA,129,87.63,17.53,1702
"19012859150","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ифв4354","25/07/2017","25/10/2017",NA,NA,66,44.71,8.94,1702
"19012859150","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ифв4354","25/01/2017","25/07/2017",NA,NA,139,93.74,18.75,1702
"19012708806","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ффм2819","24/09/2017","24/03/2018","пеияаиас","аттийг",129,87.28,17.46,1696
"19012708806","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ффм2819","24/03/2017","24/09/2017","пеияаиас","аттийг",129,87.28,17.46,1696
"19013526395","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уял3019","20/05/2017","20/05/2018",NA,NA,235,159.06,31.81,1808
"7199803529","INTERASCO","аутойимгтым","мщО сУЛБЭКАИО","гай3993","06/02/2017","06/02/2018","фаваяы","гкеиас",160.53,105.39,21.08,1871
"30144598","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","уфо4029","02/04/2017","02/10/2017","гкиоупокг","аттийг",108.58,74.42,14.88,1730
"30144598","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","уфо4029","02/10/2017","02/04/2018","гкиоупокг","аттийг",111.04,76.14,15.23,1730
"11115568","думалис","аутойимгтым","мщО сУЛБЭКАИО","уле6273","09/06/2017","09/12/2017","йаккихеа","аттийг",107.95,70.86,14.17,1764
"31350710","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","уле6273","09/12/2017","09/12/2018","йаккихеа","аттийг",126.46,86.29,17.26,1764
"213751384","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ффй7207","20/11/2017","20/02/2018","кебадеым","боиытиас",65,44.01,8.8,1207
"213477583","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уеу3348","03/06/2017","03/12/2017","лосвато","аттийг",142,96.17,19.23,1542
"19012968583","имтеясакомийа","аутойимгтым","аМАМщЫСГ","угт8275","05/04/2017","05/10/2017","ахгма","аттийг",145,98.15,19.63,167
"213736234","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уля5232","06/11/2017","06/05/2018","ахгма","аттийг",142,96.17,19.23,167
"19012954730","имтеясакомийа","аутойимгтым","аМАМщЫСГ","флв9746","29/09/2017","29/03/2018",NA,NA,128,86.61,17.32,1071
"19012954730","имтеясакомийа","аутойимгтым","аМАМщЫСГ","флв9746","29/03/2017","29/09/2017",NA,NA,128,86.61,17.32,1071
"6168265","GROUPAMA","пуяос","аМАМщЫСГ",NA,"11/08/2017","11/08/2018","йаккихеа","аттийг",98.39,71.27,17.1,1752
"09000242017","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","оеи545","26/08/2017","26/08/2018","ахгма","аттийг",83,57.52,11.13,69
"P0101806450","AIG","аутойимгтым","аМАМщЫСГ","ийм1811","24/08/2017","24/02/2018","ахгма","аттийг",227.54,169.67,33.93,69
"P0101806450","AIG","аутойимгтым","аМАМщЫСГ","ийм1811","24/02/2017","24/08/2017","ахгма","аттийг",231.96,172.89,34.58,69
"6177815","GROUPAMA","пуяос","мщО сУЛБЭКАИО",NA,"16/12/2017","16/06/2018","дажмг","аттийг",75.39,54.6,12.56,1857
"19012618337","имтеясакомийа","аутойимгтым","аМАМщЫСГ","фум4248","24/07/2017","24/01/2018",NA,NA,119,80.36,16.07,1130
"19012618337","имтеясакомийа","аутойимгтым","аМАМщЫСГ","фум4248","24/01/2017","24/07/2017",NA,NA,127,85.77,17.15,1130
"213539070","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","угб3595","28/06/2017","28/12/2017",NA,NA,116,78.37,15.67,1822
"213335040","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уой1827","09/03/2017","09/06/2017",NA,NA,67,45.51,9.1,1807
"19013404003","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уой1827","09/06/2017","09/09/2017",NA,NA,67,45.51,9.1,1807
"11547511","GENERALI","аутойимгтым","мщО сУЛБЭКАИО","ате8900","11/06/2017","11/06/2018",NA,NA,170.52,116.81,23.36,1070
"5200232588","EUROP  ASSISTANCE","одийгс богхеиас","мщО сУЛБЭКАИО","ффя7655","12/06/2017","12/06/2018","йакабяута-аваиас","авазас",29,25.22,6.31,1849
"P0101844431","AIG","аутойимгтым","мщО сУЛБЭКАИО","ффя7655","12/06/2017","12/06/2018","йакабяута-аваиас","авазас",217.82,162.49,32.5,1849
"P0101810550","AIG","аутойимгтым","аМАМщЫСГ","афл2236","17/04/2017","17/10/2017",NA,NA,42.8,32.3,6.46,1734
"P0101810550","AIG","аутойимгтым","аМАМщЫСГ","афл2236","17/10/2017","17/04/2018",NA,NA,45.01,33.95,6.79,1734
"11423329","GENERALI","фыгс","аМАМщЫСГ",NA,"24/08/2017","24/08/2018","цеяайас","аттийг",231.62,185.04,29.44,1278
"19012947461","имтеясакомийа","аутойимгтым","аМАМщЫСГ","иет3718","23/03/2017","23/09/2017","цеяайас","аттийг",145,98.15,19.63,1278
"19.21209181","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","уву0059","30/11/2017","30/05/2018","цеяайас","аттийг",45.46,31.27,6.57,1278
"294824","DAS","молийгс пяостасиас","мщО сУЛБЭКАИО","иет 3718","23/09/2017","23/09/2018","цеяайас","аттийг",23,17.78,5.33,1278
"P0124031824","AIG","аутойимгтым","аМАМщЫСГ","улл5071","01/07/2017","01/07/2018","тяипокг","тяипокгс",181.34,135,27,1233
"19013635461","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уеу3372","07/08/2017","07/09/2017",NA,NA,24,15.65,3.13,1809
"213566502","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уеу3372","07/07/2017","07/08/2017",NA,NA,24,15.65,3.13,1809
"50859404","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","илу5918","28/07/2017","28/01/2018","ахгма","аттийг",1.83,1.59,0.11,1751
"50859404","ехмийг аСЖАКИСТИЙч","аутойимгтым","аМАМщЫСГ","илу5918","28/07/2017","28/01/2018","ахгма","аттийг",220.53,157.35,36.19,1751
"50859404","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","илу5918","28/01/2017","28/07/2017","ахгма","аттийг",1.83,1.59,0.11,1751
"50859404","ехмийг аСЖАКИСТИЙч","аутойимгтым","аМАМщЫСГ","илу5918","28/01/2017","28/07/2017","ахгма","аттийг",220.53,157.35,36.19,1751
"1348970","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","итл7704","06/07/2017","06/07/2018","йаккихеа","аттийг",211.5,142.76,28.55,1786
"19013511162","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ифл8220","11/11/2017","11/05/2018",NA,NA,142,96.17,19.23,763
"213442201","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ифл8220","11/05/2017","11/11/2017",NA,NA,142,96.17,19.23,763
"7199818214","INTERASCO","аутойимгтым","мщО сУЛБЭКАИО","игг6067","12/09/2017","12/09/2018","пеяистеяи","аттийг",186.63,122.52,16.19,575
"31148345","имтеяалеяийам","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","фвб7275","30/04/2017","30/10/2017","паккгмг","аттийг",123.31,84.42,16.88,1767
"31148345","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","фвб7275","30/10/2017","30/04/2018","паккгмг","аттийг",122.54,83.88,16.78,1767
"11596339","GENERALI","аутойимгтым","мщО сУЛБЭКАИО","бе8515","27/10/2017","27/10/2018","ахгма","аттийг",58.37,39.81,7.96,606
"59767186","ехмийг аСЖАКИСТИЙч","аутойимгтым","мщО сУЛБЭКАИО","ибт7153","08/08/2017","08/02/2018","аттийг","аттийг",133.5,95.2,21.9,691
"59767186","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","ибт7153","08/08/2017","08/02/2018","аттийг","аттийг",20.91,18.18,1.27,691
"5014206","Eurolife FFH","аутойимгтым","мщО сУЛБЭКАИО","ибт7153","08/02/2017","08/08/2017","аттийг","аттийг",152.24,104.63,20.93,691
"31144764","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","ифг4095","01/05/2017","01/11/2017","ахгма","аттийг",104.64,71.7,14.34,1716
"31144764","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","ифг4095","01/11/2017","01/05/2018","ахгма","аттийг",114.67,78.58,15.72,1716
"19013229808","имтеясакомийа","аутойимгтым","аМАМщЫСГ","увя8442","09/04/2017","09/10/2017","ациоу дглг","аттийг",154,103.88,20.78,1723
"213711834","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","увя8442","17/10/2017","17/04/2018","ациоу дглг","аттийг",151,102.31,20.46,1723
"7190051443","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","мфб8395","14/06/2017","14/12/2017",NA,NA,93.43,63.44,12.69,496
"213778435","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","мфб8395","14/12/2017","14/03/2018",NA,NA,68,46.03,9.21,496
"5020395","Eurolife FFH","аутойимгтым","аМАМщЫСГ","флб8137","04/09/2017","04/12/2017",NA,NA,60.74,41.56,8.31,1708
"5020395","Eurolife FFH","аутойимгтым","аМАМщЫСГ","флб8137","04/06/2017","04/09/2017",NA,NA,60.77,41.59,8.32,1708
"5020395","Eurolife FFH","аутойимгтым","мщО сУЛБЭКАИО","флб8137","04/03/2017","04/06/2017",NA,NA,60.77,41.59,8.32,1708
"09000113827","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","луе8352","17/06/2017","17/09/2017","пкылаяи","кесбоу",42,27.94,6.09,1018
"7190083944","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","луе8352","18/12/2017","18/03/2018","пкылаяи","кесбоу",39.26,26.68,5.34,1018
"09000331158","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","луе8352","18/09/2017","18/12/2017","пкылаяи","кесбоу",42,28.08,6.12,1018
"31619084409","ацяотийг асжакистийг","аутойимгтым","аМАМщЫСГ","луе8352","17/03/2017","17/06/2017","пкылаяи","кесбоу",40.68,27.78,5.56,1018
"31276349","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","оал132","13/09/2017","13/09/2018",NA,NA,88.57,60.93,12.19,1759
"31331486","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","ибл3676","06/12/2017","06/12/2018",NA,NA,183.85,125.99,25.2,1759
"7179800187","INTERASCO","пуяос","мщО сУЛБЭКАИО",NA,"01/01/2017","01/01/2018",NA,NA,141.85,95.8,24.91,1759
"8170006892","еуяыпг аеца","пуяос","аМАМщЫСГ",NA,"31/12/2017","31/12/2018",NA,NA,100.61,69.69,16.38,1759
"19.21180013","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","аиб5979","23/10/2017","23/10/2018","лесокоцци аитыкойаямамиас","аитыкойаямамиа",208.06,143.59,30.15,1801
"7199723589","INTERASCO","аутойимгтым","аМАМщЫСГ","луф8585","12/12/2017","12/12/2018","паппадос","кесбоу",138.22,90.79,18.16,621
"19012682182","имтеясакомийа","аутойимгтым","аМАМщЫСГ","фгт7017","07/03/2017","07/09/2017",NA,NA,140,95.1,19.02,30
"19012682182","имтеясакомийа","аутойимгтым","аМАМщЫСГ","фгт7017","07/09/2017","07/03/2018",NA,NA,132,89.66,17.93,30
"5017083","Eurolife FFH","аутойимгтым","мщО сУЛБЭКАИО","уло8029","19/02/2017","19/08/2017","аттийг","аттийг",142.08,97.63,19.53,1833
"31229540","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","уло8029","19/08/2017","19/08/2018","аттийг","аттийг",253.54,173.82,34.76,1833
"30457374","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","аил2627","05/03/2017","05/09/2017",NA,NA,157.03,107.59,21.52,1733
"30591690","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","аил7512","24/07/2017","24/07/2018",NA,NA,197.44,135.24,27.05,1733
"19013743844","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","аиу0026","21/09/2017","21/09/2018",NA,NA,60,40.64,8.13,1733
"30457374","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","аил2627","05/09/2017","05/03/2018",NA,NA,145.85,99.99,20,1733
"30591690","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","аил7512","24/01/2017","24/07/2017",NA,NA,108.84,74.56,14.91,1733
"30613234","имтеяалеяийам","пуяос","аМАМщЫСГ",NA,"12/01/2017","12/01/2018",NA,NA,84.78,63.86,16.6,1733
"213644780","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","увг6187","25/08/2017","25/02/2018","ациас паяа","аттийг",129,87.28,17.46,213
"31294198","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","ффф9490","05/10/2017","05/04/2018","икиом","аттийг",99.24,68.04,13.61,1697
"19012716210","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ффф9490","05/04/2017","05/10/2017","икиом","аттийг",129,87.28,17.46,1697
"7199801829","INTERASCO","аутойимгтым","мщО сУЛБЭКАИО","илл1627","18/01/2017","18/01/2018","ахгма","аттийг",310.1,204.11,40.82,1124
"11458633","GENERALI","астийгс еухумгс","аМАМщЫСГ",NA,"08/11/2017","08/11/2018","ахгма","аттийг",146.51,110.78,22.16,1680
"7190046181","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","вай9658","27/04/2017","27/10/2017","ацяимио","аитыкойаямамиа",80.23,54.5,10.9,223
"5038828","Eurolife FFH","аутойимгтым","мщО сУЛБЭКАИО","яфй1767","01/06/2017","01/12/2017","ацяимио","аитыкойаямамиа",107.66,73.97,14.79,223
"19.210703609999999","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","огб269","06/07/2017","06/10/2017",NA,NA,22.93,15.78,3.31,1006
"31366819","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","авв9676","30/12/2017","30/12/2018","патяа","авазас",145.56,99.88,19.98,1842
"7190054686","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","авв9676","30/06/2017","30/12/2017","патяа","авазас",85.05,57.77,11.55,1842
"19.211521220000002","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","бгй665","23/09/2017","23/09/2018","йеяатсими","аттийг",157.96,109.01,22.89,827
"31344423","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","умм3290","06/12/2017","06/12/2018","йеяатсими","аттийг",307.44,210.86,42.17,827
"19.211930330000001","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","иоу286","07/11/2017","07/05/2018",NA,NA,45.46,31.27,6.57,562
"7190049071","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","иол399","01/06/2017","01/06/2018","ахгма","аттийг",80.39,54.89,10.98,1000
"30604914","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","игг1030","30/04/2017","30/07/2017","ахгма","аттийг",84.76,58.06,11.61,1736
"30604914","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","игг1030","30/07/2017","30/07/2018","ахгма","аттийг",292.08,200.14,40.03,1736
"30604914","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","игг1030","30/01/2017","30/04/2017","ахгма","аттийг",76.53,52.44,10.49,1736
"7190071870","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","аий2376","24/09/2017","24/03/2018",NA,NA,105.43,71.77,14.35,128
"яп7131","суметаияистийг","аутойимгтым","аМАМщЫСГ","гма3138","06/05/2017","06/11/2017","ацяимио","аитыкойаямамиа",123.5,85.44,17.09,1873
"яв2587","суметаияистийг","аутойимгтым","аМАМщЫСГ","гма3138","06/11/2017","06/05/2018","ацяимио","аитыкойаямамиа",124,85.44,17.09,1873
"9190003644","еуяыпг аеца","аутойимгтым","мщО сУЛБЭКАИО","еле3205","22/08/2017","22/08/2018","маноу","маноу",145.43,97.34,21.04,67
"7190045832","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","афф0558","21/04/2017","21/10/2017","паппадос","кесбоу",34.37,23.4,4.68,1863
"213402108","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","лул0314","20/04/2017","20/10/2017","цеяас","кесбоу",35,23.23,4.65,1745
"11123149","думалис","аутойимгтым","мщО сУЛБЭКАИО","бв6129","06/07/2017","06/01/2018",NA,NA,128.11,84.08,16.82,1771
"59226563","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","ибу2506","25/10/2017","25/01/2018","ахгма","аттийг",10.45,9.09,0.64,1850
"59226563","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","ибу2506","25/04/2017","25/07/2017","ахгма","аттийг",10.45,9.09,0.64,1850
"59226563","ехмийг аСЖАКИСТИЙч","аутойимгтым","аМАМщЫСГ","ибу2506","25/04/2017","25/07/2017","ахгма","аттийг",67.69,48.2,11.09,1850
"59226563","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","ибу2506","25/07/2017","25/10/2017","ахгма","аттийг",10.45,9.09,0.64,1850
"59226563","ехмийг аСЖАКИСТИЙч","аутойимгтым","аМАМщЫСГ","ибу2506","25/10/2017","25/01/2018","ахгма","аттийг",67.69,48.2,11.09,1850
"59226563","ехмийг аСЖАКИСТИЙч","аутойимгтым","аМАМщЫСГ","ибу2506","25/07/2017","25/10/2017","ахгма","аттийг",67.69,48.2,11.09,1850
"59226563","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","ибу2506","25/01/2017","25/04/2017","ахгма","аттийг",10.45,9.09,0.64,1850
"59226563","ехмийг аСЖАКИСТИЙч","аутойимгтым","мщО сУЛБЭКАИО","ибу2506","25/01/2017","25/04/2017","ахгма","аттийг",67.69,48.2,11.09,1850
"31372217","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","ибе4873","31/12/2017","31/12/2018","лаяоуси","аттийг",259.6,177.93,35.59,1844
"7190070241","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","уфу2340","15/09/2017","15/03/2018",NA,NA,89.14,60.85,12.17,405
"19013344253","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уму6726","20/04/2017","20/07/2017",NA,NA,60,40.17,8.03,1804
"213275289","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уму6726","20/01/2017","20/04/2017",NA,NA,60,40.17,8.03,1804
"19013561740","имтеясакомийа","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","улт8099","08/06/2017","08/12/2017","пеияаиас","аттийг",27.01,18.55,3.71,26
"213492781","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","улт8099","08/06/2017","08/12/2017","пеияаиас","аттийг",156,105.85,21.17,26
"31339175","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","улт8099","08/12/2017","08/06/2018","пеияаиас","аттийг",126.41,86.53,17.31,26
"213319528","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ито9988","01/03/2017","01/06/2017",NA,NA,72,48.97,9.79,705
"19012675601","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уфя2746","09/03/2017","09/09/2017","йаккихеас","аттийг",142,96.17,19.23,84
"19012675601","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уфя2746","09/09/2017","09/03/2018","йаккихеас","аттийг",134,90.64,18.13,84
"P0124113833","AIG","аутойимгтым","мщО сУЛБЭКАИО","иол3498","21/12/2017","21/12/2018","ахгма","аттийг",211.38,157.6,31.52,1854
"6174727","GROUPAMA","пуяос","мщО сУЛБЭКАИО",NA,"25/07/2017","25/07/2018","ахгма","аттийг",123.96,89.78,21.55,1854
"1967849","Eurolife FFH","аутойимгтым","аМАМщЫСГ","фйи9519","24/01/2017","24/04/2017","йаккихеа","аттийг",63.84,43.73,8.31,1343
"31235916","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","фйи9519","24/07/2017","24/01/2018","йаккихеа","аттийг",61.68,42.22,8.44,1343
"1967849","Eurolife FFH","аутойимгтым","аМАМщЫСГ","фйи9519","24/04/2017","24/07/2017","йаккихеа","аттийг",62.55,42.87,8.57,1343
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/08/2017","18/09/2017","меа иымиа","аттийг",44.3,35.55,8.76,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/07/2017","18/08/2017","меа иымиа","аттийг",44.3,35.55,8.76,1019
"11488540","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"18/01/2017","18/02/2017","меа иымиа","аттийг",44.3,35.58,8.24,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/02/2017","18/03/2017","меа иымиа","аттийг",44.3,35.55,8.23,1019
"11488540","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"18/12/2017","18/01/2018","меа иымиа","аттийг",3.18,2.51,0.61,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/04/2017","18/05/2017","меа иымиа","аттийг",44.3,35.55,8.23,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/03/2017","18/04/2017","меа иымиа","аттийг",44.3,35.55,8.23,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/09/2017","18/10/2017","меа иымиа","аттийг",44.3,35.55,8.76,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/06/2017","18/07/2017","меа иымиа","аттийг",44.3,35.55,8.23,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/12/2017","18/01/2018","меа иымиа","аттийг",44.3,35.55,8.76,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/10/2017","18/11/2017","меа иымиа","аттийг",44.3,35.55,8.76,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/11/2017","18/12/2017","меа иымиа","аттийг",44.3,35.55,8.76,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/05/2017","18/06/2017","меа иымиа","аттийг",44.3,35.55,8.23,1019
"7190061052","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","уги5768","17/07/2017","17/07/2018","ахгма","аттийг",189.54,128.69,25.74,672
"213741302","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","йяг8299","12/11/2017","12/11/2018","икиом","аттийг",230,155.61,31.12,227
"213419913","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уйи1205","01/05/2017","01/08/2017","буяымас","аттийг",57,38.43,7.69,89
"19013488874","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уйи1205","01/08/2017","01/11/2017","буяымас","аттийг",57,38.43,7.69,89
"7199804044","INTERASCO","аутойимгтым","мщО сУЛБЭКАИО","ияу4421","10/02/2017","10/02/2018",NA,NA,265.02,174.61,34.92,392
"19013780784","имтеясакомийа","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","увя8442","17/10/2017","17/04/2018",NA,NA,11.57,7.84,1.57,182
"213792122","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","фва1107","23/12/2017","23/12/2018",NA,NA,234,158.75,31.75,280
"7119600365","INTERASCO","фыгс","аМАМщЫСГ",NA,"02/03/2017","02/06/2017","аттийг","аттийг",117.3,85.9,19.89,1700
"7119600365","INTERASCO","фыгс","аМАМщЫСГ",NA,"02/09/2017","02/12/2017","аттийг","аттийг",117.3,85.9,19.89,1700
"7119600365","INTERASCO","фыгс","аМАМщЫСГ",NA,"02/06/2017","02/09/2017","аттийг","аттийг",117.3,85.9,19.89,1700
"7119600365","INTERASCO","фыгс","аМАМщЫСГ",NA,"02/12/2017","02/03/2018","аттийг","аттийг",117.34,85.95,19.9,1700
"7199803689","INTERASCO","аутойимгтым","мщО сУЛБЭКАИО","игм9637","08/02/2017","08/02/2018","аттийг","аттийг",194.45,127.66,25.53,1700
"19013037364","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ффо2671","25/05/2017","25/11/2017","йаккихеа","аттийг",140,94.66,18.93,994
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/04/2017","14/05/2017","ахгмаиым","аттийг",79.49,62.87,10.66,630
"11500816","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"14/10/2017","14/11/2017","ахгмаиым","аттийг",0.01,0.01,10.63,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/03/2017","14/04/2017","ахгмаиым","аттийг",79.49,62.87,10.66,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/08/2017","14/09/2017","ахгмаиым","аттийг",79.49,62.87,10.66,630
"11500816","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"14/02/2017","14/03/2017","ахгмаиым","аттийг",114.22,62.87,10.66,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/09/2017","14/10/2017","ахгмаиым","аттийг",79.49,62.87,10.66,630
"19012677872","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ифе1349","05/09/2017","05/03/2018","ахгмаиым","аттийг",134,90.64,18.13,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/10/2017","14/11/2017","ахгмаиым","аттийг",79.49,62.87,0.03,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/12/2017","14/01/2018","ахгмаиым","аттийг",79.49,62.87,10.67,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/11/2017","14/12/2017","ахгмаиым","аттийг",79.49,62.87,10.69,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/07/2017","14/08/2017","ахгмаиым","аттийг",79.49,62.87,10.66,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/05/2017","14/06/2017","ахгмаиым","аттийг",79.49,62.87,10.66,630
"19012677872","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ифе1349","05/03/2017","05/09/2017","ахгмаиым","аттийг",142,96.17,19.23,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/06/2017","14/07/2017","ахгмаиым","аттийг",79.49,62.87,10.66,630
"19013391878","имтеясакомийа","аутойимгтым","аМАМщЫСГ","угв1225","02/09/2017","02/12/2017",NA,NA,66,44.53,8.91,1806
"213322915","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","угв1225","02/03/2017","02/06/2017",NA,NA,66,44.53,8.91,1806
"19013391878","имтеясакомийа","аутойимгтым","аМАМщЫСГ","угв1225","02/06/2017","02/09/2017",NA,NA,66,44.53,8.91,1806
"213756953","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","гйй3758","26/11/2017","26/02/2018","гкиоупокг","аттийг",65,43.76,8.75,7
"320753","ALPHA EUROSTATUS ","аутойимгтым","аМАМщЫСГ","ейа6321","22/02/2017","22/05/2017","пеияаиас","аттийг",257.24,164.52,11.52,1743
"31619053785","ацяотийг асжакистийг","аутойимгтым","аМАМщЫСГ","ига0395","22/03/2017","22/06/2017","пеияаиас","аттийг",48.62,33.2,6.64,1743
