"N_Policy","Company","Category","Type_policy","Char","Started","Expired","City","District","Gross","Net","Commissions","id"
"7190047216","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","фвб919","16/05/2017","16/05/2018","ахгма","аттийг",71.54,48.67,9.73,1724
"213798960","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","итб5994","29/12/2017","29/06/2018","буяымас","аттийг",143,96.99,19.4,1407
"1382189","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","мяа175","11/12/2017","11/03/2018","буяымас","аттийг",47,29.53,5.91,1407
"213714567","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ифт3402","19/10/2017","19/10/2018",NA,NA,191,129.11,25.82,174
"7190069251","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","лил7397","09/12/2017","09/03/2018","ацяимиоу","аитыкойаямамиа",63.19,42.96,8.59,716
"7190069251","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","лил7397","09/09/2017","09/12/2017","ацяимиоу","аитыкойаямамиа",59.7,40.6,8.12,716
"19.211456170000002","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","ому471","14/09/2017","14/12/2017","вакамдяиоу","аттийг",36.69,25.24,5.3,1795
"19.21168789","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","алт0164","10/10/2017","10/01/2018","цакатси","аттийг",46.7,32.24,6.77,1797
"22007248","ALLIANZ","танидиытийо атувгла","мщО сУЛБЭКАИО",NA,"01/10/2017","31/12/2017","аттийг","аттийг",35,25.36,5.07,1811
"20012210","ALLIANZ","астийгс еухумгс","мщО сУЛБЭКАИО",NA,"01/10/2017","31/12/2017","аттийг","аттийг",30.01,21.75,2.61,1811
"11397677","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"30/10/2017","30/11/2017","ахгма","аттийг",0.01,0.01,2.87,1679
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"30/11/2017","30/12/2017","ахгма","аттийг",24.29,19.21,2.88,1679
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"30/08/2017","30/09/2017","ахгма","аттийг",24.29,19.21,2.88,1679
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"30/04/2017","30/05/2017","ахгма","аттийг",23.36,18.48,3.13,1679
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"30/12/2017","30/01/2018","ахгма","аттийг",24.29,19.21,2.88,1679
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"28/02/2017","30/03/2017","ахгма","аттийг",23.36,18.48,3.13,1679
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"30/10/2017","30/11/2017","ахгма","аттийг",24.29,19.21,0,1679
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"30/07/2017","30/08/2017","ахгма","аттийг",24.29,19.21,3.26,1679
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"30/06/2017","30/07/2017","ахгма","аттийг",24.29,19.21,3.26,1679
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"30/09/2017","30/10/2017","ахгма","аттийг",24.29,19.21,2.88,1679
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"30/01/2017","28/02/2017","ахгма","аттийг",23.36,18.48,3.13,1679
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"30/03/2017","30/04/2017","ахгма","аттийг",23.36,18.48,3.13,1679
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"30/05/2017","30/06/2017","ахгма","аттийг",23.36,18.48,3.13,1679
"11596024","GENERALI","фыгс","аМАМщЫСГ",NA,"27/12/2017","27/01/2018","йаккихеа","аттийг",29.23,23.11,3.92,1778
"11596024","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"27/10/2017","27/11/2017","йаккихеа","аттийг",63.96,23.11,0.01,1778
"11596024","GENERALI","фыгс","аМАМщЫСГ",NA,"27/11/2017","27/12/2017","йаккихеа","аттийг",29.23,23.11,3.93,1778
"11596024","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"27/10/2017","27/11/2017","йаккихеа","аттийг",0.01,0.01,3.65,1778
"213358079","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ибв1758","24/03/2017","24/06/2017","вакамдяитса","авазас",57,38.42,7.68,1816
"19013429693","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ийб6190","30/12/2017","30/03/2018","ахгма","аттийг",100,67.85,13.57,271
"19013429693","имтеясакомийа","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","ийб6190","30/03/2017","30/06/2017","ахгма","аттийг",18.65,12.75,2.55,271
"213360732","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ийб6190","30/03/2017","30/06/2017","ахгма","аттийг",82,55.1,11.02,271
"19013429693","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ийб6190","30/09/2017","30/12/2017","ахгма","аттийг",100,67.85,13.57,271
"19013429693","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ийб6190","30/06/2017","30/09/2017","ахгма","аттийг",100,67.85,13.57,271
"31719010074","ацяотийг асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","оуй783","24/02/2017","24/08/2017","ахгма","аттийг",68.29,46.59,9.32,1845
"213296573","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уяа8411","08/02/2017","08/03/2017",NA,NA,29,19.04,3.81,1815
"1184888","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","аил2174","23/01/2017","23/07/2017",NA,NA,118,77.2,13.75,1682
"1184888","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","аил2174","23/07/2017","23/01/2018",NA,NA,118,77.2,13.75,1682
"31304220","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","ифи5335","21/10/2017","21/10/2018","еудгкос","салоу",181.22,124.25,24.85,1242
"59952960","ехмийг аСЖАКИСТИЙч","аутойимгтым","мщО сУЛБЭКАИО","угф3294","08/11/2017","08/05/2018","жутеиес","аитыкойаямамиа",112.22,79.94,18.39,428
"1708673","AXA","аутойимгтым","мщО сУЛБЭКАИО","угф3294","08/05/2017","08/11/2017","жутеиес","аитыкойаямамиа",88.48,60.41,10.87,428
"59952960","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","угф3294","08/11/2017","08/05/2018","жутеиес","аитыкойаямамиа",1.83,1.59,0.11,428
"30612782","имтеяалеяийам","пуяос","аМАМщЫСГ",NA,"12/01/2017","12/01/2018","хеялоу","аитыкойаямамиа",84.8,63.88,8.3,1738
"7190061267","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","аия2983","24/07/2017","24/01/2018","меовыяи аитык.миас","аитыкойаямамиа",94.57,64.4,12.88,24
"1316571","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","гйл4733","06/03/2017","06/09/2017","меовыяи аитык.миас","аитыкойаямамиа",90,58.8,11.76,24
"1316571","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","гйл4733","06/09/2017","06/03/2018","меовыяи аитык.миас","аитыкойаямамиа",103.5,67.89,12.13,24
"1307779","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","аия2983","24/01/2017","24/07/2017","меовыяи аитык.миас","аитыкойаямамиа",81.5,52.88,10.58,24
"1307779","аткамтийг емысг","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","аия2983","24/01/2017","24/07/2017","меовыяи аитык.миас","аитыкойаямамиа",17.51,11.54,2.31,24
"02034093830","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","аим2941","01/02/2017","01/08/2017","аяайумхоу/латаяацйас","аитыкойаямамиа",83,55.59,12.11,39
"02034093830","ERGO A.A.E.Z","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","аим2941","01/02/2017","01/08/2017","аяайумхоу/латаяацйас","аитыкойаямамиа",29,22.42,4.91,39
"7190062319","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","аим2941","01/08/2017","01/02/2018","аяайумхоу/латаяацйас","аитыкойаямамиа",98.79,67.26,13.45,39
"213285666","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","лтг0613","31/01/2017","31/07/2017","пкылаяиоу","кесбоу",35,23.23,4.65,1329
"19013354630","имтеясакомийа","аутойимгтым","аМАМщЫСГ","лтг0613","31/07/2017","31/01/2018","пкылаяиоу","кесбоу",35,23.23,4.65,1329
"7190057346","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","ефт891","07/07/2017","07/01/2018",NA,NA,41.38,28.15,5.63,359
"1355535","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","фля2949","21/07/2017","21/10/2017","гкиоупокг","аттийг",69,43.88,8.05,1787
"1335300","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","фло2792","25/05/2017","25/08/2017","бокос","бокоу",65,41.29,7.41,1785
"1335300","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","фло2792","01/09/2017","01/12/2017","бокос","бокоу",65,41.33,7.42,1785
"1335043","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","уяв4947","24/08/2017","24/11/2017","ахгма","аттийг",68,43.42,7.96,1784
"1335043","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","уяв4947","24/11/2017","24/02/2018","ахгма","аттийг",68,43.42,7.96,1784
"1335043","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","уяв4947","24/05/2017","24/08/2017","ахгма","аттийг",68,43.4,7.96,1784
"30270242","имтеяалеяийам","пуяос","аМАМщЫСГ",NA,"07/10/2017","07/10/2018","ацяимио","аитыкойаямамиа",181.64,134.43,34.95,1732
"30417514","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","аия2146","16/07/2017","16/07/2018","ацяимио","аитыкойаямамиа",239.7,164.44,32.89,1732
"яс3887","суметаияистийг","аутойимгтым","аМАМщЫСГ","ффм9043","28/06/2017","28/12/2017","аицакеы","аттийг",127.5,88.46,17.69,1065
"яь6646","суметаияистийг","аутойимгтым","аМАМщЫСГ","ффм9043","28/12/2017","28/06/2018","аицакеы","аттийг",128,88.46,17.69,1065
"19013460334","имтеясакомийа","аутойимгтым","аМАМщЫСГ","аиф8854","12/10/2017","12/01/2018","лацоука","аттийг",83,55.69,11.14,179
"19012774523","имтеясакомийа","аутойимгтым","аМАМщЫСГ","аиф8854","10/01/2017","10/04/2017","лацоука","аттийг",83,55.69,11.14,179
"19013460334","имтеясакомийа","аутойимгтым","аМАМщЫСГ","аиф8854","12/07/2017","12/10/2017","лацоука","аттийг",83,55.69,11.14,179
"213391373","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","аиф8854","12/04/2017","12/07/2017","лацоука","аттийг",83,55.69,11.14,179
"30365","LLOYDS","пуяос","мщО сУЛБЭКАИО",NA,"11/10/2017","11/04/2018","йаккихеа","аттийг",212.51,175.22,29.79,1831
"1317602","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","уям6417","12/12/2017","12/03/2018","лацоука","аттийг",63.5,40.33,7.34,1783
"1317602","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","уям6417","12/06/2017","12/09/2017","лацоука","аттийг",56.5,35.79,7.16,1783
"1317602","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","уям6417","12/09/2017","12/12/2017","лацоука","аттийг",63.5,40.33,7.34,1783
"1317602","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","уям6417","12/03/2017","12/06/2017","лацоука","аттийг",56.5,35.78,7.16,1783
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"09/11/2017","01/12/2017","ахгма","аттийг",9.74,8.47,0.55,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"01/03/2017","01/04/2017","ахгма","аттийг",20.43,17.87,1.14,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"03/01/2017","01/02/2017","ахгма","аттийг",18.82,16.42,0.99,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"09/03/2017","01/04/2017","ахгма","аттийг",39.52,34.48,2.07,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"11/01/2017","01/02/2017","ахгма","аттийг",53.95,47.1,2.83,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"01/01/2017","01/03/2017","ахгма","аттийг",26.54,23.08,1.4,1728
"2242","GROUPAMA","оладийес","аМАМщЫСГ",NA,"01/03/2017","01/04/2017","ахгма","аттийг",6245.79,5451.01,348.86,1728
"2242","GROUPAMA","оладийес","аМАМщЫСГ",NA,"01/08/2017","01/09/2017","ахгма","аттийг",6097.48,5321.55,340.58,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"12/04/2017","01/05/2017","ахгма","аттийг",4.36,3.83,0.25,1728
"2242","GROUPAMA","оладийес","аМАМщЫСГ",NA,"01/02/2017","01/03/2017","ахгма","аттийг",6145.23,5363.34,343.25,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"07/11/2017","01/12/2017","ахгма","аттийг",5.31,4.62,0.3,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"01/08/2017","01/09/2017","ахгма","аттийг",5.29,4.64,0.3,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"01/01/2017","01/02/2017","ахгма","аттийг",276.23,241.07,14.46,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"03/05/2017","01/06/2017","ахгма","аттийг",18.82,16.42,1.05,1728
"2242","GROUPAMA","оладийес","аМАМщЫСГ",NA,"01/11/2017","01/12/2017","ахгма","аттийг",6084.47,5310.29,339.86,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"08/12/2017","01/01/2018","ахгма","аттийг",10.37,9.06,0.6,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"11/01/2017","01/03/2017","ахгма","аттийг",11.06,9.62,0.58,1728
"2242","GROUPAMA","оладийес","аМАМщЫСГ",NA,"01/07/2017","01/08/2017","ахгма","аттийг",6232.01,5438.91,348.09,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"01/03/2017","01/06/2017","ахгма","аттийг",60.5,52.77,3.38,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"25/01/2017","01/02/2017","ахгма","аттийг",8.11,7.09,0.4,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"05/05/2017","01/06/2017","ахгма","аттийг",17.47,15.24,0.98,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"22/05/2017","01/06/2017","ахгма","аттийг",1.99,1.73,0.11,1728
"2242","GROUPAMA","оладийес","аМАМщЫСГ",NA,"01/01/2017","01/02/2017","ахгма","аттийг",5807.99,5068.94,304.14,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"30/11/2017","01/12/2017","ахгма","аттийг",0.67,0.58,0.04,1728
"2242","GROUPAMA","оладийес","аМАМщЫСГ",NA,"01/09/2017","01/10/2017","ахгма","аттийг",6084.21,5310.01,339.84,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"06/04/2017","01/05/2017","ахгма","аттийг",5.76,5.06,0.28,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"02/05/2017","01/06/2017","ахгма","аттийг",6.66,5.85,0.37,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"06/09/2017","01/10/2017","ахгма","аттийг",16.8,14.66,0.94,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"19/10/2017","01/11/2017","ахгма","аттийг",2.76,2.42,0.15,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"27/09/2017","01/10/2017","ахгма","аттийг",0.89,0.77,0.05,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"03/04/2017","01/05/2017","ахгма","аттийг",18.82,16.42,1.05,1728
"2242","GROUPAMA","оладийес","аМАМщЫСГ",NA,"01/04/2017","01/05/2017","ахгма","аттийг",6218.74,5427.37,347.35,1728
"2242","GROUPAMA","оладийес","аМАМщЫСГ",NA,"01/12/2017","01/01/2018","ахгма","аттийг",6077.32,5303.96,339.45,1728
"2242","GROUPAMA","оладийес","аМАМщЫСГ",NA,"01/06/2017","01/07/2017","ахгма","аттийг",6299.66,5498.02,351.87,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"18/09/2017","01/10/2017","ахгма","аттийг",8.73,7.62,0.49,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"29/11/2017","01/12/2017","ахгма","аттийг",1.34,1.17,0.07,1728
"2242","GROUPAMA","оладийес","п пЯэНГ лЕТАТЯОПчР",NA,"30/08/2017","01/09/2017","ахгма","аттийг",0.23,0.2,0.01,1728
"2242","GROUPAMA","оладийес","аМАМщЫСГ",NA,"01/10/2017","01/11/2017","ахгма","аттийг",6117.91,5339.42,341.72,1728
"2242","GROUPAMA","оладийес","аМАМщЫСГ",NA,"01/05/2017","01/06/2017","ахгма","аттийг",6245.79,5451.01,348.86,1728
"11538805","GENERALI","астийгс еухумгс","мщО сУЛБЭКАИО",NA,"17/05/2017","17/05/2018","ахгма","аттийг",147,111.16,22.23,1774
"2018635","AXA","пкгяылата пкоиым","мщО сУЛБЭКАИО",NA,"28/12/2017","28/01/2018","пеияаиас","аттийг",150,113.43,14.75,1812
"ея2953","суметаияистийг","аутойимгтым","мщО сУЛБЭКАИО","уйо9420","10/04/2017","10/07/2017","пеияаиас","аттийг",73,49.06,9.81,1874
"яс8312","суметаияистийг","аутойимгтым","аМАМщЫСГ","уйо9420","10/07/2017","10/10/2017","пеияаиас","аттийг",73,49.05,9.81,1874
"яж6789","суметаияистийг","аутойимгтым","аМАМщЫСГ","уйо9420","10/10/2017","10/01/2018","пеияаиас","аттийг",73,49.05,9.81,1874
"11512580","GENERALI","фыгс","аМАМщЫСГ",NA,"14/04/2017","14/05/2017",NA,NA,32.32,25.98,5.89,NA
"11512580","GENERALI","фыгс","аМАМщЫСГ",NA,"14/05/2017","14/06/2017",NA,NA,32.32,25.98,5.89,NA
"11512580","GENERALI","фыгс","аМАМщЫСГ",NA,"14/06/2017","14/07/2017",NA,NA,32.32,25.98,5.89,NA
"11512580","GENERALI","фыгс","аМАМщЫСГ",NA,"14/07/2017","14/08/2017",NA,NA,32.32,25.98,5.89,NA
"11512580","GENERALI","фыгс","аМАМщЫСГ",NA,"14/08/2017","14/09/2017",NA,NA,32.32,25.98,5.89,NA
"11512580","GENERALI","фыгс","аМАМщЫСГ",NA,"14/09/2017","14/10/2017",NA,NA,32.32,25.98,5.89,NA
"11512580","GENERALI","фыгс","аМАМщЫСГ",NA,"14/10/2017","14/11/2017",NA,NA,32.32,25.98,0.57,NA
"11512580","GENERALI","фыгс","аМАМщЫСГ",NA,"14/11/2017","14/12/2017",NA,NA,32.32,25.98,5.89,NA
"11512580","GENERALI","фыгс","аМАМщЫСГ",NA,"14/12/2017","14/01/2018",NA,NA,32.32,25.98,5.89,NA
"11512580","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"14/03/2017","14/04/2017",NA,NA,32.32,25.98,5.59,NA
"11512580","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"14/10/2017","14/11/2017",NA,NA,0.01,0.01,5.32,NA
"11514311","GENERALI","фыгс","аМАМщЫСГ",NA,"17/09/2017","17/03/2018",NA,NA,196.31,158.25,37.38,NA
"11514311","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"17/03/2017","17/09/2017",NA,NA,196.31,158.25,37.38,NA
"11287523","GENERALI","фыгс","аМАМщЫСГ",NA,"19/11/2017","19/05/2018",NA,NA,117.73,94.03,14.15,NA
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/01/2017","23/02/2017",NA,NA,18.86,15.07,2.66,NA
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/02/2017","23/03/2017",NA,NA,18.86,15.07,2.66,NA
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/03/2017","23/04/2017",NA,NA,18.86,15.07,2.66,NA
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/04/2017","23/05/2017",NA,NA,18.86,15.07,2.66,NA
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/05/2017","23/06/2017",NA,NA,18.86,15.07,2.66,NA
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/06/2017","23/07/2017",NA,NA,18.86,15.07,2.66,NA
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/07/2017","23/08/2017",NA,NA,18.86,15.07,2.66,NA
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/08/2017","23/09/2017",NA,NA,18.86,15.07,2.66,NA
"1000767864","Eurolife FFH","фыгс","аМАМщЫСГ",NA,"01/07/2017","01/07/2018",NA,NA,326.37,322.87,23.4,NA
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/10/2017","23/11/2017",NA,NA,18.86,15.07,0.41,NA
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/11/2017","23/12/2017",NA,NA,18.86,15.07,0,NA
"11521824","GENERALI","фыгс","аМАМщЫСГ",NA,"04/05/2017","04/06/2017",NA,NA,18.38,14.69,2.6,NA
"11521824","GENERALI","фыгс","аМАМщЫСГ",NA,"04/06/2017","04/07/2017",NA,NA,18.38,14.69,2.6,NA
"11521824","GENERALI","фыгс","аМАМщЫСГ",NA,"04/07/2017","04/08/2017",NA,NA,18.38,14.69,2.6,NA
"11521824","GENERALI","фыгс","аМАМщЫСГ",NA,"04/08/2017","04/09/2017",NA,NA,18.38,14.69,2.6,NA
"11521824","GENERALI","фыгс","аМАМщЫСГ",NA,"04/09/2017","04/10/2017",NA,NA,18.38,14.69,2.6,NA
"11521824","GENERALI","фыгс","аМАМщЫСГ",NA,"04/10/2017","04/11/2017",NA,NA,18.38,14.69,0.41,NA
"11521824","GENERALI","фыгс","аМАМщЫСГ",NA,"04/11/2017","04/12/2017",NA,NA,18.38,14.69,2.6,NA
"11521824","GENERALI","фыгс","аМАМщЫСГ",NA,"04/12/2017","04/01/2018",NA,NA,18.38,14.69,2.6,NA
"11521824","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"04/04/2017","04/05/2017",NA,NA,53.11,14.69,2.6,NA
"11521824","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"04/10/2017","04/11/2017",NA,NA,0.01,0.01,2.19,NA
"11522969","GENERALI","фыгс","аМАМщЫСГ",NA,"06/05/2017","06/06/2017",NA,NA,29.19,23.58,5.98,NA
"11522969","GENERALI","фыгс","аМАМщЫСГ",NA,"06/06/2017","06/07/2017",NA,NA,29.19,23.58,5.98,NA
"11522969","GENERALI","фыгс","аМАМщЫСГ",NA,"06/07/2017","06/08/2017",NA,NA,29.19,23.58,5.98,NA
"11522969","GENERALI","фыгс","аМАМщЫСГ",NA,"06/08/2017","06/09/2017",NA,NA,29.19,23.58,5.98,NA
"11522969","GENERALI","фыгс","аМАМщЫСГ",NA,"06/09/2017","06/10/2017",NA,NA,29.19,23.58,5.98,NA
"11522969","GENERALI","фыгс","аМАМщЫСГ",NA,"06/10/2017","06/11/2017",NA,NA,29.19,23.58,0.5,NA
"11522969","GENERALI","фыгс","аМАМщЫСГ",NA,"06/11/2017","06/12/2017",NA,NA,29.19,23.58,5.98,NA
"11522969","GENERALI","фыгс","аМАМщЫСГ",NA,"06/12/2017","06/01/2018",NA,NA,29.19,23.58,5.98,NA
"11522969","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"06/04/2017","06/05/2017",NA,NA,29.19,23.58,5.98,NA
"11522969","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"06/10/2017","06/11/2017",NA,NA,0.01,0.01,5.48,NA
"11350769","GENERALI","фыгс","аМАМщЫСГ",NA,"28/06/2017","28/07/2017",NA,NA,23.54,18.61,3.16,NA
"11350769","GENERALI","фыгс","аМАМщЫСГ",NA,"28/07/2017","28/08/2017",NA,NA,23.54,18.61,3.16,NA
"11350769","GENERALI","фыгс","аМАМщЫСГ",NA,"28/08/2017","28/09/2017",NA,NA,23.54,18.61,3.16,NA
"11350769","GENERALI","фыгс","аМАМщЫСГ",NA,"28/09/2017","28/10/2017",NA,NA,23.54,18.61,2.79,NA
"11350769","GENERALI","фыгс","аМАМщЫСГ",NA,"28/10/2017","28/11/2017",NA,NA,23.54,18.61,2.79,NA
"11287326","GENERALI","фыгс","аМАМщЫСГ",NA,"18/05/2017","18/11/2017",NA,NA,112.15,89.57,14.24,NA
"11287326","GENERALI","фыгс","аМАМщЫСГ",NA,"18/11/2017","18/05/2018",NA,NA,117.73,94.03,14.15,NA
"11287523","GENERALI","фыгс","аМАМщЫСГ",NA,"19/05/2017","19/11/2017",NA,NA,112.15,89.57,14.24,NA
"11330019","GENERALI","фыгс","аМАМщЫСГ",NA,"12/12/2017","12/01/2018",NA,NA,19.94,15.92,2.53,NA
"11330019","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"12/10/2017","12/11/2017",NA,NA,0.01,0.01,2.53,NA
"11334282","GENERALI","фыгс","аМАМщЫСГ",NA,"22/01/2017","22/02/2017",NA,NA,15.89,12.57,2.13,NA
"11334282","GENERALI","фыгс","аМАМщЫСГ",NA,"22/02/2017","22/03/2017",NA,NA,16.36,12.94,2.19,NA
"11334282","GENERALI","фыгс","аМАМщЫСГ",NA,"22/03/2017","22/04/2017",NA,NA,16.36,12.94,2.19,NA
"11334282","GENERALI","фыгс","аМАМщЫСГ",NA,"22/04/2017","22/05/2017",NA,NA,16.36,12.94,2.19,NA
"11334282","GENERALI","фыгс","аМАМщЫСГ",NA,"22/05/2017","22/06/2017",NA,NA,16.36,12.94,2.19,NA
"11334282","GENERALI","фыгс","аМАМщЫСГ",NA,"22/06/2017","22/07/2017",NA,NA,16.36,12.94,2.19,NA
"11334282","GENERALI","фыгс","аМАМщЫСГ",NA,"22/07/2017","22/08/2017",NA,NA,16.36,12.94,2.19,NA
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/09/2017","23/10/2017",NA,NA,18.86,15.07,2.4,NA
"11334282","GENERALI","фыгс","аМАМщЫСГ",NA,"22/09/2017","22/10/2017",NA,NA,16.36,12.94,1.94,NA
"11334282","GENERALI","фыгс","аМАМщЫСГ",NA,"22/10/2017","22/11/2017",NA,NA,16.36,12.94,0.01,NA
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/12/2017","23/01/2018",NA,NA,19.82,15.83,2.38,NA
"11305387","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"23/10/2017","23/11/2017",NA,NA,0.01,0.01,1.99,NA
"11306782","GENERALI","фыгс","аМАМщЫСГ",NA,"28/01/2017","28/02/2017",NA,NA,20.59,16.45,2.62,NA
"11306782","GENERALI","фыгс","аМАМщЫСГ",NA,"28/02/2017","28/03/2017",NA,NA,20.59,16.45,2.62,NA
"11306782","GENERALI","фыгс","аМАМщЫСГ",NA,"28/03/2017","28/04/2017",NA,NA,20.59,16.45,2.62,NA
