N_Policy,Company,Category,Char,Started,Expired,District,Gross,Net,Commissions,id
19015592247,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΚΤ5027,28/05/2022,28/08/2022,NA,57,38.84,8.55,318
19015592247,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΚΤ5027,28/02/2022,28/05/2022,NA,57,38.48,8.47,318
19015592247,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΚΤ5027,28/08/2022,28/11/2022,NA,58,39.2,8.63,318
19.22291736,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΤΑ1605,06/11/2022,06/02/2023,ΑΤΤΙΚΗ,106.75,73.42,15.11,861
19.22291736,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΤΑ1605,06/08/2022,06/11/2022,ΑΤΤΙΚΗ,104.98,72.25,14.9,861
19.22291736,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΤΑ1605,06/02/2022,06/05/2022,ΑΤΤΙΚΗ,102.98,70.91,14.65,861
19.22291736,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΤΑ1605,06/05/2022,06/08/2022,ΑΤΤΙΚΗ,104.98,72.25,14.9,861
6175503,GROUPAMA,ΠΥΡΟΣ,NA,20/10/2022,20/10/2023,ΑΤΤΙΚΗ,166.71,120.75,33.82,588
02045328118,ERGO A.A.E.Z,ΑΥΤΟΚΙΝΗΤΩΝ,ΤΡ3731,24/01/2022,24/07/2022,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,43,29.16,6.42,1723
02045328118,ERGO A.A.E.Z,ΑΥΤΟΚΙΝΗΤΩΝ,ΤΡ3731,24/07/2022,24/01/2023,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,45,30.61,6.74,1723
33242395,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΠΥΡΟΣ,NA,05/08/2022,05/02/2023,ΑΤΤΙΚΗ,61.71,44.58,8.48,2497
11604167,GENERALI,ΖΩΗΣ,NA,20/07/2022,20/08/2022,NA,32.6,26.29,5.4,177
11604169,GENERALI,ΖΩΗΣ,NA,20/04/2022,20/05/2022,NA,33.19,26.76,5.5,177
11612563,GENERALI,ΖΩΗΣ,NA,13/10/2022,13/11/2022,NA,68.28,54.56,12.09,177
11604169,GENERALI,ΖΩΗΣ,NA,20/11/2022,20/12/2022,NA,35.22,28.37,5.85,177
11604169,GENERALI,ΖΩΗΣ,NA,20/12/2022,20/01/2023,NA,35.22,28.37,5.85,177
11612563,GENERALI,ΖΩΗΣ,NA,13/01/2022,13/02/2022,NA,68.28,54.56,12.09,177
11612563,GENERALI,ΖΩΗΣ,NA,13/08/2022,13/09/2022,NA,68.28,54.56,12.09,177
11612563,GENERALI,ΖΩΗΣ,NA,13/04/2022,13/05/2022,NA,68.28,54.56,12.09,177
11604167,GENERALI,ΖΩΗΣ,NA,20/03/2022,20/04/2022,NA,32.6,26.29,5.4,177
11604169,GENERALI,ΖΩΗΣ,NA,20/03/2022,20/04/2022,NA,33.19,26.76,5.5,177
11612563,GENERALI,ΖΩΗΣ,NA,13/07/2022,13/08/2022,NA,68.28,54.56,12.09,177
11612563,GENERALI,ΖΩΗΣ,NA,13/06/2022,13/07/2022,NA,68.28,54.56,12.09,177
11604169,GENERALI,ΖΩΗΣ,NA,20/06/2022,20/07/2022,NA,33.19,26.76,5.5,177
11604169,GENERALI,ΖΩΗΣ,NA,20/10/2022,20/11/2022,NA,33.19,26.76,5.5,177
11604167,GENERALI,ΖΩΗΣ,NA,20/02/2022,20/03/2022,NA,32.6,26.29,5.4,177
11604167,GENERALI,ΖΩΗΣ,NA,20/05/2022,20/06/2022,NA,32.6,26.29,5.4,177
11604169,GENERALI,ΖΩΗΣ,NA,20/01/2022,20/02/2022,NA,33.19,26.76,5.5,177
11604167,GENERALI,ΖΩΗΣ,NA,20/01/2022,20/02/2022,NA,32.6,26.29,5.4,177
19013880652,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΜΗ7394,25/01/2022,25/07/2022,NA,159,107.78,23.73,177
11604167,GENERALI,ΖΩΗΣ,NA,20/09/2022,20/10/2022,NA,32.6,26.29,5.4,177
11604167,GENERALI,ΖΩΗΣ,NA,20/06/2022,20/07/2022,NA,32.6,26.29,5.4,177
11604169,GENERALI,ΖΩΗΣ,NA,20/02/2022,20/03/2022,NA,33.19,26.76,5.5,177
11612563,GENERALI,ΖΩΗΣ,NA,13/09/2022,13/10/2022,NA,68.28,54.56,12.09,177
11604167,GENERALI,ΖΩΗΣ,NA,20/10/2022,20/11/2022,NA,32.6,26.29,5.4,177
11612563,GENERALI,ΖΩΗΣ,NA,13/12/2022,13/01/2023,NA,72.81,58.19,12.89,177
11604167,GENERALI,ΖΩΗΣ,NA,20/08/2022,20/09/2022,NA,32.6,26.29,5.4,177
11612563,GENERALI,ΖΩΗΣ,NA,13/03/2022,13/04/2022,NA,68.28,54.56,12.09,177
11604169,GENERALI,ΖΩΗΣ,NA,20/09/2022,20/10/2022,NA,33.19,26.76,5.5,177
11604167,GENERALI,ΖΩΗΣ,NA,20/04/2022,20/05/2022,NA,32.6,26.29,5.4,177
11604167,GENERALI,ΖΩΗΣ,NA,20/11/2022,20/12/2022,NA,34.78,28.02,5.77,177
11612563,GENERALI,ΖΩΗΣ,NA,13/05/2022,13/06/2022,NA,68.28,54.56,12.09,177
11612563,GENERALI,ΖΩΗΣ,NA,13/11/2022,13/12/2022,NA,68.28,54.56,12.09,177
11604169,GENERALI,ΖΩΗΣ,NA,20/07/2022,20/08/2022,NA,33.19,26.76,5.5,177
11604169,GENERALI,ΖΩΗΣ,NA,20/05/2022,20/06/2022,NA,33.19,26.76,5.5,177
11604167,GENERALI,ΖΩΗΣ,NA,20/12/2022,20/01/2023,NA,34.78,28.02,5.77,177
11612563,GENERALI,ΖΩΗΣ,NA,13/02/2022,13/03/2022,NA,68.28,54.56,12.09,177
11604169,GENERALI,ΖΩΗΣ,NA,20/08/2022,20/09/2022,NA,33.19,26.76,5.5,177
12170453,GENERALI,ΖΩΗΣ,NA,30/11/2022,30/12/2022,ΑΤΤΙΚΗ,74.48,59.23,13.55,2460
12170453,GENERALI,ΖΩΗΣ,NA,30/12/2022,30/01/2023,ΑΤΤΙΚΗ,74.48,59.23,13.55,2460
103486535,ALLIANZ ΕΥΡΩΠΑΙΚΗ ΠΙΣΤΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΜΥΕ1555,30/09/2022,31/03/2023,ΛΕΣΒΟΥ,78.28,52.26,10.46,1907
103486535,ALLIANZ ΕΥΡΩΠΑΙΚΗ ΠΙΣΤΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΜΥΕ1555,05/03/2022,05/09/2022,ΛΕΣΒΟΥ,73.28,48.93,9.79,1907
P0123042420,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΡΤ9093,23/05/2022,23/05/2023,ΚΟΡΙΝΘΟΥ,684.95,513.73,112.87,196
1000903820,Eurolife FFH,ΖΩΗΣ,NA,27/05/2022,27/06/2022,ΑΤΤΙΚΗ,10.77,10.69,0.75,2126
1000903820,Eurolife FFH,ΖΩΗΣ,NA,27/07/2022,27/08/2022,ΑΤΤΙΚΗ,11.3,11.22,0.79,2126
1000903820,Eurolife FFH,ΖΩΗΣ,NA,27/04/2022,27/05/2022,ΑΤΤΙΚΗ,10.77,10.69,0.75,2126
1000903820,Eurolife FFH,ΖΩΗΣ,NA,27/09/2022,27/10/2022,ΑΤΤΙΚΗ,11.3,11.22,0.79,2126
1000903820,Eurolife FFH,ΖΩΗΣ,NA,27/03/2022,27/04/2022,ΑΤΤΙΚΗ,10.77,10.69,0.75,2126
1000903820,Eurolife FFH,ΖΩΗΣ,NA,27/10/2022,27/11/2022,ΑΤΤΙΚΗ,11.3,11.22,0.79,2126
14268080,ΕΘΝΙΚΗ Ασφαλιστική,ΖΩΗΣ,NA,14/09/2022,14/03/2023,ΑΤΤΙΚΗ,401.86,349.44,73.38,2126
P0132004722,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΟΧΜ459,24/02/2022,24/08/2022,ΑΤΤΙΚΗ,154.54,115.61,25.32,2126
14268080,ΕΘΝΙΚΗ Ασφαλιστική,ΖΩΗΣ,NA,14/03/2022,14/09/2022,ΑΤΤΙΚΗ,401.86,349.44,73.38,2126
P0132004722,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΟΧΜ459,24/08/2022,24/02/2023,ΑΤΤΙΚΗ,147.1,110.07,24.09,2126
1000903820,Eurolife FFH,ΖΩΗΣ,NA,27/01/2022,27/02/2022,ΑΤΤΙΚΗ,10.77,10.69,0.75,2126
1000903820,Eurolife FFH,ΖΩΗΣ,NA,27/02/2022,27/03/2022,ΑΤΤΙΚΗ,10.77,10.69,0.75,2126
1000903820,Eurolife FFH,ΖΩΗΣ,NA,27/12/2022,27/01/2023,ΑΤΤΙΚΗ,11.3,11.22,0.79,2126
1000903820,Eurolife FFH,ΖΩΗΣ,NA,27/08/2022,27/09/2022,ΑΤΤΙΚΗ,11.3,11.22,0.79,2126
1000903820,Eurolife FFH,ΖΩΗΣ,NA,27/11/2022,27/12/2022,ΑΤΤΙΚΗ,11.3,11.22,0.79,2126
1000903820,Eurolife FFH,ΖΩΗΣ,NA,27/06/2022,27/07/2022,ΑΤΤΙΚΗ,10.77,10.69,0.75,2126
62647169,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΡΑΥ4404,03/02/2022,03/05/2022,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,37.69,26.97,6.08,173
02080023924,ERGO A.A.E.Z,ΑΥΤΟΚΙΝΗΤΩΝ,ΜΥΑ2738,26/10/2022,26/10/2023,ΛΕΣΒΟΥ,78,52.82,11.11,1851
30702980,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΜΥΗ4697,30/10/2022,30/04/2023,ΛΕΣΒΟΥ,57.14,39.25,8.64,1851
30702980,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΜΥΗ4697,30/04/2022,30/10/2022,ΛΕΣΒΟΥ,57.14,39.25,8.64,1851
19015710158,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΖΟ0065,31/05/2022,31/05/2023,ΚΥΚΛΑΔΩΝ,54,36.49,8.03,888
30958401,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΟΚ1613,03/11/2022,03/11/2023,ΗΛΕΙΑΣ,238.79,164.07,36.1,1903
P0124153596,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΖΡ702,01/04/2022,01/04/2023,ΑΤΤΙΚΗ,274.3,204.84,44.87,611
33212445,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΠΥΡΟΣ,NA,08/07/2022,08/07/2023,ΑΤΤΙΚΗ,114.01,82.37,15.81,611
103936054,ALLIANZ ΕΥΡΩΠΑΙΚΗ ΠΙΣΤΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΕΜ6689,17/02/2022,17/05/2022,ΑΤΤΙΚΗ,107.31,71.6,14.32,1515
31276351,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΤΙ3006,07/09/2022,07/09/2023,ΑΤΤΙΚΗ,316.08,216.51,47.63,1515
19.223746250000001,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΕΜ6689,17/05/2022,17/05/2023,ΑΤΤΙΚΗ,374.89,257.89,53.34,1515
19.224058320000001,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΧΚ2176,18/06/2022,18/12/2022,ΑΤΤΙΚΗ,294.47,202.64,42.14,1515
19.22516937,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΥΚ2070,07/11/2022,07/02/2023,ΑΤΤΙΚΗ,55.55,38.04,7.67,1508
12120579,GENERALI,ΖΩΗΣ,NA,11/10/2022,11/11/2022,ΑΤΤΙΚΗ,30.13,24.05,5.52,2453
12120579,GENERALI,ΖΩΗΣ,NA,11/07/2022,11/08/2022,ΑΤΤΙΚΗ,30.13,24.05,5.52,2453
12120579,GENERALI,ΖΩΗΣ,NA,11/11/2022,11/12/2022,ΑΤΤΙΚΗ,30.13,24.05,5.52,2453
12120579,GENERALI,ΖΩΗΣ,NA,11/12/2022,11/01/2023,ΑΤΤΙΚΗ,30.13,24.05,5.52,2453
12120579,GENERALI,ΖΩΗΣ,NA,11/06/2022,11/07/2022,ΑΤΤΙΚΗ,30.13,24.05,5.52,2453
12120579,GENERALI,ΖΩΗΣ,NA,11/09/2022,11/10/2022,ΑΤΤΙΚΗ,30.13,24.05,5.52,2453
12120579,GENERALI,ΖΩΗΣ,NA,11/05/2022,11/06/2022,ΑΤΤΙΚΗ,30.13,24.05,5.52,2453
12120579,GENERALI,ΖΩΗΣ,NA,11/08/2022,11/09/2022,ΑΤΤΙΚΗ,30.13,24.05,5.52,2453
19.218241129999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΝΝ2373,24/02/2022,24/02/2023,ΑΤΤΙΚΗ,466.11,322.35,67.52,1467
11880981,GENERALI,ΖΩΗΣ,NA,08/04/2022,08/05/2022,ΑΤΤΙΚΗ,45.27,36.21,8.33,2223
11880981,GENERALI,ΖΩΗΣ,NA,08/12/2022,08/01/2023,ΑΤΤΙΚΗ,45.27,36.21,8.33,2223
11880981,GENERALI,ΖΩΗΣ,NA,08/06/2022,08/07/2022,ΑΤΤΙΚΗ,45.27,36.21,8.33,2223
11880981,GENERALI,ΖΩΗΣ,NA,08/09/2022,08/10/2022,ΑΤΤΙΚΗ,45.27,36.21,8.33,2223
11880981,GENERALI,ΖΩΗΣ,NA,08/07/2022,08/08/2022,ΑΤΤΙΚΗ,45.27,36.21,8.33,2223
11880981,GENERALI,ΖΩΗΣ,NA,08/05/2022,08/06/2022,ΑΤΤΙΚΗ,45.27,36.21,8.33,2223
19.222283650000001,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΧΜΑ396,25/10/2022,25/10/2023,ΑΤΤΙΚΗ,129.28,88.89,18.4,2223
11880981,GENERALI,ΖΩΗΣ,NA,08/10/2022,08/11/2022,ΑΤΤΙΚΗ,45.27,36.21,8.33,2223
11880981,GENERALI,ΖΩΗΣ,NA,08/08/2022,08/09/2022,ΑΤΤΙΚΗ,45.27,36.21,8.33,2223
70063586,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΧΜΑ396,25/10/2022,25/10/2023,ΑΤΤΙΚΗ,36,26.08,6.52,2223
11880981,GENERALI,ΖΩΗΣ,NA,08/03/2022,08/04/2022,ΑΤΤΙΚΗ,45.27,36.21,8.33,2223
11880981,GENERALI,ΖΩΗΣ,NA,08/01/2022,08/02/2022,ΑΤΤΙΚΗ,42.57,34.05,7.83,2223
11880981,GENERALI,ΖΩΗΣ,NA,08/11/2022,08/12/2022,ΑΤΤΙΚΗ,45.27,36.21,8.33,2223
11880981,GENERALI,ΖΩΗΣ,NA,08/02/2022,08/03/2022,ΑΤΤΙΚΗ,42.57,34.05,7.83,2223
19015539850,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΒΙΝ0396,19/12/2022,19/12/2023,ΑΤΤΙΚΗ,139,93.99,20.68,2400
19.222642,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΜΤ0084,21/06/2022,21/09/2022,ΑΤΤΙΚΗ,26.13,17.98,3.73,141
19.222642,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΜΤ0084,21/09/2022,21/12/2022,ΑΤΤΙΚΗ,26.88,18.47,3.82,141
19.222642,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΜΤ0084,21/12/2022,21/03/2023,ΑΤΤΙΚΗ,26.59,18.27,3.78,141
19.222642,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΜΤ0084,21/03/2022,21/06/2022,ΑΤΤΙΚΗ,26.13,17.98,3.73,141
9921002313,ARAG,ΝΟΜΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,ΑΤΑ9111,30/04/2022,30/04/2023,ΑΡΤΑΣ,12.01,8.7,2,936
7390054970,INTERASCO,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΝΧ4939,15/01/2022,15/01/2023,ΑΤΤΙΚΗ,306.3,201.33,44.14,466
6164239,GROUPAMA,ΠΥΡΟΣ,NA,27/12/2022,27/12/2023,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,75.02,54.34,15.21,472
1564962,ΑΤΛΑΝΤΙΚΗ ΕΝΩΣΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΡ9258,16/05/2022,16/05/2023,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,161,109.1,18.91,472
70077355,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΒΚΚ8881,04/11/2022,04/11/2023,ΑΤΤΙΚΗ,36,26.08,6.52,790
11910842,GENERALI,ΖΩΗΣ,NA,15/08/2022,15/09/2022,ΑΤΤΙΚΗ,86.37,68.28,10.23,2225
11910842,GENERALI,ΖΩΗΣ,NA,15/01/2022,15/02/2022,ΑΤΤΙΚΗ,80.66,63.78,9.56,2225
11910842,GENERALI,ΖΩΗΣ,NA,15/03/2022,15/04/2022,ΑΤΤΙΚΗ,80.66,63.78,9.56,2225
11910842,GENERALI,ΖΩΗΣ,NA,15/02/2022,15/03/2022,ΑΤΤΙΚΗ,80.66,63.78,9.56,2225
11910842,GENERALI,ΖΩΗΣ,NA,15/06/2022,15/07/2022,ΑΤΤΙΚΗ,86.37,68.28,10.23,2225
11910842,GENERALI,ΖΩΗΣ,NA,15/07/2022,15/08/2022,ΑΤΤΙΚΗ,86.37,68.28,10.23,2225
11910842,GENERALI,ΖΩΗΣ,NA,15/05/2022,15/06/2022,ΑΤΤΙΚΗ,80.66,63.78,9.56,2225
11910842,GENERALI,ΖΩΗΣ,NA,15/09/2022,15/10/2022,ΑΤΤΙΚΗ,86.37,68.28,10.23,2225
11910842,GENERALI,ΖΩΗΣ,NA,15/10/2022,15/11/2022,ΑΤΤΙΚΗ,86.37,68.28,10.23,2225
11910842,GENERALI,ΖΩΗΣ,NA,15/04/2022,15/05/2022,ΑΤΤΙΚΗ,80.66,63.78,9.56,2225
11910842,GENERALI,ΖΩΗΣ,NA,15/12/2022,15/01/2023,ΑΤΤΙΚΗ,86.37,68.28,10.23,2225
11910842,GENERALI,ΖΩΗΣ,NA,15/11/2022,15/12/2022,ΑΤΤΙΚΗ,86.37,68.28,10.23,2225
9778256,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΝ3542,28/03/2022,28/03/2023,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,148.46,101.83,22.4,1921
11937346,GENERALI,ΖΩΗΣ,NA,28/11/2022,28/12/2022,NA,105.75,84.06,17.73,2228
11937346,GENERALI,ΖΩΗΣ,NA,28/12/2022,28/01/2023,NA,105.75,84.06,17.73,2228
11937346,GENERALI,ΖΩΗΣ,NA,28/09/2022,28/10/2022,NA,105.75,84.06,17.73,2228
11937346,GENERALI,ΖΩΗΣ,NA,28/07/2022,28/08/2022,NA,97.53,77.54,16.34,2228
11937346,GENERALI,ΖΩΗΣ,NA,28/04/2022,28/05/2022,NA,97.53,77.54,16.34,2228
11937346,GENERALI,ΖΩΗΣ,NA,28/05/2022,28/06/2022,NA,97.53,77.54,16.34,2228
12148463,GENERALI,ΖΩΗΣ,NA,01/09/2022,01/09/2023,NA,286,249.28,27.19,2228
11937346,GENERALI,ΖΩΗΣ,NA,28/10/2022,28/11/2022,NA,105.75,84.06,17.73,2228
11937346,GENERALI,ΖΩΗΣ,NA,28/08/2022,28/09/2022,NA,105.75,84.06,17.73,2228
11937346,GENERALI,ΖΩΗΣ,NA,28/02/2022,28/03/2022,NA,97.53,77.54,16.34,2228
11937346,GENERALI,ΖΩΗΣ,NA,28/06/2022,28/07/2022,NA,97.53,77.54,16.34,2228
11937346,GENERALI,ΖΩΗΣ,NA,28/03/2022,28/04/2022,NA,97.53,77.54,16.34,2228
11937346,GENERALI,ΖΩΗΣ,NA,28/01/2022,28/02/2022,NA,97.53,77.54,16.34,2228
22026048,ALLIANZ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΖΧ4946,12/01/2022,12/01/2023,ΑΤΤΙΚΗ,436.18,311.5,59.2,2486
19.222444169999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΝΧΑ1626,25/02/2022,25/05/2022,ΑΤΤΙΚΗ,339.19,233.74,21.28,1525
104023565,ALLIANZ ΕΥΡΩΠΑΙΚΗ ΠΙΣΤΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΝΧΑ1626,25/05/2022,25/08/2022,ΑΤΤΙΚΗ,276.62,184.41,18.46,1525
19.222872899999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,Ρ31297,30/04/2022,30/07/2022,ΑΤΤΙΚΗ,60.95,42.02,4.08,1525
19.222872899999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,Ρ31297,31/01/2022,30/04/2022,ΑΤΤΙΚΗ,60.95,42.02,4.01,1525
19.222872899999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,Ρ31297,30/07/2022,30/10/2022,ΑΤΤΙΚΗ,60.95,42.02,4.08,1525
19.222872899999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,Ρ31297,30/10/2022,30/01/2023,ΑΤΤΙΚΗ,64.84,44.62,4.47,1525
104023565,ALLIANZ ΕΥΡΩΠΑΙΚΗ ΠΙΣΤΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΝΧΑ1626,25/08/2022,25/11/2022,ΑΤΤΙΚΗ,294.11,196.09,19.62,1525
104023565,ALLIANZ ΕΥΡΩΠΑΙΚΗ ΠΙΣΤΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΝΧΑ1626,25/11/2022,25/02/2023,ΑΤΤΙΚΗ,294.11,196.09,19.62,1525
19.22341144,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,Ρ36633,10/10/2022,10/01/2023,ΑΤΤΙΚΗ,56.7,39,3.96,1175
19.223411179999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΝΧΑ2941,11/04/2022,11/07/2022,ΑΤΤΙΚΗ,248.32,171.15,15.71,1175
19.22341144,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,Ρ36633,10/07/2022,10/10/2022,ΑΤΤΙΚΗ,52.81,36.4,3.57,1175
19.22341144,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,Ρ36633,10/04/2022,10/07/2022,ΑΤΤΙΚΗ,52.81,36.4,3.57,1175
19.223411179999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΝΧΑ2941,11/10/2022,11/01/2023,ΑΤΤΙΚΗ,252.21,173.75,16.1,1175
19.223411179999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΝΧΑ2941,11/07/2022,11/10/2022,ΑΤΤΙΚΗ,248.32,171.15,15.71,1175
19015885338,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΖΕ0721,19/11/2022,19/11/2023,ΑΧΑΪΑΣ,56,38.07,8.38,422
P0124126172,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΤΧ2880,13/03/2022,13/03/2023,ΛΕΣΒΟΥ,104.22,77.51,17.06,2119
70058781,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΕΡΗ9504,03/05/2022,03/05/2023,ΑΤΤΙΚΗ,36,26.08,6.52,497
33212443,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΠΥΡΟΣ,NA,08/07/2022,08/01/2023,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,81.45,58.87,11.62,2496
6184578,GROUPAMA,ΠΥΡΟΣ,NA,09/03/2022,09/09/2022,ΑΤΤΙΚΗ,72.09,52.21,14.61,659
6184578,GROUPAMA,ΠΥΡΟΣ,NA,09/09/2022,09/03/2023,ΑΤΤΙΚΗ,72.09,52.21,14.61,659
19.218265599999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΝΧ8902,28/02/2022,28/02/2023,ΑΤΤΙΚΗ,489.36,338.7,70.94,2081
P0132025658,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΤΟ4012,23/02/2022,23/02/2023,ΑΤΤΙΚΗ,359.3,268.48,58.89,2425
70057725,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΙΤΟ4012,23/02/2022,23/02/2023,ΑΤΤΙΚΗ,36,26.08,6.52,2425
19015512644,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΥ8513,17/04/2022,17/05/2022,NA,23,15.29,3.37,2172
19015512644,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΥ8513,17/02/2022,17/03/2022,NA,23,15.29,3.37,2172
19015512644,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΥ8513,17/01/2022,17/02/2022,NA,25,16.49,3.63,2172
19015512644,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΥ8513,17/03/2022,17/04/2022,NA,23,15.29,3.37,2172
