"N_Policy","Company","Category","Type_policy","Char","Started","Expired","City","Gross","Net","Commissions","id"
"59226563","ехмийг аСЖАКИСТИЙч","аутойимгтым","аМАМщЫСГ","ибу2506","25/10/2018","25/01/2019",NA,65.37,46.55,10.71,1850
"59226563","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","ибу2506","25/07/2018","25/10/2018",NA,10.45,9.09,0.64,1850
"59226563","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","ибу2506","25/01/2018","25/04/2018",NA,10.45,9.09,0.64,1850
"1405109","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","бий7466","18/04/2018","18/04/2019","кибадеиа",231.5,157.3,28.08,1906
"31372217","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","ибе4873","31/12/2018","31/12/2019","лаяоуси",269.67,184.82,36.96,1844
"213897233","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уфу2340","15/03/2018","15/03/2019",NA,186,125.96,25.19,405
"11694474","GENERALI","фыгс","аМАМщЫСГ",NA,"30/12/2018","30/01/2019","ахгма",33.17,26.62,6.8,377
"11694474","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"30/07/2018","30/09/2018","ахгма",5.68,4.5,1.17,377
"11694474","GENERALI","фыгс","аМАМщЫСГ",NA,"30/09/2018","30/10/2018","ахгма",33.17,26.62,6.8,377
"11694474","GENERALI","фыгс","аМАМщЫСГ",NA,"30/11/2018","30/12/2018","ахгма",33.17,26.62,6.8,377
"11694474","GENERALI","фыгс","аМАМщЫСГ",NA,"30/10/2018","30/11/2018","ахгма",33.17,26.62,6.8,377
"11694474","GENERALI","фыгс","аМАМщЫСГ",NA,"30/08/2018","30/09/2018","ахгма",30.33,24.37,6.22,377
"11694474","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"30/07/2018","30/08/2018","ахгма",30.33,24.37,6.22,377
NA,"AIG","аутойимгтым","аМАМщЫСГ","иол3498","21/12/2018","21/12/2019","ахгма",212.67,158.55,31.71,1854
"6174727","GROUPAMA","пуяос","аМАМщЫСГ",NA,"25/07/2018","25/07/2019","ахгма",123.96,89.78,21.55,1854
"19.21287101","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","игу0402","08/03/2018","08/03/2019","ахгма",83.77,57.78,12.13,1854
"31235916","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","фйи9519","24/07/2018","24/01/2019","йаккихеа",69.77,47.77,9.55,1343
"31235916","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","фйи9519","24/01/2018","24/07/2018","йаккихеа",64.77,44.35,8.87,1343
"19013977080","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","еб7719","22/03/2018","22/03/2019","йаккихеа",61,41.03,8.21,1343
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/03/2018","18/04/2018","меа иымиа",48.78,39.14,7.82,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/01/2018","18/02/2018","меа иымиа",48.78,39.14,7.82,1019
"7119600185","INTERASCO","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"20/03/2018","20/04/2018","меа иымиа",34.33,25.74,5.92,1019
"7119600185","INTERASCO","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"20/11/2018","20/12/2018","меа иымиа",34.33,25.74,5.92,1019
"7119600185","INTERASCO","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"20/01/2018","20/02/2018","меа иымиа",68.66,51.48,11.84,1019
"19.21473376","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","оол924","01/11/2018","01/11/2019","меа иымиа",83.77,57.78,12.13,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/09/2018","18/10/2018","меа иымиа",48.78,39.14,7.82,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/02/2018","18/03/2018","меа иымиа",48.78,39.14,7.82,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/11/2018","18/12/2018","меа иымиа",48.78,39.14,7.82,1019
"11488540","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"18/03/2018","18/04/2018","меа иымиа",0.01,0.01,0,1019
"7119600185","INTERASCO","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"20/10/2018","20/11/2018","меа иымиа",34.33,25.74,5.92,1019
"7119600185","INTERASCO","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"20/08/2018","20/09/2018","меа иымиа",34.33,25.74,5.92,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/12/2018","18/01/2019","меа иымиа",48.78,39.14,7.82,1019
"7119600185","INTERASCO","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"20/12/2018","20/01/2019","меа иымиа",34.37,25.71,5.91,1019
"7119600185","INTERASCO","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"20/07/2018","20/08/2018","меа иымиа",34.33,25.74,5.92,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/07/2018","18/08/2018","меа иымиа",48.78,39.14,7.82,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/08/2018","18/09/2018","меа иымиа",48.78,39.14,7.82,1019
"7119600185","INTERASCO","фыгс","аМАМщЫСГ",NA,"20/01/2018","20/07/2018","меа иымиа",205.98,154.41,35.51,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/06/2018","18/07/2018","меа иымиа",48.78,39.14,7.82,1019
"7119600185","INTERASCO","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"20/04/2018","20/05/2018","меа иымиа",34.33,25.74,5.92,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/05/2018","18/06/2018","меа иымиа",48.78,39.14,7.82,1019
"11488540","GENERALI","фыгс","аМАМщЫСГ",NA,"18/04/2018","18/05/2018","меа иымиа",48.78,39.14,7.82,1019
"7119600185","INTERASCO","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"20/05/2018","20/06/2018","меа иымиа",34.33,25.74,5.92,1019
"7119600185","INTERASCO","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"20/06/2018","20/07/2018","меа иымиа",34.33,25.74,5.92,1019
"7119600185","INTERASCO","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"20/09/2018","20/10/2018","меа иымиа",34.33,25.74,5.92,1019
"19.21409231","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","оги299","30/07/2018","30/01/2019","йаисаяиамг",74.74,51.75,10.87,565
"19.21321046","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","гба0140","17/04/2018","17/10/2018","йаисаяиамг",70.85,48.84,10.26,565
"298102","DAS","молийгс пяостасиас","мщО сУЛБЭКАИО","ийт 5091","22/07/2018","22/07/2019","икиом",23,18.18,5.45,227
"7199804044","INTERASCO","аутойимгтым","аМАМщЫСГ","ияу4421","10/02/2018","10/02/2019",NA,270.31,177.47,35.49,392
"19.21379758","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","фтг0828","26/06/2018","26/09/2018","аваямым",24.91,17.19,3.61,52
"214273752","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ибу9221","11/12/2018","11/01/2019","аваямым",24,15.65,3.13,52
"3190135773","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","фйл599","22/03/2018","22/09/2018",NA,41.75,28.49,5.7,182
"19013861062","имтеясакомийа","аутойимгтым","аМАМщЫСГ","фва1107","23/12/2018","23/12/2019",NA,231,156.66,31.33,280
"7119600365","INTERASCO","фыгс","аМАМщЫСГ",NA,"02/06/2018","02/09/2018",NA,128.82,94.15,21.78,1700
"7119600365","INTERASCO","фыгс","аМАМщЫСГ",NA,"02/12/2018","02/03/2019",NA,128.88,94.16,21.79,1700
"7119600365","INTERASCO","фыгс","аМАМщЫСГ",NA,"02/09/2018","02/12/2018",NA,128.82,94.15,21.78,1700
"7119600365","INTERASCO","фыгс","аМАМщЫСГ",NA,"02/03/2018","02/06/2018",NA,128.82,94.15,21.78,1700
"213851584","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","игм9637","08/02/2018","08/02/2019",NA,195,131.96,26.39,1700
"19.21251389","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","тфм831","22/07/2018","22/01/2019","йаккихеа",46.46,32.04,6.73,994
"19.21251389","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","тфм831","22/01/2018","22/07/2018","йаккихеа",45.46,31.27,6.57,994
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/06/2018","14/07/2018","ахгмаиым",84.08,66.49,9.95,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/03/2018","14/04/2018","ахгмаиым",84.08,66.49,9.96,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/12/2018","14/01/2019","ахгмаиым",84.08,66.49,9.96,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/04/2018","14/05/2018","ахгмаиым",84.08,66.49,9.95,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/05/2018","14/06/2018","ахгмаиым",84.08,66.49,9.95,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/08/2018","14/09/2018","ахгмаиым",84.08,66.49,9.95,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/02/2018","14/03/2018","ахгмаиым",84.08,66.49,9.96,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/01/2018","14/02/2018","ахгмаиым",79.49,62.87,10.67,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/10/2018","14/11/2018","ахгмаиым",84.08,66.49,9.96,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/11/2018","14/12/2018","ахгмаиым",84.08,66.49,9.96,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/07/2018","14/08/2018","ахгмаиым",85.22,66.49,9.95,630
"19012677872","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ифе1349","05/03/2018","05/09/2018","ахгмаиым",159,107.55,21.51,630
"11500816","GENERALI","фыгс","аМАМщЫСГ",NA,"14/09/2018","14/10/2018","ахгмаиым",84.08,66.49,9.95,630
"19013825895","имтеясакомийа","аутойимгтым","аМАМщЫСГ","гйй3758","26/02/2018","26/05/2018","гкиоупокг",65,43.76,8.75,7
"7190088511","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","леб7091","24/01/2018","24/07/2018","ацяимиоу",119.97,82.08,15.14,389
"9000333924","ERGO A.A.E.Z","аутойимгтым","аМАМщЫСГ","ига395","24/03/2018","24/06/2018","пеияаиас",50,33.79,6.66,1743
"19.21383174","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","ига0395","28/06/2018","28/09/2018","пеияаиас",53.42,36.83,7.73,1743
"293644","DAS","молийгс пяостасиас","аМАМщЫСГ","фло 3132","10/05/2018","10/05/2019","ваидаяи",23,18.18,5.45,1830
"19013096186","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уйо5689","27/09/2018","27/03/2019",NA,119,80.36,16.07,635
"19013096186","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уйо5689","27/03/2018","27/09/2018",NA,127,85.77,17.15,635
"31344789","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","яма8037","17/06/2018","17/12/2018","йаккихеа",143.03,98.02,19.6,1840
"31344789","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","яма8037","17/12/2018","17/12/2019","йаккихеа",267.21,183.11,36.62,1840
"2174008592","еуяыпг аеца","пуяос","аМАМщЫСГ",NA,"02/09/2018","02/09/2019","лаяоуси",260.08,180.15,42.34,421
"19.21262344","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","лти309","05/02/2018","05/02/2019","паппадос",61,41.96,8.81,1689
"1394926","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","лти312","23/02/2018","23/08/2018","паппадос",64.5,41.77,8.35,1689
"1394926","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","лти312","23/08/2018","23/02/2019","паппадос",64.5,41.8,8.36,1689
"9990008969","удяоцеиос","аутойимгтым","мщО сУЛБЭКАИО","яил5872","24/05/2018","24/11/2018","паппадос",22,14.05,2.35,1689
"19013876718","имтеясакомийа","аутойимгтым","аМАМщЫСГ","маг5441","12/07/2018","12/01/2019",NA,106,71.87,14.37,1926
"213807778","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","маг5441","12/01/2018","12/07/2018",NA,106,71.87,14.37,1926
"214018968","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","веф0677","29/05/2018","29/11/2018",NA,76,51.85,10.37,1943
"1452567","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","уфм9702","18/12/2018","18/06/2019","паппадос",85,55.4,9.64,290
NA,"суметаияистийг","аутойимгтым","мщО сУЛБЭКАИО","луб3292","27/03/2018","27/06/2018","паппадос",39,26.14,5.23,290
NA,"суметаияистийг","аутойимгтым","аМАМщЫСГ","луб3292","27/06/2018","27/09/2018","паппадос",39,26.15,5.23,290
"19.21509527","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","луб3292","27/12/2018","27/01/2019","паппадос",21.61,14.9,3.13,290
NA,"суметаияистийг","аутойимгтым","аМАМщЫСГ","луб3292","27/09/2018","27/12/2018","паппадос",39,26.15,5.23,290
"31298915","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","иоо1840","23/04/2018","23/10/2018","бяикгссиа",110.62,75.81,15.16,1835
"31298915","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","иоо1840","23/10/2018","23/04/2019","бяикгссиа",115.66,79.3,15.86,1835
"3174017542","PRIME INSURANCE","пуяос","аМАМщЫСГ",NA,"12/10/2018","12/10/2019","лутикгмг",162.04,112.37,29.22,748
NA,"суметаияистийг","аутойимгтым","аМАМщЫСГ","уге3154","02/03/2018","02/09/2018","йеяатеа",110,76.14,15.23,402
NA,"суметаияистийг","аутойимгтым","мщО сУЛБЭКАИО","уге3154","03/09/2018","03/03/2019","йеяатеа",110,76.14,15.23,402
"30095887","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","уяу4215","17/07/2018","17/07/2019","аята",160.36,109.99,22,1729
"7190096124","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","йул6617","23/03/2018","23/03/2019","панои - цаиос йеяйуяас",112.25,76.28,15.26,1671
"2220002930","еуяыпг аеца","астийгс еухумгс","мщО сУЛБЭКАИО",NA,"01/05/2018","01/05/2019","мео ьувийо",100,72.47,13.04,1950
"19.21402761","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","лом168","20/07/2018","20/10/2018","паяоийиа",23.48,16.19,3.4,984
"19.21404154","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","лом0167","23/07/2018","23/10/2018","паяоийиа",23.48,16.19,3.4,984
"19.21392568","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","елг8728","09/07/2018","09/10/2018","паяоийиа",47.49,32.75,6.88,984
"19.21402832","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","елг8723","20/07/2018","20/10/2018","паяоийиа",47.49,32.75,6.88,984
"19.21452211","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","ефб0169","03/10/2018","03/01/2019","паяоийиа",23.48,16.19,3.4,984
"19.21399086","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","ефб0082","16/07/2018","16/01/2019","паяоийиа",43.67,30.12,6.33,984
"19.21372204","INTERLIFE асжакистийг","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","ефб0169","14/06/2018","14/09/2018","паяоийиа",10.25,7.09,1.49,984
"19.21393108","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","лом0169","10/07/2018","10/10/2018","паяоийиа",23.48,16.19,3.4,984
"19.21372204","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","ефб0169","14/06/2018","14/09/2018","паяоийиа",23.48,16.19,3.4,984
"19.2139748","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","уге5600","13/07/2018","13/01/2019","паяоийиа",29.02,20.04,4.21,984
