N_Policy,Company,Category,Char,Started,Expired,District,Gender,Gross,Net,Commissions,id
32381805,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΧΕΗ4870,03/05/2024,03/08/2024,ΑΤΤΙΚΗΣ,1,130.3,89.56,9.85,43
32381805,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΧΕΗ4870,03/02/2024,03/05/2024,ΑΤΤΙΚΗΣ,1,127.74,87.78,9.66,43
33456612,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΧΕΚ1325,04/02/2024,04/02/2025,ΑΤΤΙΚΗΣ,1,253.92,174.26,19.17,1458
711874,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΧΕΚ1325,04/02/2024,04/02/2025,ΑΤΤΙΚΗΣ,1,5,3.62,0.87,1458
32940747,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΕΜΝ7649,22/06/2024,22/12/2024,ΑΤΤΙΚΗΣ,1,133.12,91.34,10.05,919
815826,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΕΜΝ7649,22/06/2024,22/12/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,919
212320011,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΑΙΜ8019,01/01/2024,01/04/2024,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,6.75,4.88,0.78,1434
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΑΙΜ8019,01/04/2024,01/07/2024,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,30.73,26.5,3.31,1434
707105,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΑΙΜ8019,01/01/2024,01/04/2024,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,1,0.72,0.09,1434
19,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΟ,ΑΙΜ8019,01/01/2024,01/04/2024,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,32.8,22.51,5.49,1434
40285,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΑΙΜ8019,01/01/2024,01/04/2024,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,5,3.4,0.51,1434
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΑΙΜ8019,02/01/2024,03/04/2024,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,46.09,40,5,1434
19,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΟ,ΑΙΜ8019,01/04/2024,01/07/2024,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,36.14,24.83,6.05,1434
781404,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΑΙΜ8019,01/04/2024,01/07/2024,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,1,0.72,0.09,1434
70140114,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΑΙΜ8019,01/04/2024,01/07/2024,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,6.75,4.88,1.27,1434
489877,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΑΙΜ8019,01/04/2024,01/07/2024,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,5,3.4,0.51,1434
266046,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΑΙΜ8019,01/01/2024,01/04/2024,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,0.75,0.5,0.12,1434
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΑΙΙ167,03/06/2024,03/06/2025,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ,1,61.2,52.62,6.58,380
823929,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΑΙΙ167,03/06/2024,03/06/2025,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ,1,5,3.62,0.87,380
70193107,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΧΕΕ6654,25/05/2024,25/05/2025,ΑΤΤΙΚΗΣ,0,27,19.58,5.09,1380
831590,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΧΕΕ6654,25/05/2024,25/05/2025,ΑΤΤΙΚΗΣ,0,5.5,3.98,0.96,1380
NA,AIG,ΑΥΤΟΚΙΝΗΤΟ,ΧΕΕ6654,25/05/2024,25/11/2024,ΑΤΤΙΚΗΣ,0,90.46,66,15.18,1380
33996759,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΧΕΕ6654,25/05/2024,25/05/2025,ΑΤΤΙΚΗΣ,0,263.12,179.98000000000002,19.8,1380
32105919,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΤΒ7548,11/01/2024,11/01/2025,ΑΤΤΙΚΗΣ,2,242.4,166.58,18.32,659
686492,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΤΒ7548,11/01/2024,11/01/2025,ΑΤΤΙΚΗΣ,2,5,3.62,0.87,659
32838789,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΗΧ5171,05/03/2024,05/09/2024,ΑΤΤΙΚΗΣ,2,130.01,89.07,9.8,78
738177,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΗΧ5171,05/03/2024,05/09/2024,ΑΤΤΙΚΗΣ,2,2.5,1.81,0.43,78
NA,AIG,ΑΥΤΟΚΙΝΗΤΟ,ΙΗΧ3055,16/06/2024,16/12/2024,ΑΤΤΙΚΗΣ,NA,113.31,82.81,19.05,1709
847209,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΗΧ3055,16/06/2024,16/12/2024,ΑΤΤΙΚΗΣ,NA,2.75,1.99,0.48,1709
538370,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΙΗΧ3055,16/06/2024,16/12/2024,ΑΤΤΙΚΗΣ,NA,10,6.8,1.02,1709
302870,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΙΗΧ3055,16/06/2024,16/12/2024,ΑΤΤΙΚΗΣ,NA,1.5,1,0.24,1709
70215859,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΗΧ3055,16/06/2024,16/12/2024,ΑΤΤΙΚΗΣ,NA,13.63,9.83,2.56,1709
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΟΖΝ608,25/03/2024,25/09/2024,ΑΤΤΙΚΗΣ,1,46.34,40,15,1097
524757,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΙΒΑ4058,11/06/2024,11/06/2025,ΑΤΤΙΚΗΣ,2,20,13.59,2.04,536
61282446,GROUPAMA,ΑΥΤΟΚΙΝΗΤΟ,ΙΒΑ4058,11/06/2024,11/06/2025,ΑΤΤΙΚΗΣ,2,248.44,177.46,41.54,536
61282446,GROUPAMA,ΑΥΤΟΚΙΝΗΤΟ,ΙΒΑ4058,28/03/2024,11/06/2024,ΑΤΤΙΚΗΣ,2,9.11,6.5,1.63,536
828157,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΒΑ4058,11/06/2024,11/06/2025,ΑΤΤΙΚΗΣ,2,5,3.62,0.87,536
70213515,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΒΑ4058,11/06/2024,11/06/2025,ΑΤΤΙΚΗΣ,2,27,19.58,5.09,536
749063,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΝΕ1829,31/03/2024,30/09/2024,ΑΤΤΙΚΗΣ,2,2.49,1.81,0.43,297
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΥΝΕ1829,31/03/2024,30/09/2024,ΑΤΤΙΚΗΣ,2,73.63,63.45,7.93,297
70140323,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΝΕ1829,31/03/2024,30/09/2024,ΑΤΤΙΚΗΣ,2,13.63,9.83,2.56,297
465798,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΥΝΕ1829,31/03/2024,30/09/2024,ΑΤΤΙΚΗΣ,2,9.94,6.75,1.01,297
717176,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΒΚΙ7235,14/01/2024,14/07/2024,ΑΤΤΙΚΗΣ,2,2,1.45,0.19,1074
33848464,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΒΚΙ7235,14/01/2024,14/07/2024,ΑΤΤΙΚΗΣ,2,138.93,95.33,10.49,1074
70162146,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΖΧ6691,21/04/2024,21/10/2024,ΑΤΤΙΚΗΣ,0,13.63,9.83,1.57,1799
61530106,myZen by Groupama,ΑΥΤΟΚΙΝΗΤΟ,ΖΖΧ6691,21/04/2024,21/10/2024,ΑΤΤΙΚΗΣ,0,110.08,78.77,3.94,1799
805331,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΖΧ6691,21/04/2024,21/10/2024,ΑΤΤΙΚΗΣ,0,2,1.45,0.19,1799
61496461,myZen by Groupama,ΑΥΤΟΚΙΝΗΤΟ,ΝΕΤ1760,05/04/2024,05/10/2024,ΑΤΤΙΚΗΣ,2,91.26,65.23,3.26,168
70147449,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΝΕΤ1760,05/04/2024,05/10/2024,ΑΤΤΙΚΗΣ,2,13.63,9.83,2.56,168
762955,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΝΕΤ1760,05/04/2024,05/10/2024,ΑΤΤΙΚΗΣ,2,2.5,1.81,0.43,168
70144653,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΚΚ7568,04/04/2024,04/07/2024,ΑΤΤΙΚΗΣ,0,6.75,4.88,1.27,1484
1957411,ΑΤΛΑΝΤΙΚΗ ΕΝΩΣΗ,ΑΥΤΟΚΙΝΗΤΟ,ΙΚΚ7568,04/04/2024,04/07/2024,ΑΤΤΙΚΗΣ,0,48.5,30.56,3.97,1484
19,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΟ,ΑΙΚ4922,11/05/2024,11/05/2025,ΑΤΤΙΚΗΣ,1,220.68,151.8,36.78,514
298107,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΙΟΒ3790,19/06/2024,19/09/2024,ΑΤΤΙΚΗΣ,1,0.75,0.5,0.12,712
283874,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΙΟΒ3790,19/03/2024,19/06/2024,ΑΤΤΙΚΗΣ,1,0.75,0.5,0.12,712
1947609,ΑΤΛΑΝΤΙΚΗ ΕΝΩΣΗ,ΑΥΤΟΚΙΝΗΤΟ,ΙΟΒ3790,19/06/2024,19/09/2024,ΑΤΤΙΚΗΣ,1,45.5,28.56,3.71,712
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΙΟΒ3790,19/03/2024,18/06/2024,ΑΤΤΙΚΗΣ,1,49.67,43,5.38,712
70126734,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΟΒ3790,19/03/2024,19/06/2024,ΑΤΤΙΚΗΣ,1,6.75,4.88,1.27,712
826465,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΟΒ3790,19/06/2024,19/09/2024,ΑΤΤΙΚΗΣ,1,1.25,0.91,0.22,712
70215883,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΟΒ3790,19/06/2024,19/09/2024,ΑΤΤΙΚΗΣ,1,6.75,4.88,1.27,712
1947609,ΑΤΛΑΝΤΙΚΗ ΕΝΩΣΗ,ΑΥΤΟΚΙΝΗΤΟ,ΙΟΒ3790,19/03/2024,19/06/2024,ΑΤΤΙΚΗΣ,1,42.5,26.88,3.49,712
480490,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΙΟΒ3790,19/03/2024,19/06/2024,ΑΤΤΙΚΗΣ,1,5,3.4,0.51,712
768524,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΟΒ3790,19/03/2024,19/06/2024,ΑΤΤΙΚΗΣ,1,1,0.72,0.09,712
523295,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΙΟΒ3790,19/06/2024,19/09/2024,ΑΤΤΙΚΗΣ,1,5,3.4,0.51,712
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΒΥΖ162,28/06/2024,28/06/2025,ΑΤΤΙΚΗΣ,0,148.66,102.55,23.59,1831
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΟΥΟ949,13/02/2024,13/02/2025,ΑΤΤΙΚΗΣ,0,126.32,108.76,13.6,1831
692930,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΗΗ4594,29/01/2024,29/07/2024,ΑΤΤΙΚΗΣ,2,2.5,1.81,0.43,1378
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΗ4594,29/01/2024,29/07/2024,ΑΤΤΙΚΗΣ,2,151.46,130.26999999999998,16.29,1378
27633,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΥΗΗ4594,29/01/2024,29/07/2024,ΑΤΤΙΚΗΣ,2,10,6.8,1.02,1378
968103,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΗΗ4594,29/01/2024,29/07/2024,ΑΤΤΙΚΗΣ,2,12,8.34,2.17,1378
1697210,ΑΤΛΑΝΤΙΚΗ ΕΝΩΣΗ,ΑΥΤΟΚΙΝΗΤΟ,ΒΚΑ6220,06/03/2024,06/06/2024,ΚΕΡΑΤΕΑ,2,39.5,24.84,3.23,62
745481,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΒΚΑ6220,06/03/2024,06/06/2024,ΚΕΡΑΤΕΑ,2,1.25,0.91,0.22,62
70207050,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΒΚΑ6220,06/06/2024,06/09/2024,ΚΕΡΑΤΕΑ,2,6.75,4.88,1.27,62
1697210,ΑΤΛΑΝΤΙΚΗ ΕΝΩΣΗ,ΑΥΤΟΚΙΝΗΤΟ,ΒΚΑ6220,06/06/2024,06/09/2024,ΚΕΡΑΤΕΑ,2,42,26.39,3.43,62
70119242,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΒΚΑ6220,06/03/2024,06/06/2024,ΚΕΡΑΤΕΑ,2,6.75,4.88,1.27,62
828174,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΒΚΑ6220,06/06/2024,06/09/2024,ΚΕΡΑΤΕΑ,2,1.25,0.91,0.22,62
2079802893,ERGO A.A.E.Z.,ΑΥΤΟΚΙΝΗΤΟ,ΖΖΝ997,14/03/2024,14/09/2024,ΑΤΤΙΚΗΣ,1,43,29.22,7.31,332
732853,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΖΝ997,14/03/2024,14/09/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,332
70127324,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΖΝ997,14/03/2024,14/09/2024,ΑΤΤΙΚΗΣ,1,13.63,9.83,2.56,332
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΙΗΟ1475,11/01/2024,11/01/2025,ΑΤΤΙΚΗΣ,0,168.04,144.9,18.11,1769
714025,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΗΟ1475,11/01/2024,11/01/2025,ΑΤΤΙΚΗΣ,0,4,2.9,0.38,1769
44302,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΙΗΟ1475,11/01/2024,11/01/2025,ΑΤΤΙΚΗΣ,0,20,13.59,2.04,1769
33781409,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΕΗ8198,24/05/2024,24/11/2024,ΛΑΡΙΣΑΣ,1,84.97,58.18,6.4,505
783835,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΕΗ8198,24/05/2024,24/11/2024,ΛΑΡΙΣΑΣ,1,2.5,1.81,0.43,505
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΥΜΡ3748,23/03/2024,23/09/2024,ΑΤΤΙΚΗΣ,0,70.81,60.96,7.62,1802
70115112,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΜΡ3748,23/03/2024,23/09/2024,ΑΤΤΙΚΗΣ,0,13.63,9.83,2.56,1802
755830,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΜΡ3748,23/03/2024,23/09/2024,ΑΤΤΙΚΗΣ,0,2,1.45,0.19,1802
765651,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΟΤΜ718,21/04/2024,21/10/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,549
33539568,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΟΤΜ718,21/04/2024,21/10/2024,ΑΤΤΙΚΗΣ,1,58.28,39.81,4.38,549
70157394,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΟΤΜ718,21/04/2024,21/10/2024,ΑΤΤΙΚΗΣ,1,13.63,9.83,2.56,549
70169147,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΖΥ4747,10/05/2024,10/05/2025,ΑΤΤΙΚΗΣ,2,27,19.58,3.13,1194
807760,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΖΥ4747,10/05/2024,10/05/2025,ΑΤΤΙΚΗΣ,2,4,2.9,0.38,1194
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΥΖΥ4747,10/05/2024,10/05/2025,ΑΤΤΙΚΗΣ,2,107.42,92.49,11.56,1194
70122742,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΗΝ5424,29/03/2024,29/09/2024,ΑΤΤΙΚΗΣ,1,13.63,9.83,2.56,960
764672,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΗΝ5424,29/03/2024,29/09/2024,ΑΤΤΙΚΗΣ,1,2,1.45,0.19,960
33911573,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΗΝ5424,29/03/2024,29/09/2024,ΑΤΤΙΚΗΣ,1,121.18,82.96,9.13,960
783511,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΜΤ3134,07/05/2024,07/11/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,1553
33760751,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΜΤ3134,07/05/2024,07/11/2024,ΑΤΤΙΚΗΣ,1,88.68,60.61,6.67,1553
70173745,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΜΤ3134,07/05/2024,07/11/2024,ΑΤΤΙΚΗΣ,1,13.63,9.83,2.56,1553
737066,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΕΤ5604,18/03/2024,18/09/2024,ΑΤΤΙΚΗΣ,2,2.5,1.81,0.43,111
32421973,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΕΤ5604,18/03/2024,18/09/2024,ΑΤΤΙΚΗΣ,2,139.88,95.95,10.55,111
858873,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΡΙΙ7149,29/06/2024,29/06/2025,ΛΑΡΙΣΑΣ,2,5.5,3.98,0.96,362
70227245,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΡΙΙ7149,29/06/2024,29/06/2025,ΛΑΡΙΣΑΣ,2,27,19.58,5.09,362
305196,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΡΙΙ7149,29/06/2024,29/06/2025,ΛΑΡΙΣΑΣ,2,3,2.01,0.48,362
547779,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΡΙΙ7149,29/06/2024,29/06/2025,ΛΑΡΙΣΑΣ,2,20,13.59,2.04,362
NA,AIG,ΑΥΤΟΚΙΝΗΤΟ,ΡΙΙ7149,29/06/2024,29/06/2025,ΛΑΡΙΣΑΣ,2,88.86,64.93,14.93,362
19,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΟ,ΡΙΙ7149,29/06/2024,29/06/2025,ΛΑΡΙΣΑΣ,2,132.93,91.29,21.91,362
33547245,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΗ9670,01/05/2024,01/11/2024,ΑΤΤΙΚΗΣ,1,97.74,66.81,7.35,1498
784116,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΚΗ9670,01/05/2024,01/11/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,1498
70171697,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΚΗ9670,01/05/2024,01/11/2024,ΑΤΤΙΚΗΣ,1,13.63,9.83,1.57,1498
714557,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΒΚΡ7546,12/01/2024,12/01/2025,ΑΤΤΙΚΗΣ,0,4,2.9,0.38,1720
33857808,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΒΚΡ7546,12/01/2024,12/01/2025,ΑΤΤΙΚΗΣ,0,314.1,215.68,23.72,1720
70162422,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΕΥ2047,22/04/2024,22/10/2024,ΑΤΤΙΚΗΣ,1,13.63,9.83,1.57,953
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΥΕΥ2047,22/04/2024,22/10/2024,ΑΤΤΙΚΗΣ,1,66.64,57.44,7.18,953
19,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΙ1705,02/06/2024,02/06/2025,ΑΤΤΙΚΗΣ,1,215.55,148.23,35.58,634
8170011656,ΕΥΡΩΠΗ ΑΕΓΑ,ΠΥΡΟΣ,ΔΡΟΣΟΠΟΥΛΟΥ 4 ΑΘΗΝΑ,11/03/2024,11/03/2025,ΑΘΗΝΑ,1,95.24,63.43,13.32,129
2079845855,ERGO A.A.E.Z.,ΑΥΤΟΚΙΝΗΤΟ,ΙΡΗ182,28/03/2024,28/09/2024,ΑΤΤΙΚΗΣ,1,48,33.18,8.3,129
70137797,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΡΗ182,28/03/2024,28/09/2024,ΑΤΤΙΚΗΣ,1,13.63,9.83,2.56,129
732860,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΡΗ182,28/03/2024,28/09/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,129
738637,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΗΖ5421,25/03/2024,25/09/2024,ΑΘΗΝΑ,1,2.5,1.81,0.43,129
70133986,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΗΖ5421,25/03/2024,25/09/2024,ΑΘΗΝΑ,1,13.63,9.83,2.56,129
33268804,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΖ5421,25/03/2024,25/09/2024,ΑΘΗΝΑ,1,103.87,71.14,7.83,129
70140092,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΕΒ2051,28/03/2024,28/09/2024,ΑΤΤΙΚΗΣ,0,13.63,9.83,2.56,1734
33932458,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΕΒ2051,28/03/2024,28/09/2024,ΑΤΤΙΚΗΣ,0,98.37,67.36,7.41,1734
781429,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΕΒ2051,28/03/2024,28/09/2024,ΑΤΤΙΚΗΣ,0,2,1.45,0.19,1734
766020,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΡΒ8675,18/04/2024,18/04/2025,ΑΤΤΙΚΗΣ,2,5,3.62,0.87,1185
33097702,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΡΒ8675,18/04/2024,18/04/2025,ΑΤΤΙΚΗΣ,2,262.11,179.76,19.77,1185
33684922,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΜΜ3959,29/02/2024,29/08/2024,ΑΤΤΙΚΗΣ,1,87.04,59.41,6.54,1535
70109051,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΜΜ3959,29/02/2024,29/08/2024,ΑΤΤΙΚΗΣ,1,13.63,9.83,2.56,1535
712193,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΜΜ3959,29/02/2024,29/08/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,1535
