N_Policy,Company,Category,Char,Started,Expired,District,Gender,Gross,Net,Commissions,id
70168379,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΗΖ4866,27/04/2024,27/07/2024,ΑΛΙΜΟΣ,2,6.75,4.88,0.78,464
966839,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΗΖ4866,27/01/2024,27/04/2024,ΑΛΙΜΟΣ,2,6,4.18,1.09,464
33215587,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΖ4866,27/04/2024,27/07/2024,ΑΛΙΜΟΣ,2,59.73,40.86,4.49,464
33215587,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΖ4866,27/01/2024,27/04/2024,ΑΛΙΜΟΣ,2,56.91,38.91,4.28,464
761402,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΗΖ4866,27/04/2024,27/07/2024,ΑΛΙΜΟΣ,2,1.25,0.91,0.22,464
688005,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΗΖ4866,27/01/2024,27/04/2024,ΑΛΙΜΟΣ,2,1.25,0.91,0.22,464
968218,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΡΙΚ6470,10/01/2024,10/07/2024,ΛΑΡΙΣΑΣ,1,12,8.34,2.17,932
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΡΙΚ6470,10/01/2024,10/07/2024,ΛΑΡΙΣΑΣ,1,98.64,85.52000000000001,10.7,932
525589,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΖΖΚ7207,20/05/2024,20/11/2024,ΒΟΙΩΤΙΑΣ,1,10,6.8,1.02,1207
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΖΖΚ7207,20/05/2024,20/11/2024,ΒΟΙΩΤΙΑΣ,1,50.44,43.46,5.43,1207
70191978,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΖΚ7207,20/05/2024,20/11/2024,ΒΟΙΩΤΙΑΣ,1,13.63,9.83,2.56,1207
829180,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΖΚ7207,20/05/2024,20/11/2024,ΒΟΙΩΤΙΑΣ,1,2.75,1.99,0.48,1207
NA,AIG,ΑΥΤΟΚΙΝΗΤΟ,ΖΖΚ7207,20/05/2024,20/11/2024,ΒΟΙΩΤΙΑΣ,1,63.75,46.54,10.7,1207
753491,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΖΚ7211,28/02/2024,28/02/2025,ΛΑΡΙΣΑΣ,1,4.02,2.92,0.38,1152
469658,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΖΖΚ7211,28/02/2024,28/02/2025,ΛΑΡΙΣΑΣ,1,20.11,13.66,2.05,1152
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΡΙΝ0581,06/02/2024,06/08/2024,ΛΑΡΙΣΑ,1,41.94,36.05,9.01,1152
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΖΖΚ7211,28/02/2024,28/02/2025,ΛΑΡΙΣΑΣ,1,75.1,64.71,8.09,1152
70108879,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΖΚ7211,28/02/2024,28/02/2025,ΛΑΡΙΣΑΣ,1,27,19.58,5.09,1152
839670,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΧΕΤ5368,08/06/2024,08/06/2025,ΑΤΤΙΚΗΣ,0,5.5,3.98,0.96,416
34007860,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΧΕΤ5368,08/06/2024,08/06/2025,ΑΤΤΙΚΗΣ,0,386.51,265.98,29.26,416
70126973,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΤΥ5686,13/03/2024,13/03/2025,ΑΤΤΙΚΗΣ,1,27,19.58,5.09,457
769147,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΤΥ5686,13/03/2024,13/03/2025,ΑΤΤΙΚΗΣ,1,4,2.9,0.38,457
33917707,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΤΥ5686,13/03/2024,13/03/2025,ΑΤΤΙΚΗΣ,1,237.91,163.06,17.94,457
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΙΡΧ1135,15/05/2024,15/11/2024,ΑΤΤΙΚΗΣ,2,90.21,77.6,9.7,1811
820003,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΡΧ1135,15/05/2024,15/11/2024,ΑΤΤΙΚΗΣ,2,2.75,1.99,0.48,1811
70184929,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΡΧ1135,15/05/2024,15/11/2024,ΑΤΤΙΚΗΣ,2,13.63,9.83,2.56,1811
500066,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΥΜΡ5232,08/05/2024,08/11/2024,ΑΤΤΙΚΗΣ,1,10,6.8,1.02,167
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΥΜΡ5232,08/05/2024,08/11/2024,ΑΤΤΙΚΗΣ,1,76.7,65.95,8.24,167
796111,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΜΡ5232,08/05/2024,08/11/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,167
70171221,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΜΡ5232,08/05/2024,08/11/2024,ΑΤΤΙΚΗΣ,1,13.63,9.83,1.57,167
33718004,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΑΧΤ2788,04/04/2024,04/10/2024,ΑΧΑΙΑΣ,1,96.88,66.3,7.29,1542
70136701,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΑΧΤ2788,04/04/2024,04/10/2024,ΑΧΑΙΑΣ,1,13.63,9.83,2.56,1542
760802,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΑΧΤ2788,04/04/2024,04/10/2024,ΑΧΑΙΑΣ,1,2.5,1.81,0.43,1542
212416956,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΗΕ8714,07/02/2024,07/08/2024,ΑΤΤΙΚΗΣ,1,13.63,9.83,1.57,193
33655412,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΕ8714,07/02/2024,07/08/2024,ΑΤΤΙΚΗΣ,1,108.12,73.89,8.13,193
712487,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΗΕ8714,07/02/2024,07/08/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,193
70219792,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΗΑ7451,27/06/2024,27/12/2024,ΑΤΤΙΚΗΣ,0,13.63,9.83,2.56,1764
853617,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΗΑ7451,27/06/2024,27/12/2024,ΑΤΤΙΚΗΣ,0,2.75,1.99,0.48,1764
34028838,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΗΑ7451,27/06/2024,27/12/2024,ΑΤΤΙΚΗΣ,0,114.42,78.29,8.61,1764
70127318,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΚΑ7505,15/03/2024,15/09/2024,ΑΤΤΙΚΗΣ,1,13.63,9.83,2.56,599
747425,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΚΑ7505,15/03/2024,15/09/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,599
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΑ7505,15/03/2024,15/09/2024,ΑΤΤΙΚΗΣ,1,80.67,69.49,8.69,599
70216351,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΕΕ9126,15/06/2024,15/09/2024,ΑΤΤΙΚΗΣ,0,6.75,4.88,1.27,1710
65028375,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΟ,ΙΕΕ9126,15/06/2024,15/09/2024,ΑΤΤΙΚΗΣ,0,52.65,37.59,9.4,1710
538730,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΙΕΕ9126,15/06/2024,15/09/2024,ΑΤΤΙΚΗΣ,0,5,3.4,0.51,1710
847661,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΕΕ9126,15/06/2024,15/09/2024,ΑΤΤΙΚΗΣ,0,1.38,1,0.24,1710
302965,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΙΕΕ9126,15/06/2024,15/09/2024,ΑΤΤΙΚΗΣ,0,0.75,0.5,0.12,1710
734086,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΚΟ2458,09/02/2024,09/02/2025,ΑΤΤΙΚΗΣ,1,4,2.9,0.38,1139
61517827,myZen by Groupama,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΟ2458,09/02/2024,09/02/2025,ΑΤΤΙΚΗΣ,1,201.2,144.01,7.2,1139
212440626,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΚΟ2458,09/02/2024,09/02/2025,ΑΤΤΙΚΗΣ,1,27,19.58,5.09,1139
32769474,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΡΥ8990,11/01/2024,11/07/2024,ΑΤΤΙΚΗΣ,1,139.58,95.73,10.53,798
686269,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΡΥ8990,11/01/2024,11/07/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,798
714553,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΡΥ1718,12/01/2024,12/01/2025,ΑΧΑΙΑΣ,0,4,2.9,0.38,1721
33857900,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΡΥ1718,12/01/2024,12/01/2025,ΑΧΑΙΑΣ,0,218.74,150.17,16.52,1721
731580,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΡΡ34,13/02/2024,13/02/2025,ΑΤΤΙΚΗΣ,1,4,2.9,0.38,1336
70127914,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΚΝ4341,19/03/2024,19/09/2024,ΑΤΤΙΚΗΣ,0,13.63,9.83,2.56,1336
34024503,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΖΜ9941,19/06/2024,19/06/2025,ΑΤΤΙΚΗΣ,1,137.04,93.57,10.29,1336
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΙΖΜ9941,19/06/2024,19/06/2025,ΑΤΤΙΚΗΣ,1,144.21,124,15.5,1336
770910,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΚΝ4341,19/03/2024,19/09/2024,ΑΤΤΙΚΗΣ,0,2,1.45,0.19,1336
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΝ4341,19/03/2024,19/09/2024,ΑΤΤΙΚΗΣ,0,97.55,84,10.5,1336
70215929,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΖΜ9941,19/06/2024,19/06/2025,ΑΤΤΙΚΗΣ,1,27,19.58,5.09,1336
33918074,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΝ4341,19/03/2024,19/09/2024,ΑΤΤΙΚΗΣ,0,79.53,54.28,5.97,1336
847218,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΖΜ9941,19/06/2024,19/06/2025,ΑΤΤΙΚΗΣ,1,5.5,3.98,0.96,1336
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΙΡΡ34,13/02/2024,13/02/2025,ΑΤΤΙΚΗΣ,1,128.48,110.79,13.85,1336
782640,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΡΡ6092,20/05/2024,20/11/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,771
32712419,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΡΡ6092,20/05/2024,20/11/2024,ΑΤΤΙΚΗΣ,1,135.41,92.98,10.23,771
37342,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΑΙΑ8252,27/01/2024,27/01/2025,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ,1,20,13.59,2.04,1392
19,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΟ,ΑΙΑ8252,27/01/2024,27/01/2025,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ,1,118.12,81.07,19.8,1392
970175,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΑΙΑ8252,27/01/2024,27/01/2025,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ,1,24,16.7,4.34,1392
703739,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΑΙΑ8252,27/01/2024,27/01/2025,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ,1,5,3.62,0.87,1392
264776,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΑΙΑ8252,27/01/2024,27/01/2025,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ,1,3,2.01,0.48,1392
858588,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΚΗ7836,25/06/2024,25/06/2025,ΑΤΤΙΚΗΣ,1,5.5,3.98,0.96,544
70226454,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΚΗ7836,25/06/2024,25/06/2025,ΑΤΤΙΚΗΣ,1,27,19.58,5.09,544
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΗ7836,25/06/2024,25/06/2025,ΑΤΤΙΚΗΣ,1,121.68,104.65,13.08,544
33434467,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΖΕ4738,21/01/2024,21/07/2024,ΑΤΤΙΚΗΣ,1,108.91,74.52,8.2,1453
686507,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΖΕ4738,21/01/2024,21/07/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,1453
966619,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΖΕ4738,21/01/2024,21/07/2024,ΑΤΤΙΚΗΣ,1,12,8.34,2.17,1453
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΗΑΗ3658,16/03/2024,16/09/2024,ΗΛΕΙΑΣ,0,75.82,65.31,8.16,1832
33044829,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΕΕ6265,07/03/2024,07/03/2025,ΑΤΤΙΚΗΣ,1,216.84,148.78,16.37,1436
738794,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΕΕ6265,07/03/2024,07/03/2025,ΑΤΤΙΚΗΣ,1,5,3.62,0.87,1436
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΝΚΧ0795,18/05/2024,18/05/2025,ΦΛΩΡΙΝΑΣ,1,39.69,34,25.5,1199
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΑΤΕ8900,09/06/2024,08/06/2025,ΑΡΤΑΣ,1,93.1,80.25,10.03,1070
70209930,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΑΤΕ8900,09/06/2024,08/06/2025,ΑΡΤΑΣ,1,26.98,19.57,5.09,1070
520569,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΑΤΕ8900,09/06/2024,08/06/2025,ΑΡΤΑΣ,1,19.94,13.55,2.03,1070
70130010,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΕΤ3718,23/03/2024,23/09/2024,ΑΤΤΙΚΗΣ,1,13.63,9.83,2.56,1278
33273364,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΕΤ3718,23/03/2024,23/09/2024,ΑΤΤΙΚΗΣ,1,78.95,53.98,5.94,1278
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΜΟΥ8333,24/05/2024,24/05/2025,ΑΤΤΙΚΗΣ,1,126.1,108.61,13.58,1427
822185,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΜΟΥ8333,24/05/2024,24/05/2025,ΑΤΤΙΚΗΣ,1,5.5,3.98,0.96,1427
NA,AIG,ΑΥΤΟΚΙΝΗΤΟ,ΜΟΥ8333,24/05/2024,24/11/2024,ΑΤΤΙΚΗΣ,1,107.96,78.75,18.11,1427
520081,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΜΟΥ8333,24/05/2024,24/05/2025,ΑΤΤΙΚΗΣ,1,20,13.59,2.04,1427
70186651,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΜΟΥ8333,24/05/2024,24/05/2025,ΑΤΤΙΚΗΣ,1,27,19.58,5.09,1427
717275,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΧΕΒ4668,02/02/2024,02/02/2025,ΑΤΤΙΚΗΣ,1,4,2.9,0.38,63
47240,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΧΕΒ4668,02/02/2024,02/02/2025,ΑΤΤΙΚΗΣ,1,20,13.59,2.04,63
NA,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΧΕΒ4668,02/02/2024,02/02/2025,ΑΤΤΙΚΗΣ,1,194.88,168.12,21.02,63
33428656,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΗΧ5043,21/01/2024,21/01/2025,ΑΤΤΙΚΗΣ,1,193.9,132.74,14.6,175
687597,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΗΧ5043,21/01/2024,21/01/2025,ΑΤΤΙΚΗΣ,1,5,3.62,0.87,175
966777,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΗΧ5043,21/01/2024,21/01/2025,ΑΤΤΙΚΗΣ,1,24,16.7,4.34,175
686786,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΟΡ3749,17/01/2024,17/01/2025,ΑΤΤΙΚΗΣ,1,5,3.62,0.87,1123
33003289,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΟΡ3749,17/01/2024,17/01/2025,ΑΤΤΙΚΗΣ,1,238.71,163.82,18.02,1123
810980,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΒΙΖ9791,13/05/2024,13/05/2025,ΑΤΤΙΚΗΣ,1,5.5,3.98,0.96,521
61531858,myZen by Groupama,ΑΥΤΟΚΙΝΗΤΟ,ΒΙΖ9791,13/05/2024,13/05/2025,ΑΤΤΙΚΗΣ,1,225.13,161.16,8.06,521
70179995,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΒΙΖ9791,13/05/2024,13/05/2025,ΑΤΤΙΚΗΣ,1,27,19.58,5.09,521
19,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΟ,ΒΙΖ9791,13/05/2024,13/05/2025,ΑΤΤΙΚΗΣ,1,218.45,150.38,36.44,521
70157390,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΤΗ4271,03/05/2024,03/05/2025,ΤΡΙΚΑΛΩΝ,1,27,19.58,5.09,700
783331,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΤΗ4271,03/05/2024,03/05/2025,ΤΡΙΚΑΛΩΝ,1,5,3.62,0.87,700
33111525,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΤΗ4271,03/05/2024,03/05/2025,ΤΡΙΚΑΛΩΝ,1,118.54,81.09,8.92,700
761651,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΜΗ8241,28/04/2024,28/10/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,1038
33737270,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΜΗ8241,28/04/2024,28/10/2024,ΑΤΤΙΚΗΣ,1,90.92,62.14,6.84,1038
70157493,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΜΗ8241,28/04/2024,28/10/2024,ΑΤΤΙΚΗΣ,1,13.63,9.83,2.56,1038
