N_Policy,Company,Category,Char,Started,Expired,District,Gender,Gross,Net,Commissions,id
415266,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΧΜ1638,17/12/2022,17/12/2023,ΑΤΤΙΚΗΣ,0,4,2.9,0.38,1158
888057,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΧΜ1638,17/12/2022,17/12/2023,ΑΤΤΙΚΗΣ,0,20,13.91,0.63,1158
234469,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΑΧΜ1013,01/01/2022,01/01/2023,ΑΧΑΙΑΣ,1,5,3.62,0.8,661
538943,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΑΧΜ1013,01/01/2022,01/01/2023,ΑΧΑΙΑΣ,1,20,13.91,0.63,661
32571730,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΑΧΜ1013,01/01/2022,01/01/2023,ΑΧΑΙΑΣ,1,116.86,79.96,8,661
122897,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΑΧΜ1013,01/01/2022,01/01/2023,ΑΧΑΙΑΣ,1,3,2.01,0.44,661
255856,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΖΒ9947,14/03/2022,14/09/2022,ΚΑΒΑΛΑΣ,1,2.5,1.81,0.4,487
32848047,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΖΒ9947,14/03/2022,14/09/2022,ΚΑΒΑΛΑΣ,1,68.81,47.05,4.71,487
589190,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΖΒ9947,14/03/2022,14/09/2022,ΚΑΒΑΛΑΣ,1,10,6.96,0.31,487
250866,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΑΗΖ4355,01/02/2022,01/02/2023,ΞΑΝΘΗΣ,1,4,2.9,0.32,1131
579652,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΑΗΖ4355,01/02/2022,01/02/2023,ΞΑΝΘΗΣ,1,20,13.91,0.63,1131
33003850,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΑΗΖ4355,01/02/2022,01/02/2023,ΞΑΝΘΗΣ,1,110.73,75.78,7.58,1131
32986158,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΤ1942,03/01/2022,03/01/2023,ΑΤΤΙΚΗΣ,1,227.62,156.26,15.63,1112
245581,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΗΤ1942,03/01/2022,03/01/2023,ΑΤΤΙΚΗΣ,1,5,3.62,0.8,1112
238315,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΥΡΟ8522,09/11/2022,09/11/2023,ΑΤΤΙΚΗΣ,1,18,12.23,1.83,636
829365,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΡΟ8522,09/11/2022,09/11/2023,ΑΤΤΙΚΗΣ,1,20,14,0.63,636
61325360,GROUPAMA,ΑΥΤΟΚΙΝΗΤΟ,ΥΡΟ8522,09/11/2022,09/11/2023,ΑΤΤΙΚΗΣ,1,165.49,118.32,26.79,636
361925,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΗΖ4866,27/10/2022,27/01/2023,ΑΤΤΙΚΗΣ,2,1.25,0.91,0.22,464
794267,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΗΖ4866,27/10/2022,27/01/2023,ΑΤΤΙΚΗΣ,2,5,3.48,0.16,464
33215587,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΖ4866,27/10/2022,27/01/2023,ΑΤΤΙΚΗΣ,2,55.63,38.04,4.18,464
M20220733119-1,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΡΙΚ6470,07/07/2022,07/01/2023,ΛΑΡΙΣΑΣ,1,46.55,40.1,5.01,932
733393,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΡΙΚ6470,07/07/2022,07/01/2023,ΛΑΡΙΣΑΣ,1,10,6.96,0.31,932
688235,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΖΚ7207,20/05/2022,20/11/2022,ΒΟΙΩΤΙΑΣ,1,10,6.96,0.31,1207
304922,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΖΚ7207,20/05/2022,20/11/2022,ΒΟΙΩΤΙΑΣ,1,2,1.45,0.19,1207
33117965,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΖΚ7207,20/05/2022,20/11/2022,ΒΟΙΩΤΙΑΣ,1,78.04,53.35,5.87,1207
399941,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΑΙΡ3460,03/12/2022,03/12/2023,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ,1,5,3.62,0.87,912
32940680,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΑΙΡ3460,03/12/2022,03/12/2023,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ,1,177.24,121.71,13.39,912
33038978,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΖΚ7211,28/02/2022,28/02/2023,ΛΑΡΙΣΑΣ,1,102.85,70.42,7.04,1152
261928,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΖΚ7211,28/02/2022,28/02/2023,ΛΑΡΙΣΑΣ,1,4,2.9,0.32,1152
606703,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΖΚ7211,28/02/2022,28/02/2023,ΛΑΡΙΣΑΣ,1,20,13.91,0.63,1152
344667,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΒΝ6229,11/09/2022,11/09/2023,ΑΤΤΙΚΗΣ,1,5,3.62,0.87,872
32846128,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΒΝ6229,11/09/2022,11/09/2023,ΑΤΤΙΚΗΣ,1,208.51,143.18,15.75,872
33174026,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΜΑ8438,23/06/2022,23/06/2023,ΑΤΤΙΚΗΣ,1,151.98,103.92,11.43,1229
321733,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΜΑ8438,23/06/2022,23/06/2023,ΑΤΤΙΚΗΣ,1,4,2.9,0.38,1229
719138,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΜΑ8438,23/06/2022,23/06/2023,ΑΤΤΙΚΗΣ,1,20,13.91,0.63,1229
61415479,GROUPAMA,ΑΥΤΟΚΙΝΗΤΟ,ΥΤΥ5686,13/12/2022,13/03/2023,ΑΤΤΙΚΗΣ,1,62.48,44.56,10.41,457
264480,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΥΤΥ5686,13/12/2022,13/03/2023,ΑΤΤΙΚΗΣ,1,4.5,3.05,0.46,457
883939,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΤΥ5686,13/12/2022,13/03/2023,ΑΤΤΙΚΗΣ,1,5,3.48,0.16,457
32894195,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΜΡ5232,06/05/2022,06/11/2022,ΑΤΤΙΚΗΣ,1,96.59,66.01,7.26,167
276650,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΜΡ5232,06/05/2022,06/11/2022,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,167
634746,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΜΡ5232,06/05/2022,06/11/2022,ΑΤΤΙΚΗΣ,1,10,6.96,0.31,167
893364,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΥΥ9022,27/12/2022,27/12/2023,ΑΤΤΙΚΗΣ,1,20,13.91,0.63,218
428254,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΥΥ9022,27/12/2022,27/12/2023,ΑΤΤΙΚΗΣ,1,4,2.9,0.38,218
33394047,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΥΥ9022,27/12/2022,27/12/2023,ΑΤΤΙΚΗΣ,1,217.37,148.92,16.38,218
277867,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΥΚ7739,17/05/2022,17/08/2022,ΑΤΤΙΚΗΣ,1,1.25,0.91,0.22,244
32918400,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΥΚ7739,17/02/2022,17/05/2022,ΑΤΤΙΚΗΣ,1,52.34,35.78,3.58,244
371686,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΥΚ7739,17/11/2022,17/02/2023,ΑΤΤΙΚΗΣ,1,1.25,0.91,0.22,244
736206,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΥΚ7739,17/08/2022,17/11/2022,ΑΤΤΙΚΗΣ,1,5,3.48,0.16,244
559067,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΥΚ7739,17/02/2022,17/05/2022,ΑΤΤΙΚΗΣ,1,5,3.48,0.16,244
32918400,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΥΚ7739,17/05/2022,17/08/2022,ΑΤΤΙΚΗΣ,1,52,35.56,3.91,244
32918400,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΥΚ7739,17/08/2022,17/11/2022,ΑΤΤΙΚΗΣ,1,52,35.56,3.91,244
636329,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΥΚ7739,17/05/2022,17/08/2022,ΑΤΤΙΚΗΣ,1,5,3.48,0.16,244
814012,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΥΚ7739,17/11/2022,17/02/2023,ΑΤΤΙΚΗΣ,1,5,3.48,0.16,244
32918400,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΥΚ7739,17/11/2022,17/02/2023,ΑΤΤΙΚΗΣ,1,53.33,36.47,4.01,244
242288,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΥΚ7739,17/02/2022,17/05/2022,ΑΤΤΙΚΗΣ,1,1.25,0.91,0.41,244
330582,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΥΚ7739,17/08/2022,17/11/2022,ΑΤΤΙΚΗΣ,1,1.25,0.91,0.22,244
231435,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΖΜΧ9746,29/09/2022,29/09/2023,ΗΛΕΙΑΣ,0,18,12.23,1.83,1071
370383,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΜΧ9746,29/09/2022,29/09/2023,ΗΛΕΙΑΣ,0,4,2.9,0.38,1071
P0132122519,AIG,ΑΥΤΟΚΙΝΗΤΟ,ΖΜΧ9746,29/09/2022,29/09/2023,ΗΛΕΙΑΣ,0,90.74,67.44,15.51,1071
811011,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΜΧ9746,29/09/2022,29/09/2023,ΗΛΕΙΑΣ,0,20,13.91,0.63,1071
172119,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΖΜΧ9746,29/09/2022,29/09/2023,ΗΛΕΙΑΣ,0,3,2.01,0.48,1071
327968,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΧΤ5246,05/08/2022,05/02/2023,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,36
32800682,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΧΤ5246,05/08/2022,05/02/2023,ΑΤΤΙΚΗΣ,1,105.41,72.05,7.93,36
32800682,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΧΤ5246,05/02/2022,05/08/2022,ΑΤΤΙΚΗΣ,1,106.71,72.95,7.3,36
733831,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΧΤ5246,05/08/2022,05/02/2023,ΑΤΤΙΚΗΣ,1,10,6.96,0.31,36
419264623,UNIQUE,ΑΥΤΟΚΙΝΗΤΟ,ΕΜΗ8723,26/11/2022,26/11/2023,ΚΥΚΛΑΔΩΝ,1,87.52,70.66,4.95,615
AIE0055816,Accredited Insurance (Europe) Limited,ΑΥΤΟΚΙΝΗΤΟ,ΕΜΗ8713,15/01/2022,15/01/2023,ΚΥΚΛΑΔΩΝ,1,90.3,61.1,9.78,615
419224531,UNIQUE,ΑΥΤΟΚΙΝΗΤΟ,ΕΜΗ8713,15/01/2022,15/01/2023,ΚΥΚΛΑΔΩΝ,1,80.12,67.57,4.05,615
5136895,Eurolife FFH,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΕ8714,07/02/2022,07/08/2022,ΑΤΤΙΚΗΣ,1,108.2,74.08,16.3,193
194825,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΥΗΕ8714,07/08/2022,07/02/2023,ΑΤΤΙΚΗΣ,1,10,6.8,1.02,193
5136895,Eurolife FFH,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΕ8714,07/08/2022,07/02/2023,ΑΤΤΙΚΗΣ,1,110.02,75.32,18.08,193
325135,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΗΕ8714,07/08/2022,07/02/2023,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,193
158424,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΥΗΕ8714,07/08/2022,07/02/2023,ΑΤΤΙΚΗΣ,1,1.5,1,0.24,193
127849,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΥΗΕ8714,07/02/2022,07/08/2022,ΑΤΤΙΚΗΣ,1,1.5,1,0.22,193
124740,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΥΗΕ8714,07/02/2022,07/08/2022,ΑΤΤΙΚΗΣ,1,10,6.8,0.88,193
245166,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΗΕ8714,07/02/2022,07/08/2022,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.4,193
625034,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΖΡ8885,15/04/2022,15/04/2023,ΚΟΡΙΝΘΙΑΣ,1,20,13.91,0.63,740
140126,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΥΖΡ8885,15/04/2022,15/04/2023,ΚΟΡΙΝΘΙΑΣ,1,3,2.01,0.48,740
271909,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΖΡ8885,15/04/2022,15/04/2023,ΚΟΡΙΝΘΙΑΣ,1,5,3.62,0.87,740
32672581,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΖΡ8885,15/04/2022,15/04/2023,ΚΟΡΙΝΘΙΑΣ,1,130.33,89.19,8.92,740
33050459,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΑ7505,14/09/2022,14/03/2023,ΑΤΤΙΚΗΣ,1,74.25,50.68,5.57,599
786327,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΚΑ7505,14/09/2022,14/03/2023,ΑΤΤΙΚΗΣ,1,10,6.96,0.31,599
33022696,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΟ2458,09/02/2022,09/02/2023,ΑΤΤΙΚΗΣ,1,221.58,152.09,15.21,1139
257221,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΚΟ2458,09/02/2022,09/02/2023,ΑΤΤΙΚΗΣ,1,5,3.62,0.8,1139
33321133,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΧΕΜ1500,01/11/2022,01/12/2022,ΑΤΤΙΚΗΣ,0,21.58,14.72,1.62,779
33352704,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΧΕΜ1500,01/12/2022,31/12/2022,ΑΤΤΙΚΗΣ,0,21.58,14.72,1.62,779
33215298,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΧΕΜ1500,01/08/2022,31/08/2022,ΑΤΤΙΚΗΣ,0,21.16,14.44,1.59,779
32401886,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΚΝ1811,24/08/2022,24/08/2023,ΑΤΤΙΚΗΣ,1,323.21,221.49,24.36,69
329458,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΚΝ1811,24/08/2022,24/08/2023,ΑΤΤΙΚΗΣ,1,5,3.62,0.87,69
232194,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΡΥ8990,11/01/2022,11/07/2022,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.4,798
32769474,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΡΥ8990,11/07/2022,11/07/2023,ΑΤΤΙΚΗΣ,1,194.81,133.63,14.7,798
32769474,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΡΥ8990,11/01/2022,11/07/2022,ΑΤΤΙΚΗΣ,1,115.63,79.3,7.93,798
316873,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΡΥ8990,11/07/2022,11/07/2023,ΑΤΤΙΚΗΣ,1,5,3.62,0.87,798
157650,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΥΤΥ4072,30/06/2022,30/12/2022,ΑΤΤΙΚΗΣ,0,1.5,1,0.24,674
19.22414749,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΟ,ΥΤΥ4072,30/06/2022,30/12/2022,ΑΤΤΙΚΗΣ,0,86.01,59.23,14.22,674
193310,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΥΤΥ4072,30/06/2022,30/12/2022,ΑΤΤΙΚΗΣ,0,9,6.12,0.92,674
723097,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΤΥ4072,30/06/2022,30/12/2022,ΑΤΤΙΚΗΣ,0,10,6.96,0.31,674
323534,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΤΥ4072,30/06/2022,30/12/2022,ΑΤΤΙΚΗΣ,0,2,1.45,0.19,674
419228458,UNIQUE,ΑΥΤΟΚΙΝΗΤΟ,ΙΡΡ34,13/02/2022,13/02/2023,ΑΤΤΙΚΗΣ,1,94.91,80.1,4.81,1336
596590,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΡΡ34,13/02/2022,13/02/2023,ΑΤΤΙΚΗΣ,1,20,13.91,0.63,1336
32485991,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΖΒ1194,08/11/2022,08/11/2023,ΑΤΤΙΚΗΣ,1,222.28,152.5,16.78,229
371921,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΖΒ1194,08/11/2022,08/11/2023,ΑΤΤΙΚΗΣ,1,5,3.62,0.87,229
250689,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΥΝ4248,24/01/2022,24/01/2023,ΑΤΤΙΚΗΣ,1,4,2.9,0.32,1130
33007349,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΥΝ4248,24/01/2022,24/01/2023,ΑΤΤΙΚΗΣ,1,176.21,120.45,12.05,1130
579234,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΥΝ4248,24/01/2022,24/01/2023,ΑΤΤΙΚΗΣ,1,20,13.91,0.63,1130
32712419,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΡΡ6092,20/05/2022,20/11/2022,ΑΤΤΙΚΗΣ,1,130.88,89.89,9.89,771
32712419,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΡΡ6092,20/11/2022,20/05/2023,ΑΤΤΙΚΗΣ,1,130.74,89.8,9.88,771
277006,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΡΡ6092,20/05/2022,20/11/2022,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,771
372994,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΡΡ6092,20/11/2022,20/05/2023,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,771
296297,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΚΗ7836,24/06/2022,24/06/2023,ΑΤΤΙΚΗΣ,1,5,3.62,0.87,544
148213,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΖΚΗ7836,24/06/2022,24/06/2023,ΑΤΤΙΚΗΣ,1,3,2.01,0.48,544
32310890,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΗ7836,24/06/2022,24/06/2023,ΑΤΤΙΚΗΣ,1,162.61,111.04,12.21,544
674728,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΚΗ7836,24/06/2022,24/06/2023,ΑΤΤΙΚΗΣ,1,22,15.3,0.61,544
180714,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΥΗΤ1364,25/12/2022,25/12/2023,ΑΤΤΙΚΗΣ,1,3,2.01,0.48,262
397266,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΗΤ1364,25/12/2022,25/12/2023,ΑΤΤΙΚΗΣ,1,5,3.62,0.87,262
32522669,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΤ1364,25/12/2022,25/12/2023,ΑΤΤΙΚΗΣ,1,138.3,94.57,10.4,262
859202,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΗΤ1364,25/12/2022,25/12/2023,ΑΤΤΙΚΗΣ,1,20,13.91,0.63,262
33120270,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΝΚΧ0795,17/11/2022,17/05/2023,ΦΛΩΡΙΝΑΣ,1,44.87,30.65,3.37,1199
301098,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΝΚΧ0795,17/05/2022,17/11/2022,ΦΛΩΡΙΝΑΣ,1,2,1.45,0.19,1199
33120270,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΝΚΧ0795,17/05/2022,17/11/2022,ΦΛΩΡΙΝΑΣ,1,44.61,30.47,3.35,1199
371742,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΝΚΧ0795,17/11/2022,17/05/2023,ΦΛΩΡΙΝΑΣ,1,2.5,1.81,0.43,1199
170736,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΑΤΕ8900,10/06/2022,09/06/2023,ΑΡΤΑΣ,1,17.95,12.2,1.83,1070
668241,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΑΤΕ8900,10/06/2022,09/06/2023,ΑΡΤΑΣ,1,19.94,13.87,0.62,1070
M20210619733-2,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΑΤΕ8900,10/06/2022,09/06/2023,ΑΡΤΑΣ,1,84.45,72.8,9.1,1070
145548,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΟΡΕ4804,15/04/2022,15/10/2022,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,1,1.5,1,0.24,180
165378,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΟΡΕ4804,15/04/2022,15/10/2022,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,1,9,6.12,0.92,180
