N_Policy,Company,Category,Char,Started,Expired,District,Gender,Gross,Net,Commissions,id
62274238,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΥ4140,13/01/2022,13/04/2022,ΑΤΤΙΚΗΣ,1,51.59,36.91,6.55,305
254041,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΜΡ7349,07/03/2022,07/03/2023,ΑΤΤΙΚΗΣ,2,5,3.62,0.8,706
32636037,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΜΡ7349,07/03/2022,07/03/2023,ΑΤΤΙΚΗΣ,2,328.56,225.19,22.52,706
272511,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΖΒ7059,27/04/2022,27/10/2022,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,195
32886115,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΖΒ7059,27/04/2022,27/10/2022,ΑΤΤΙΚΗΣ,1,89.9,61.34,6.13,195
625513,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΖΒ7059,27/04/2022,27/10/2022,ΑΤΤΙΚΗΣ,1,10,6.96,0.31,195
278831,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΤΥ2316,07/05/2022,07/05/2023,ΑΤΤΙΚΗΣ,1,5,3.62,0.87,401
32701130,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΤΥ2316,07/05/2022,07/05/2023,ΑΤΤΙΚΗΣ,1,274.37,188.31,20.71,401
M20220331848-1,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΥΜΡ9236,14/03/2022,13/03/2023,ΛΕΣΒΟΥ,1,81.81,70.45,8.1,482
150835,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΥΜΡ9236,14/03/2022,14/03/2023,ΛΕΣΒΟΥ,1,18,12.23,1.59,482
697502,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΕΒ5986,07/06/2022,07/12/2022,ΑΤΤΙΚΗΣ,1,10,6.96,0.31,1313
408212,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΕΒ5986,07/12/2022,07/12/2023,ΑΤΤΙΚΗΣ,1,4,2.9,0.38,1313
876945,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΕΒ5986,07/12/2022,07/12/2023,ΑΤΤΙΚΗΣ,1,20,13.91,0.63,1313
61374052,GROUPAMA,ΑΥΤΟΚΙΝΗΤΟ,ΙΕΒ5986,07/06/2022,07/12/2022,ΑΤΤΙΚΗΣ,1,97.67,69.81,16.05,1313
33350579,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΕΒ5986,07/12/2022,07/12/2023,ΑΤΤΙΚΗΣ,1,150.73,102.89,11.32,1313
373586,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΡΤ1549,11/11/2022,11/05/2023,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,1200
301329,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΡΤ1549,11/05/2022,11/11/2022,ΑΤΤΙΚΗΣ,1,2,1.45,0.19,1200
33115938,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΡΤ1549,11/11/2022,11/05/2023,ΑΤΤΙΚΗΣ,1,118.8,81.56,8.97,1200
33115938,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΡΤ1549,11/05/2022,11/11/2022,ΑΤΤΙΚΗΣ,1,115.81,79.51,8.75,1200
8170010783,ΕΥΡΩΠΗ ΑΕΓΑ,ΠΥΡΟΣ,ΣΟΦΟΚΛΕΟΥΣ 31,03/08/2022,03/08/2023,ΑΤΤΙΚΗΣ,1,75.11,52.02,10.92,610
419256286,UNIQUE,ΑΥΤΟΚΙΝΗΤΟ,ΟΝΖ193,19/09/2022,19/09/2023,ΑΤΤΙΚΗΣ,0,77.3,56.69,13.04,610
61227755,GROUPAMA,ΑΥΤΟΚΙΝΗΤΟ,ΥΝΥ6671,22/04/2022,22/04/2023,ΑΤΤΙΚΗΣ,1,254.63,181.77,42.56,177
202342,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΖΜΗ7394,25/07/2022,25/07/2023,ΑΤΤΙΚΗΣ,NA,18,12.23,1.83,177
61382108,GROUPAMA,ΑΥΤΟΚΙΝΗΤΟ,ΖΜΗ7394,25/07/2022,25/07/2023,ΑΤΤΙΚΗΣ,NA,236.71,169.11,39.46,177
744869,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΜΗ7394,25/07/2022,25/07/2023,ΑΤΤΙΚΗΣ,NA,20,13.91,0.63,177
161357,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΖΜΗ7394,25/07/2022,25/07/2023,ΑΤΤΙΚΗΣ,NA,3,2.01,0.48,177
156853,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΥΝΥ6671,22/04/2022,22/04/2023,ΑΤΤΙΚΗΣ,1,18,12.23,1.83,177
278663,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΝΥ6671,22/04/2022,22/04/2023,ΑΤΤΙΚΗΣ,1,5,3.62,0.87,177
637313,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΝΥ6671,22/04/2022,22/04/2023,ΑΤΤΙΚΗΣ,1,20,13.91,0.63,177
61417334,GROUPAMA,ΑΥΤΟΚΙΝΗΤΟ,ΙΜΧ3764,22/12/2022,22/12/2023,ΑΤΤΙΚΗΣ,0,208.21,148.68,34.3,1165
891926,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΜΧ3764,22/12/2022,22/12/2023,ΑΤΤΙΚΗΣ,0,20,13.91,0.63,1165
274543,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΙΜΧ3764,22/12/2022,22/12/2023,ΑΤΤΙΚΗΣ,0,18,12.23,1.83,1165
419185091,UNIQUE,ΑΥΤΟΚΙΝΗΤΟ,ΟΚΜ773,07/06/2022,07/06/2023,ΑΤΤΙΚΗΣ,1,106.24,85.77,6,468
M20210114782-2,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΗ5610,19/01/2022,18/01/2023,ΑΤΤΙΚΗΣ,1,156.08,134.56,15.47,468
366622,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΡΙΜ7265,16/09/2022,16/03/2023,ΛΑΡΙΣΑΣ,2,2,1.45,0.19,122
P0132120404,AIG,ΑΥΤΟΚΙΝΗΤΟ,ΡΙΜ7265,16/09/2022,16/03/2023,ΛΑΡΙΣΑΣ,2,52.12,38.73,8.91,122
804373,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΡΙΜ7265,16/09/2022,16/03/2023,ΛΑΡΙΣΑΣ,2,10,6.96,0.31,122
171270,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΡΙΜ7265,16/09/2022,16/03/2023,ΛΑΡΙΣΑΣ,2,1.5,1,0.24,122
228082,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΡΙΜ7265,16/09/2022,16/03/2023,ΛΑΡΙΣΑΣ,2,9,6.12,0.92,122
419241215,UNIQUE,ΑΥΤΟΚΙΝΗΤΟ,ΗΒΡ330,14/05/2022,14/05/2023,ΑΤΤΙΚΗΣ,1,69.55,56.01,3.92,738
32835563,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΚΝ9807,30/08/2022,30/08/2023,ΑΤΤΙΚΗΣ,1,170.34,116.44,12.81,738
680329,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΗΒΡ330,14/05/2022,14/05/2023,ΑΤΤΙΚΗΣ,1,20,13.91,0.63,738
735962,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΚΝ9807,30/08/2022,30/08/2023,ΑΤΤΙΚΗΣ,1,20,13.91,0.63,738
278434,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΥΡ3150,27/04/2022,27/10/2022,ΑΤΤΙΚΗΣ,2,2.5,1.81,0.43,196
637020,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΥΡ3150,27/04/2022,27/10/2022,ΑΤΤΙΚΗΣ,2,10,6.96,0.31,196
61233918,GROUPAMA,ΑΥΤΟΚΙΝΗΤΟ,ΙΥΡ3150,27/04/2022,27/10/2022,ΑΤΤΙΚΗΣ,2,109.12,77.88,18.02,196
156812,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΙΥΡ3150,27/04/2022,27/10/2022,ΑΤΤΙΚΗΣ,2,9,6.12,0.92,196
381679,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΥΚ7820,16/10/2022,16/10/2023,ΑΤΤΙΚΗΣ,0,4,2.9,0.38,1285
830505,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΥΚ7820,16/10/2022,16/10/2023,ΑΤΤΙΚΗΣ,0,20,13.91,0.63,1285
33296185,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΥΚ7820,16/10/2022,16/10/2023,ΑΤΤΙΚΗΣ,0,155.94,106.62,11.73,1285
419200421,UNIQUE,ΑΥΤΟΚΙΝΗΤΟ,ΗΒΥ589,01/08/2022,01/08/2023,ΑΤΤΙΚΗΣ,1,61.39,49.4,3.46,1003
33308466,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΤΗΖ319,21/10/2022,21/10/2023,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,81.51,55.7,6.13,1293
386032,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΤΗΖ319,21/10/2022,21/10/2023,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,4,2.9,0.38,1293
233122,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΙΒΒ4990,05/10/2022,05/10/2023,ΑΤΤΙΚΗΣ,0,18,12.23,1.83,988
M20221032216-1,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΙΒΒ4990,05/10/2022,05/10/2023,ΑΤΤΙΚΗΣ,0,114.95,98.91,12.36,988
599935,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΒΜ933,12/03/2022,12/03/2023,ΑΤΤΙΚΗΣ,1,20,13.91,0.63,988
816941,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΒΒ4990,05/10/2022,05/10/2023,ΑΤΤΙΚΗΣ,0,20,13.91,0.63,988
419166158,UNIQUE,ΑΥΤΟΚΙΝΗΤΟ,ΙΒΜ933,12/03/2022,12/03/2023,ΑΤΤΙΚΗΣ,1,117.24,85.77,18.01,988
32901847,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΡΗ8376,06/05/2022,06/11/2022,ΑΤΤΙΚΗΣ,1,133.14,91.45,10.06,898
372532,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΡΗ8376,06/11/2022,06/05/2023,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,898
277943,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΡΗ8376,06/05/2022,06/11/2022,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,898
32901847,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΡΗ8376,06/11/2022,06/05/2023,ΑΤΤΙΚΗΣ,1,133.39,91.63,10.08,898
168039,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΙΥΡ3264,28/05/2022,27/05/2023,ΑΤΤΙΚΗΣ,1,17.95,12.2,1.83,518
M20210526469-2,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΙΥΡ3264,28/05/2022,27/05/2023,ΑΤΤΙΚΗΣ,1,119.55,102.95,12.87,518
661634,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΥΡ3264,28/05/2022,27/05/2023,ΑΤΤΙΚΗΣ,1,20.220000000000002,14.059999999999999,0.63,518
19.22277905,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΟ,ΧΧΙ0269,15/04/2022,15/07/2022,ΑΤΤΙΚΗΣ,1,25.34,17.42,3.83,1086
19.22277905,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΟ,ΧΧΙ0269,15/10/2022,15/01/2023,ΑΤΤΙΚΗΣ,1,26.09,17.91,4.3,1086
19.22277905,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΟ,ΧΧΙ0269,15/07/2022,15/10/2022,ΑΤΤΙΚΗΣ,1,25.34,17.42,4.18,1086
33107525,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΡΑΥ4404,03/05/2022,03/11/2022,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,1,53.84,36.75,4.04,173
292389,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΡΑΥ4404,03/05/2022,03/11/2022,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,1,2,1.45,0.19,173
327955,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΚΤ9619,24/08/2022,24/11/2022,ΑΤΤΙΚΗΣ,1,1.25,0.91,0.22,1239
33139497,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΤ9619,24/08/2022,24/11/2022,ΑΤΤΙΚΗΣ,1,57.79,39.51,4.35,1239
33139497,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΤ9619,24/11/2022,24/02/2023,ΑΤΤΙΚΗΣ,1,58.11,39.72,4.37,1239
733820,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΚΤ9619,24/08/2022,24/11/2022,ΑΤΤΙΚΗΣ,1,5,3.48,0.16,1239
33139497,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΤ9619,24/05/2022,24/08/2022,ΑΤΤΙΚΗΣ,1,57.49,39.3,4.32,1239
815955,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΚΤ9619,24/11/2022,24/02/2023,ΑΤΤΙΚΗΣ,1,5,3.48,0.16,1239
374036,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΚΤ9619,24/11/2022,24/02/2023,ΑΤΤΙΚΗΣ,1,1.25,0.91,0.22,1239
362057,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΥΒ1452,11/10/2022,11/10/2023,ΚΥΚΛΑΔΩΝ,1,5,3.62,0.87,888
32903738,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΖ6483,02/11/2022,02/11/2023,ΚΥΚΛΑΔΩΝ,2,122.29,83.67,9.2,888
814593,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΚΖ6483,02/11/2022,02/11/2023,ΚΥΚΛΑΔΩΝ,2,20,13.91,0.63,888
33251496,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΥΒ1452,11/10/2022,11/10/2023,ΚΥΚΛΑΔΩΝ,1,204.28,140.3,15.43,888
372413,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΚΖ6483,02/11/2022,02/11/2023,ΚΥΚΛΑΔΩΝ,2,5,3.62,0.87,888
02079884690,ERGO A.A.E.Z.,ΑΥΤΟΚΙΝΗΤΟ,ΟΑΚ802,24/09/2022,24/09/2023,ΑΤΤΙΚΗΣ,NA,96,66.07,11.66,1040
368541,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΟΑΚ802,24/09/2022,24/09/2023,ΑΤΤΙΚΗΣ,NA,4,2.9,0.38,1040
807360,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΟΑΚ802,24/09/2022,24/09/2023,ΑΤΤΙΚΗΣ,NA,20,13.91,0.63,1040
8170010297,ΕΥΡΩΠΗ ΑΕΓΑ,ΠΥΡΟΣ,ΠΥΡΡΟΥ 39,06/04/2022,06/04/2023,ΑΤΤΙΚΗΣ,2,74.27,51.55,14.95,613
419218237,UNIQUE,ΑΥΤΟΚΙΝΗΤΟ,ΙΕΕ0071,14/12/2022,14/12/2023,ΑΤΤΙΚΗΣ,1,69.88,56.28,3.94,1011
32248416,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΙΡ6778,14/05/2022,14/08/2022,ΑΤΤΙΚΗΣ,1,46.01,31.44,3.46,354
32248416,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΙΡ6778,14/11/2022,14/02/2023,ΑΤΤΙΚΗΣ,1,44.55,30.43,3.35,354
634824,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΙΡ6778,14/05/2022,14/08/2022,ΑΤΤΙΚΗΣ,1,5.5,3.82,0.15,354
32248416,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΙΡ6778,14/08/2022,14/11/2022,ΑΤΤΙΚΗΣ,1,46,31.43,3.46,354
559300,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΙΡ6778,14/02/2022,14/05/2022,ΑΤΤΙΚΗΣ,1,5.5,3.82,0.15,354
32248416,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΙΡ6778,14/02/2022,14/05/2022,ΑΤΤΙΚΗΣ,1,44.83,30.64,3.06,354
734648,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΙΡ6778,14/08/2022,14/11/2022,ΑΤΤΙΚΗΣ,1,5.5,3.82,0.15,354
815062,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΙΡ6778,14/11/2022,14/02/2023,ΑΤΤΙΚΗΣ,1,5.5,3.82,0.15,354
32274876,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΜΟ5371,06/06/2022,06/12/2022,ΑΤΤΙΚΗΣ,2,76.64,52.32,5.76,361
880313,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΜΟ5371,06/12/2022,06/06/2023,ΑΤΤΙΚΗΣ,2,10,6.96,0.31,361
676162,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΜΟ5371,06/06/2022,06/12/2022,ΑΤΤΙΚΗΣ,2,11,7.66,0.31,361
33343349,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΜΟ5371,06/12/2022,06/06/2023,ΑΤΤΙΚΗΣ,2,70.51,48.12,5.29,361
333934,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΜΝ1047,20/07/2022,20/01/2023,ΑΤΤΙΚΗΣ,0,2,1.45,0.19,1259
33180208,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΜΝ1047,20/07/2022,20/01/2023,ΑΤΤΙΚΗΣ,0,81.86,55.87,6.15,1259
743026,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΜΝ1047,20/07/2022,20/01/2023,ΑΤΤΙΚΗΣ,0,10,6.96,0.31,1259
330717,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΕΜ4912,13/08/2022,13/02/2023,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,696
32812683,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΕΜ4912,13/08/2022,13/02/2023,ΑΤΤΙΚΗΣ,1,121.21,83.08,9.14,696
32280188,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΑΤΕ9460,09/06/2022,09/06/2023,ΑΡΤΑΣ,1,175.88,120.69,13.28,756
298725,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΑΤΕ9460,09/06/2022,09/06/2023,ΑΡΤΑΣ,1,5,3.62,0.87,756
429259,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΒΟΥ8406,24/12/2022,24/06/2023,ΑΤΤΙΚΗΣ,0,2,1.45,0.19,1327
894648,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΒΟΥ8406,24/12/2022,24/06/2023,ΑΤΤΙΚΗΣ,0,10,6.96,0.31,1327
33404398,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΒΟΥ8406,24/12/2022,24/06/2023,ΑΤΤΙΚΗΣ,0,91.17,62.32,6.86,1327
683752,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΚΑ1913,18/05/2022,18/05/2023,ΑΤΤΙΚΗΣ,1,20,13.91,0.63,1076
176931,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΖΚΑ1913,18/05/2022,18/05/2023,ΑΤΤΙΚΗΣ,1,18,12.23,1.83,1076
419241509,UNIQUE,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΑ1913,18/05/2022,18/05/2023,ΑΤΤΙΚΗΣ,1,139.92,113.18,7.92,1076
396277,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΤΚ9110,22/12/2022,22/12/2023,ΚΟΡΙΝΘΙΑΣ,2,5,3.62,0.87,210
32091786,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΤΚ9110,22/12/2022,22/12/2023,ΚΟΡΙΝΘΙΑΣ,2,224.12,153.87,16.93,210
33154220,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΚΕ9205,08/06/2022,08/12/2022,ΑΤΤΙΚΗΣ,1,132.1,90.8,9.99,1217
33343310,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΚΕ9205,08/12/2022,08/12/2023,ΑΤΤΙΚΗΣ,1,200.06,137.27,15.1,1217
9053323,Yellow Project powered by Wakam,ΑΥΤΟΚΙΝΗΤΟ,ΖΜΟ2067,30/12/2022,30/06/2023,ΑΤΤΙΚΗΣ,0,150.48,98.93,24.87,1217
896722,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΜΟ2067,30/12/2022,30/06/2023,ΑΤΤΙΚΗΣ,0,10,6.96,0.31,1217
33183360,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΜΟ2067,30/06/2022,30/12/2022,ΑΤΤΙΚΗΣ,0,181.64,124.11,13.65,1217
323861,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΜΟ2067,30/06/2022,30/12/2022,ΑΤΤΙΚΗΣ,0,2,1.45,0.19,1217
411139,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΚΕ9205,08/12/2022,08/12/2023,ΑΤΤΙΚΗΣ,1,4,2.9,0.38,1217
881239,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΚΕ9205,08/12/2022,08/12/2023,ΑΤΤΙΚΗΣ,1,20,13.91,0.63,1217
310423,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΚΕ9205,08/06/2022,08/12/2022,ΑΤΤΙΚΗΣ,1,2,1.45,0.19,1217
430655,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΜΟ2067,30/12/2022,30/06/2023,ΑΤΤΙΚΗΣ,0,2,1.45,0.19,1217
723650,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΜΟ2067,30/06/2022,30/12/2022,ΑΤΤΙΚΗΣ,0,10,6.96,0.31,1217
32710481,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΗΡ8922,20/11/2022,20/05/2023,ΑΤΤΙΚΗΣ,2,121.11,83.18,9.15,772
278388,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΗΡ8922,20/05/2022,20/11/2022,ΑΤΤΙΚΗΣ,2,2.5,1.81,0.43,772
373934,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΗΡ8922,20/11/2022,20/05/2023,ΑΤΤΙΚΗΣ,2,2.5,1.81,0.43,772
32710481,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΗΡ8922,20/05/2022,20/11/2022,ΑΤΤΙΚΗΣ,2,120.03,82.42,9.07,772
33368261,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΖΡ8455,10/12/2022,10/12/2023,ΠΕΛΛΗΣ,0,137.93,94.56,10.4,1319
412189,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΖΡ8455,10/12/2022,10/12/2023,ΠΕΛΛΗΣ,0,4,2.9,0.38,1319
794094,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΖΧ3222,18/10/2022,18/04/2023,ΑΤΤΙΚΗΣ,2,10,6.96,0.31,891
32892657,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΖΧ3222,18/10/2022,18/04/2023,ΑΤΤΙΚΗΣ,2,125.35,86.03,9.46,891
361742,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΖΧ3222,18/10/2022,18/04/2023,ΑΤΤΙΚΗΣ,2,2.5,1.81,0.43,891
32892657,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΖΧ3222,18/04/2022,18/10/2022,ΑΤΤΙΚΗΣ,2,90.19,61.64,6.16,891
625342,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΖΧ3222,18/04/2022,18/10/2022,ΑΤΤΙΚΗΣ,2,10,6.96,0.31,891
272297,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΖΧ3222,18/04/2022,18/10/2022,ΑΤΤΙΚΗΣ,2,2.5,1.81,0.43,891
625947,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΑΤΑ9111,30/04/2022,30/04/2023,ΑΡΤΑΣ,2,20,13.91,0.63,936
32677613,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΑΤΑ9111,30/04/2022,30/04/2023,ΑΡΤΑΣ,2,130.77,89.49,8.95,936
140401,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΑΤΑ9111,30/04/2022,30/04/2023,ΑΡΤΑΣ,2,3,2.01,0.48,936
