N_Policy,Company,Category,Char,Started,Expired,District,Gross,Net,Commissions,id
30144598,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΖΟ4029,02/04/2019,02/10/2019,ΑΤΤΙΚΗ,121.67,83.38,16.68,1891
30144598,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΖΟ4029,02/10/2019,02/04/2020,ΑΤΤΙΚΗ,123.23,84.45,18.58,1891
214721352,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΑ6049,15/11/2019,15/05/2020,NA,111,75.11,16.53,2171
31350710,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΜΕ6273,09/12/2019,09/12/2020,ΑΤΤΙΚΗ,132.85,90.66,19.95,1925
7190089226,PRIME INSURANCE,ΑΥΤΟΚΙΝΗΤΩΝ,ΡΙΚ6470,04/02/2019,04/08/2019,ΛΑΡΙΣΗΣ,82.75,56.64,11.33,932
6186278,GROUPAMA,ΠΥΡΟΣ,NA,13/11/2019,13/11/2020,ΑΤΤΙΚΗ,251.96,182.49,51.1,2115
19014193732,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΡΙΝ0581,05/08/2019,05/08/2020,NA,51,34.26,7.53,1152
19014583404,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΜΑ8438,23/06/2019,23/06/2020,NA,260,176.23,35.24,1229
21672874,ALLIANZ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΟΟ3553,03/07/2019,03/01/2020,NA,220.45,155.52,29.57,457
21672874,ALLIANZ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΟΟ3553,03/01/2019,03/07/2019,NA,220.45,155.52,29.57,457
19012954730,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΜΧ9746,29/09/2019,29/03/2020,NA,119,80.62,17.75,1071
19012954730,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΜΧ9746,29/03/2019,29/09/2019,NA,119,80.62,16.13,1071
214684556,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΚΚ7107,15/10/2019,15/01/2020,NA,72,48.39,10.65,2170
1417962,ΑΤΛΑΝΤΙΚΗ ΕΝΩΣΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΜΗ8727,21/03/2019,21/06/2019,ΚΥΚΛΑΔΩΝ,48.5,30.59,6.11,615
214577333,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΗΕ4610,22/07/2019,22/10/2019,ΚΥΚΛΑΔΩΝ,27,17.7,2.12,615
214577329,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΗΕ4606,22/07/2019,22/10/2019,ΚΥΚΛΑΔΩΝ,27,17.7,2.12,615
214577339,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΗΕ3620,22/07/2019,22/10/2019,ΚΥΚΛΑΔΩΝ,27,17.7,2.12,615
214661959,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΜΗ8713,27/09/2019,27/09/2020,ΚΥΚΛΑΔΩΝ,243,163.74,19.65,615
214716802,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΜΗ8723,24/11/2019,24/11/2020,ΚΥΚΛΑΔΩΝ,243,163.74,19.65,615
214577326,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΗΕ5681,22/07/2019,22/10/2019,ΚΥΚΛΑΔΩΝ,27,17.7,2.12,615
214666381,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΜΗ8728,04/10/2019,04/10/2020,ΚΥΚΛΑΔΩΝ,243,163.74,19.65,615
19.216045560000001,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΖΒ0168,06/05/2019,06/08/2019,ΚΥΚΛΑΔΩΝ,23.48,16.19,3.4,615
214577341,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΗΕ2547,22/07/2019,22/10/2019,ΚΥΚΛΑΔΩΝ,27,17.7,2.12,615
214577335,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΗΕ2543,22/07/2019,22/10/2019,ΚΥΚΛΑΔΩΝ,27,17.7,2.12,615
214533900,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΗΕ5588,24/06/2019,24/09/2019,ΚΥΚΛΑΔΩΝ,27,17.7,2.12,615
214533896,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΗΕ5581,24/06/2019,24/09/2019,ΚΥΚΛΑΔΩΝ,27,17.7,2.12,615
214533898,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΗΕ5594,24/06/2019,24/09/2019,ΚΥΚΛΑΔΩΝ,27,17.7,2.12,615
19.216045560000001,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΖΒ0168,06/08/2019,06/11/2019,ΚΥΚΛΑΔΩΝ,23.93,16.51,3.46,615
214577334,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΗΕ2537,22/07/2019,22/10/2019,ΚΥΚΛΑΔΩΝ,27,17.7,2.12,615
214577324,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΗΕ4620,22/07/2019,22/10/2019,ΚΥΚΛΑΔΩΝ,27,17.7,2.12,615
19.217546410000001,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΖΒ0168,06/11/2019,06/05/2020,ΚΥΚΛΑΔΩΝ,44.89,30.97,6.51,615
214577337,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΗΕ4597,22/07/2019,22/10/2019,ΚΥΚΛΑΔΩΝ,27,17.7,2.12,615
103517239,ALLIANZ ΕΥΡΩΠΑΙΚΗ ΠΙΣΤΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΖΡ8885,10/10/2019,10/10/2020,ΚΟΡΙΝΘΟΥ,176.84,118.19,23.64,740
6168265,GROUPAMA,ΠΥΡΟΣ,NA,11/08/2019,11/08/2020,ΑΤΤΙΚΗ,98.39,71.27,19.96,1913
09000242017,ERGO A.A.E.Z,ΑΥΤΟΚΙΝΗΤΩΝ,ΟΕΙ545,26/08/2019,26/08/2020,ΑΤΤΙΚΗ,89,61.47,13.11,69
31342820,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΕΜ7531,01/12/2019,01/12/2020,ΑΤΤΙΚΗ,226.48,155.11,34.12,2013
6177815,GROUPAMA,ΠΥΡΟΣ,NA,16/06/2019,16/12/2019,ΑΤΤΙΚΗ,75.39,54.6,12.56,2013
6177815,GROUPAMA,ΠΥΡΟΣ,NA,16/12/2019,16/06/2020,ΑΤΤΙΚΗ,75.39,54.6,15.29,2013
19012618337,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΥΝ4248,24/01/2019,24/07/2019,NA,130,88.09,17.62,1130
19012618337,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΥΝ4248,24/07/2019,24/01/2020,NA,130,88.09,19.39,1130
60991241,GROUPAMA,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΝ5237,23/06/2019,23/12/2019,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,128.78,92.21,16.56,1392
60991241,GROUPAMA,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΝ5237,23/12/2019,23/06/2020,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,128.78,92.21,17.98,1392
19.213269650000001,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΒΧΤ0763,23/04/2019,23/10/2019,ΑΤΤΙΚΗ,51.11,35.26,7.4,1875
214367856,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΕΕ6265,07/03/2019,07/03/2020,NA,223,150.69,30.13,1436
19014428118,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΕΕ6265,07/03/2019,07/03/2020,NA,51.66,35.48,7.1,1436
61619847,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΡΙ4419,11/11/2019,11/05/2020,ΜΕΣΣΗΝΙΑΣ,83.67,59.59,13.7,510
61619847,ΕΘΝΙΚΗ Ασφαλιστική,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΥΡΙ4419,11/11/2019,11/05/2020,ΜΕΣΣΗΝΙΑΣ,1.48,1.29,0.09,510
5200232588,EUROP  ASSISTANCE,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΖΖΡ7655,12/06/2019,12/06/2020,ΑΧΑΪΑΣ,34.99,30.43,7.61,2005
P0101844431,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΡ7655,12/06/2019,12/06/2020,ΑΧΑΪΑΣ,180.96,135.11,27.03,2005
P0101810550,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΖΜ2236,17/04/2019,17/10/2019,NA,51.39,38.68,7.75,1895
P0101810550,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΖΜ2236,17/10/2019,17/04/2020,NA,52.97,39.86,8.66,1895
294824,DAS,ΝΟΜΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,ΙΕΤ 3718,23/09/2019,23/09/2020,ΑΤΤΙΚΗ,23,18.18,4.18,1278
19014296751,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΚΖ5328,02/11/2019,02/11/2020,NA,224,152.14,33.47,625
P0124031824,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΜΜ5071,01/07/2019,01/07/2020,ΤΡΙΠΟΛΗΣ,188.91,140.61,30.75,1233
31762659,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΠΥΡΟΣ,NA,14/02/2019,14/02/2020,ΑΤΤΙΚΗ,99.38,71.54,18.62,63
50859404,ΕΘΝΙΚΗ Ασφαλιστική,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΙΜΥ5918,28/01/2019,28/07/2019,ΑΤΤΙΚΗ,1.83,1.59,0.11,1912
50859404,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΜΥ5918,28/07/2019,28/01/2020,ΑΤΤΙΚΗ,220.53,157.35,36.18,1912
50859404,ΕΘΝΙΚΗ Ασφαλιστική,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΙΜΥ5918,28/07/2019,28/01/2020,ΑΤΤΙΚΗ,1.83,1.59,0.11,1912
50859404,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΜΥ5918,28/01/2019,28/07/2019,ΑΤΤΙΚΗ,220.53,157.35,36.18,1912
299954,DAS,ΝΟΜΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,ΥΧΡ 2768,01/09/2019,01/03/2020,ΑΤΤΙΚΗ,11.5,9.09,2.09,75
299954,DAS,ΝΟΜΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,ΥΧΡ 2768,01/03/2019,01/09/2019,ΑΤΤΙΚΗ,11.5,9.09,2.36,75
19.21724626,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΧΒ837,04/10/2019,04/10/2020,ΑΤΤΙΚΗ,93.07,64.2,13.49,578
19.21662697,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΡ664,09/07/2019,09/10/2019,ΑΤΤΙΚΗ,26.22,18.11,3.79,1824
19.21662697,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΡ664,09/10/2019,09/01/2020,ΑΤΤΙΚΗ,26.4,18.24,3.82,1824
19.216066260000002,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΚΝ257,08/05/2019,08/05/2020,ΑΤΤΙΚΗ,86.77,59.86,12.56,1824
61652269,ΕΘΝΙΚΗ Ασφαλιστική,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΡΤ9486,26/11/2019,26/05/2020,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,1.48,1.29,0.09,2185
61652269,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΡΤ9486,26/11/2019,26/05/2020,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,88.74,63.21,14.54,2185
19013511162,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΖΜ8220,11/05/2019,11/05/2020,NA,243,164.59,32.91,763
6185823,GROUPAMA,ΠΥΡΟΣ,NA,03/11/2019,03/11/2020,NA,110.05,79.7,22.32,2114
19.217365770000001,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΕΕ0582,12/10/2019,12/01/2020,NA,25.54,17.64,3.7,2155
19.215859559999998,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΒΡΡ198,10/04/2019,10/07/2019,ΑΤΤΙΚΗ,35.25,24.31,5.12,575
31148345,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΧΒ7275,30/10/2019,30/04/2020,ΑΤΤΙΚΗ,133.12,91.08,20.04,1928
31148345,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΧΒ7275,30/04/2019,30/10/2019,ΑΤΤΙΚΗ,133.12,91.08,18.22,1928
11596339,GENERALI,ΑΥΤΟΚΙΝΗΤΩΝ,ΒΕ8515,27/10/2019,27/10/2020,ΑΤΤΙΚΗ,58.37,39.81,7.96,606
59767186,ΕΘΝΙΚΗ Ασφαλιστική,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΙΒΤ7153,08/02/2019,08/08/2019,ΑΤΤΙΚΗ,20.91,18.18,1.27,691
59767186,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΒΤ7153,08/02/2019,08/08/2019,ΑΤΤΙΚΗ,129.77,92.55,21.3,691
59767186,ΕΘΝΙΚΗ Ασφαλιστική,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΙΒΤ7153,08/08/2019,08/02/2020,ΑΤΤΙΚΗ,20.91,18.18,1.27,691
59767186,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΒΤ7153,08/08/2019,08/02/2020,ΑΤΤΙΚΗ,135.53,96.67,22.23,691
61067281,GROUPAMA,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΥΝ2297,29/11/2019,29/05/2020,ΑΤΤΙΚΗ,165.46,118.23,23.8,2112
61067281,GROUPAMA,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΥΝ2297,29/05/2019,29/11/2019,ΑΤΤΙΚΗ,162.43,116.05,21.33,2112
31144764,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΖΗ4095,01/11/2019,01/11/2020,ΑΤΤΙΚΗ,224.85,154.1,33.9,1878
7190087423,PRIME INSURANCE,ΑΥΤΟΚΙΝΗΤΩΝ,ΡΙΗ3342,28/01/2019,28/01/2020,NA,135.44,92.78,18.56,463
19014163770,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΙΡ7297,13/01/2019,13/04/2019,NA,53,35.71,7.15,445
19014163770,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΙΡ7297,13/04/2019,13/07/2019,NA,53,35.71,7.15,445
61551305,ΕΘΝΙΚΗ Ασφαλιστική,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΖΖΝ5641,14/10/2019,14/01/2020,ΑΤΤΙΚΗ,9.41,8.18,0.57,459
61551305,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΝ5641,14/10/2019,14/01/2020,ΑΤΤΙΚΗ,70.16,49.96,11.5,459
1411560,ΑΤΛΑΝΤΙΚΗ ΕΝΩΣΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΧΤΝ745,22/05/2019,22/05/2020,ΑΤΤΙΚΗ,164.5,110.65,22.13,525
70036815,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΧΤΝ745,23/02/2019,23/02/2020,ΑΤΤΙΚΗ,36,26.08,6.52,525
ΔΗ8647,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΧΗ1715,26/09/2019,26/12/2019,ΑΤΤΙΚΗ,50,33.34,6.67,2193
ΣΦ9723,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΧΗ1715,26/12/2019,26/03/2020,ΑΤΤΙΚΗ,50,33.34,6.67,2193
8170006892,ΕΥΡΩΠΗ ΑΕΓΑ,ΠΥΡΟΣ,NA,31/12/2019,31/12/2020,NA,100.61,69.69,17.44,1920
31331486,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΒΜ3676,06/12/2019,06/12/2020,NA,194.19,133.07,29.28,1920
7179800187,INTERASCO,ΠΥΡΟΣ,NA,01/01/2019,01/01/2020,NA,144.77,97.34,25.33,1920
31276349,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΟΑΜ132,13/09/2019,13/09/2020,NA,110.67,76.15,16.75,1920
19.215915420000002,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΖΒ0169,18/04/2019,18/10/2019,ΑΤΤΙΚΗ,51.11,35.26,7.4,2142
70044229,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΕΖΒ0169,19/09/2019,19/03/2020,ΑΤΤΙΚΗ,19,13.76,3.44,2142
1458460,ΑΤΛΑΝΤΙΚΗ ΕΝΩΣΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΖΒ0169,18/01/2019,18/04/2019,ΑΤΤΙΚΗ,31,19.5,3.89,2142
19.215915420000002,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΖΒ0169,18/10/2019,18/04/2020,ΑΤΤΙΚΗ,52.33,36.11,7.58,2142
P0124155365,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΜΥ717,25/04/2019,25/10/2019,ΛΕΣΒΟΥ,51.12,37.94,7.58,418
02048170423,ERGO A.A.E.Z,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΜΥ0717,25/01/2019,25/04/2019,ΛΕΣΒΟΥ,26,17.84,3.92,418
P0124155365,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΜΥ717,25/10/2019,25/04/2020,ΛΕΣΒΟΥ,50.5,37.48,8.26,418
19012682182,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΗΤ7017,07/03/2019,07/09/2019,NA,131,88.5,17.7,30
19012682182,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΗΤ7017,07/09/2019,07/03/2020,NA,131,88.5,19.48,30
31229540,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΜΟ8029,19/08/2019,19/08/2020,ΑΤΤΙΚΗ,263.99,180.97,39.81,1991
30457374,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΜ2627,05/09/2019,05/03/2020,NA,150.12,102.93,22.64,1894
30591690,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΜ7512,24/07/2019,24/07/2020,NA,208.9,143.11,31.48,1894
30613234,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΠΥΡΟΣ,NA,12/01/2019,12/01/2020,NA,84.78,63.86,11.54,1894
30457374,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΜ2627,05/03/2019,05/09/2019,NA,159.28,109.16,21.83,1894
19013743844,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΥ0026,21/09/2019,21/09/2020,NA,55,37.28,8.2,1894
31294198,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΖ9490,05/04/2019,05/10/2019,ΑΤΤΙΚΗ,109.88,75.33,15.07,1860
31294198,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΖ9490,05/10/2019,05/04/2020,ΑΤΤΙΚΗ,109.88,75.33,16.57,1860
19.21359249,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΗΚ0188,30/11/2019,30/05/2020,ΑΤΤΙΚΗ,46.67,32.18,6.76,76
19.21359249,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΗΚ0188,30/05/2019,30/11/2019,ΑΤΤΙΚΗ,45.79,31.57,6.63,76
7199801829,INTERASCO,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΜΜ1627,18/01/2019,18/01/2020,ΑΤΤΙΚΗ,310.52,203.71,40.75,1124
19.21547125,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΟΖΡ0296,24/02/2019,24/02/2020,ΑΤΤΙΚΗ,119.25,82.24,17.27,1124
11458633,GENERALI,ΑΣΤΙΚΗΣ ΕΥΘΥΝΗΣ,NA,08/11/2019,08/11/2020,ΑΤΤΙΚΗ,146.51,110.78,23.26,1843
