N_Policy,Company,Category,Char,Started,Expired,District,Gross,Net,Commissions,id
6186278,GROUPAMA,ΠΥΡΟΣ,NA,13/11/2021,13/11/2022,ΑΤΤΙΚΗ,251.96,182.49,51.1,2115
19014193732,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΡΙΝ0581,05/08/2021,05/08/2022,NA,47,31.46,6.92,1152
19014583404,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΜΑ8438,23/06/2021,23/06/2022,NA,249,168.85,37.15,1229
19015504682,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΡΧ1135,15/11/2021,15/05/2022,ΑΤΤΙΚΗ,119,80.35,17.67,1811
62048350,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΡΧ1135,15/02/2021,15/05/2021,ΑΤΤΙΚΗ,64.65,47.45,9.59,1811
62048350,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΡΧ1135,15/08/2021,15/11/2021,ΑΤΤΙΚΗ,64.01,47.01,9.5,1811
62048350,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΡΧ1135,15/05/2021,15/08/2021,ΑΤΤΙΚΗ,64.01,47.01,9.5,1811
19012954730,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΜΧ9746,29/03/2021,29/09/2021,NA,119,80.62,17.75,1071
19012954730,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΜΧ9746,29/09/2021,29/03/2022,NA,119,80.62,17.75,1071
215336963,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΗΕ5681,27/05/2021,27/08/2021,ΚΥΚΛΑΔΩΝ,27,17.7,2.12,615
19015336142,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΗΕ5681,27/08/2021,27/11/2021,ΚΥΚΛΑΔΩΝ,27,17.7,2.12,615
19015457611,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΜΗ8727,21/09/2021,21/09/2022,ΚΥΚΛΑΔΩΝ,150,100.81,22.18,615
215406937,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΡΟ1607,23/07/2021,23/10/2021,NA,69,46.55,10.24,2404
6168265,GROUPAMA,ΠΥΡΟΣ,NA,11/08/2021,11/08/2022,ΑΤΤΙΚΗ,98.39,71.27,19.96,1913
62646740,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΖΚ3419,19/01/2021,19/04/2021,ΑΤΤΙΚΗ,50.03,35.71,8.09,2423
62646740,ΕΘΝΙΚΗ Ασφαλιστική,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΥΖΚ3419,21/01/2021,19/04/2021,ΑΤΤΙΚΗ,8.17,7.11,0.5,2423
31342820,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΕΜ7531,01/12/2021,01/12/2022,ΑΤΤΙΚΗ,240.84,164.93,36.28,2013
6177815,GROUPAMA,ΠΥΡΟΣ,NA,16/12/2021,16/06/2022,ΑΤΤΙΚΗ,75.39,54.6,15.29,2013
6177815,GROUPAMA,ΠΥΡΟΣ,NA,16/06/2021,16/12/2021,ΑΤΤΙΚΗ,75.39,54.6,15.29,2013
19012618337,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΥΝ4248,24/07/2021,24/01/2022,NA,133,89.89,19.79,1130
19012618337,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΥΝ4248,24/01/2021,24/07/2021,NA,130,88.09,19.39,1130
19014811084,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΟΖ1173,06/01/2021,06/01/2022,ΛΑΣΙΘΙΟΥ,184,124.35,27.36,2094
60991241,GROUPAMA,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΝ5237,23/12/2021,23/06/2022,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,128.06,91.68,17.9,1392
60991241,GROUPAMA,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΝ5237,23/06/2021,23/12/2021,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,128.78,92.21,17.98,1392
19015397824,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΖ9237,20/07/2021,20/10/2021,ΑΤΤΙΚΗ,63,42.76,9.41,2396
19015397824,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΖ9237,20/10/2021,20/01/2022,ΑΤΤΙΚΗ,63,42.76,9.41,2396
19015541676,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΜΙ4106,21/12/2021,21/06/2022,NA,128,86.64,19.05,269
5200232588,EUROP  ASSISTANCE,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΖΖΡ7655,12/06/2021,12/06/2022,ΑΧΑΪΑΣ,32.99,28.69,7.17,2005
P0101844431,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΡ7655,12/06/2021,12/06/2022,ΑΧΑΪΑΣ,172.94,129.26,28.09,2005
19.218569259999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΖΤ802,27/04/2021,27/10/2021,ΑΤΤΙΚΗ,52.39,36.05,7.49,2248
19.218569259999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΖΤ802,27/10/2021,27/04/2022,ΑΤΤΙΚΗ,52.39,36.05,7.49,2248
P0101810550,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΖΜ2236,17/04/2021,17/10/2021,NA,57.72,43.55,9.47,1895
19015483398,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΖΜ2236,18/10/2021,18/10/2022,NA,54,36.25,7.98,1895
9921002430,ARAG,ΝΟΜΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,ΙΕΤ3718,23/09/2021,23/09/2022,ΑΤΤΙΚΗ,12.01,8.7,2,1278
P0124031824,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΜΜ5071,01/07/2021,01/07/2022,ΤΡΙΠΟΛΗΣ,201.16,149.75,32.76,1233
31762659,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΠΥΡΟΣ,NA,14/02/2021,14/02/2022,ΑΤΤΙΚΗ,99.38,71.54,20.04,63
50859404,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΜΥ5918,28/01/2021,28/07/2021,ΑΤΤΙΚΗ,226.13,161.62,36.91,1912
50859404,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΜΥ5918,28/07/2021,28/01/2022,ΑΤΤΙΚΗ,226.13,161.62,36.91,1912
9921002268,ARAG,ΝΟΜΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,ΥΧΡ2768,01/03/2021,01/09/2021,ΑΤΤΙΚΗ,6,4.35,1,75
9921002268,ARAG,ΝΟΜΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,ΥΧΡ2768,01/09/2021,01/03/2022,ΑΤΤΙΚΗ,6,4.35,1,75
61963922,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΖ7944,14/01/2021,14/04/2021,ΕΥΒΟΙΑΣ,63.42,46.56,9.39,2302
19.216066260000002,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΚΝ257,08/05/2021,08/05/2022,ΑΤΤΙΚΗ,89.7,61.7,12.79,1824
5218359,Eurolife FFH,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΜ2174,23/07/2021,23/01/2022,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,96.98,66.55,13.31,1391
5218359,Eurolife FFH,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΜ2174,23/01/2021,23/07/2021,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,89.61,61.52,12.32,1391
501045-9,GENERALI,ΖΩΗΣ,NA,01/09/2021,01/09/2022,NA,97,84.94,9.11,2114
6185823,GROUPAMA,ΠΥΡΟΣ,NA,03/11/2021,03/11/2022,NA,110.05,79.7,22.32,2114
P0101902163,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΗΡ3617,14/02/2021,14/02/2022,ΑΤΤΙΚΗ,232.71,173.7,38.22,2341
31148345,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΧΒ7275,30/10/2021,30/04/2022,ΑΤΤΙΚΗ,127.45,87.22,19.19,1928
31148345,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΧΒ7275,30/04/2021,30/10/2021,ΑΤΤΙΚΗ,129.32,88.46,19.46,1928
P0132027624,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΤ5674,04/03/2021,04/03/2022,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,268.75,200.99,44.02,2431
1617657,ΑΤΛΑΝΤΙΚΗ ΕΝΩΣΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΧΑΑ8265,03/01/2021,03/07/2021,ΕΥΒΟΙΑΣ,79,51.22,10.25,2218
11596339,GENERALI,ΑΥΤΟΚΙΝΗΤΩΝ,ΒΕ8515,27/10/2021,27/10/2022,ΑΤΤΙΚΗ,58.37,39.81,7.96,606
61067281,GROUPAMA,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΥΝ2297,29/05/2021,29/11/2021,ΑΤΤΙΚΗ,167.33,119.54,24.07,2112
61067281,GROUPAMA,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΥΝ2297,29/11/2021,29/05/2022,ΑΤΤΙΚΗ,164.58,117.58,23.67,2112
31144764,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΖΗ4095,01/11/2021,01/11/2022,ΑΤΤΙΚΗ,224.71,154.01,33.88,1878
21886504,ALLIANZ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΚΤ4916,27/01/2021,27/01/2022,ΗΛΕΙΑΣ,171.5,122.78,23.33,2324
12032688,GENERALI,ΖΩΗΣ,NA,14/10/2021,14/11/2021,ΑΤΤΙΚΗ,123.91,98.01,17.59,2372
12032688,GENERALI,ΖΩΗΣ,NA,14/08/2021,14/09/2021,ΑΤΤΙΚΗ,123.91,98.01,17.59,2372
12032688,GENERALI,ΖΩΗΣ,NA,14/12/2021,14/01/2022,ΑΤΤΙΚΗ,123.91,98.01,17.59,2372
12032688,GENERALI,ΖΩΗΣ,NA,14/11/2021,14/12/2021,ΑΤΤΙΚΗ,123.91,98.01,17.59,2372
12032688,GENERALI,ΖΩΗΣ,NA,14/09/2021,14/10/2021,ΑΤΤΙΚΗ,123.91,98.01,17.59,2372
12032688,GENERALI,ΖΩΗΣ,NA,14/06/2021,14/09/2021,ΑΤΤΙΚΗ,282.53999999999996,196.01999999999998,35.22,2372
19014955444,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΟ0796,18/11/2021,18/05/2022,NA,37,24.98,5.5,496
19014955444,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΟ0796,18/05/2021,18/11/2021,NA,37,24.98,5.5,496
19015012970,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΗΝΖ0238,01/01/2021,01/07/2021,NA,29,19.42,4.28,2195
70036815,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΧΤΝ745,23/02/2021,23/02/2022,ΑΤΤΙΚΗ,36,26.08,6.52,525
ΔΠ1351,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΧΗ1715,27/06/2021,27/09/2021,ΑΤΤΙΚΗ,50,33.34,6.67,2193
ΤΚ7444,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΧΗ1715,26/03/2021,26/06/2021,ΑΤΤΙΚΗ,50,33.34,6.67,2193
ΤΡ7152,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΧΗ1715,27/12/2021,27/03/2022,ΑΤΤΙΚΗ,50,33.34,6.67,2193
ΤΟ5438,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΧΗ1715,27/09/2021,27/12/2021,ΑΤΤΙΚΗ,50,33.34,6.67,2193
8170006892,ΕΥΡΩΠΗ ΑΕΓΑ,ΠΥΡΟΣ,NA,31/12/2021,31/12/2022,NA,100.61,69.69,17.44,1920
31331486,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΒΜ3676,06/12/2021,06/12/2022,NA,196.29,134.52,29.59,1920
31276349,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΟΑΜ132,13/09/2021,13/09/2022,NA,111.9,77.01,16.94,1920
7179800187,INTERASCO,ΠΥΡΟΣ,NA,01/01/2021,01/01/2022,NA,150.81,101.41,28.37,1920
70044229,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΕΖΒ0169,19/09/2021,19/03/2022,ΑΤΤΙΚΗ,19,13.76,3.44,2142
70044229,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΕΖΒ0169,19/03/2021,19/09/2021,ΑΤΤΙΚΗ,19,13.76,3.44,2142
19.215915420000002,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΖΒ0169,18/10/2021,18/04/2022,ΑΤΤΙΚΗ,52.39,36.05,7.49,2142
19.215915420000002,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΖΒ0169,18/04/2021,18/10/2021,ΑΤΤΙΚΗ,52.39,36.05,7.49,2142
P0132068227,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΜΥ717,02/11/2021,02/05/2022,ΛΕΣΒΟΥ,46.12,34.29,7.56,418
P0132037729,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΜΥ717,30/04/2021,30/10/2021,ΛΕΣΒΟΥ,46.12,34.29,7.56,418
1432681,AXA,ΖΩΗΣ,NA,01/05/2021,01/06/2021,NA,284.17,188.17,13.8,2233
1432681,AXA,ΖΩΗΣ,NA,01/04/2021,01/05/2021,NA,284.17,188.17,13.8,2233
1432681,AXA,ΖΩΗΣ,NA,01/11/2021,01/12/2021,NA,284.17,188.17,13.8,2233
1432681,AXA,ΖΩΗΣ,NA,01/06/2021,01/07/2021,NA,284.17,188.17,13.8,2233
1432681,AXA,ΖΩΗΣ,NA,01/02/2021,01/03/2021,NA,284.17,188.17,13.8,2233
1432681,AXA,ΖΩΗΣ,NA,01/08/2021,01/09/2021,NA,284.17,188.17,13.8,2233
1432681,AXA,ΖΩΗΣ,NA,01/09/2021,01/10/2021,NA,284.17,188.17,13.8,2233
1432681,AXA,ΖΩΗΣ,NA,01/03/2021,01/04/2021,NA,284.17,188.17,13.8,2233
1432681,AXA,ΖΩΗΣ,NA,01/01/2021,01/02/2021,NA,270.05,178.96,13.14,2233
1432681,AXA,ΖΩΗΣ,NA,01/10/2021,01/11/2021,NA,284.17,188.17,13.8,2233
1432681,AXA,ΖΩΗΣ,NA,01/12/2021,01/01/2022,NA,284.17,188.17,27.6,2233
1432681,AXA,ΖΩΗΣ,NA,01/07/2021,01/08/2021,NA,284.17,188.17,13.8,2233
19.21818712,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΡΜ0490,18/02/2021,18/02/2022,ΑΤΤΙΚΗ,86.7,59.62,12.51,2246
31229540,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΜΟ8029,19/08/2021,19/08/2022,ΑΤΤΙΚΗ,264.31,181.19,39.86,1991
1654138,ΑΤΛΑΝΤΙΚΗ ΕΝΩΣΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΡ8845,10/06/2021,10/06/2022,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,147.5,99.7,17.04,1221
30457374,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΜ2627,05/03/2021,05/09/2021,NA,150.72,103.32,22.73,1894
19013743844,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΥ0026,21/09/2021,21/09/2022,NA,55,37.28,8.2,1894
30591690,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΜ7512,24/07/2021,24/07/2022,NA,194.99,133.61,29.39,1894
30457374,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΜ2627,05/09/2021,05/03/2022,NA,148.23,101.64,22.36,1894
30613234,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΠΥΡΟΣ,NA,12/01/2021,12/01/2022,NA,84.78,63.86,12.03,1894
31294198,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΖ9490,05/10/2021,05/04/2022,ΑΤΤΙΚΗ,109.24,74.9,16.48,1860
31294198,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΖ9490,05/04/2021,05/10/2021,ΑΤΤΙΚΗ,110.72,75.92,16.7,1860
19.21359249,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΗΚ0188,30/11/2021,30/05/2022,ΑΤΤΙΚΗ,46.73,32.12,6.67,76
19.21359249,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΗΚ0188,30/05/2021,30/11/2021,ΑΤΤΙΚΗ,46.73,32.12,6.67,76
21881767,ALLIANZ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΜΜ1627,18/01/2021,18/01/2022,ΑΤΤΙΚΗ,247.57,176.76,33.57,1124
19.21547125,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΟΖΡ0296,24/02/2021,24/02/2022,ΑΤΤΙΚΗ,122.18,84.08,17.5,1124
11458633,GENERALI,ΑΣΤΙΚΗΣ ΕΥΘΥΝΗΣ,NA,08/11/2021,08/11/2022,ΑΤΤΙΚΗ,146.51,110.78,23.26,1843
19.219243250000002,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΚΧ94,29/07/2021,29/07/2022,ΑΤΤΙΚΗ,130.14,88.84,17.81,1016
19.21559607,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΥΙ0979,10/03/2021,10/09/2021,ΑΤΤΙΚΗ,49.39,33.97,7.06,296
19.21559607,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΥΙ0979,10/09/2021,10/03/2022,ΑΤΤΙΚΗ,49.39,33.97,7.06,296
31366819,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΧΧ9676,30/12/2021,30/12/2022,ΑΧΑΪΑΣ,162.97,111.82,24.6,2000
