N_Policy,Company,Category,Char,Started,Expired,District,Gender,Gross,Net,Commissions,id
M20230547499-1,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΖΗΕ9073,09/05/2023,09/05/2024,ΑΤΤΙΚΗΣ,1,105.73,90.9,11.36,1009
517966,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΗΕ9073,09/05/2023,09/05/2024,ΑΤΤΙΚΗΣ,1,4,2.9,0.38,1009
927977,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΗΕ9073,09/05/2023,09/05/2024,ΑΤΤΙΚΗΣ,1,22,15.3,0.61,1009
690192,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΜΑ6644,12/12/2023,12/12/2024,ΑΤΤΙΚΗΣ,0,4,2.9,0.38,1564
967688,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΜΑ6644,12/12/2023,12/12/2024,ΑΤΤΙΚΗΣ,0,24,16.7,4.34,1564
33803393,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΜΑ6644,12/12/2023,12/12/2024,ΑΤΤΙΚΗΣ,0,193.63,132.66,14.59,1564
458905,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΚΗ4561,03/03/2023,03/03/2024,ΑΤΤΙΚΗΣ,1,5,3.62,0.87,1055
198532,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΖΚΗ4561,03/03/2023,03/03/2024,ΑΤΤΙΚΗΣ,1,3,2.01,0.48,1055
32636925,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΗ4561,03/03/2023,03/03/2024,ΑΤΤΙΚΗΣ,1,173.85,118.88,13.08,1055
913003,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΚΗ4561,03/03/2023,03/03/2024,ΑΤΤΙΚΗΣ,1,22,15.3,0.61,1055
934653,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΑΖΚ3049,15/06/2023,15/06/2024,ΑΧΑΙΑΣ,0,22,15.3,0.61,1506
33596249,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΑΖΚ3049,15/06/2023,15/06/2024,ΑΧΑΙΑΣ,0,210.7,144.24,15.87,1506
547162,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΑΖΚ3049,15/06/2023,15/06/2024,ΑΧΑΙΑΣ,0,4,2.9,0.38,1506
61416249,GROUPAMA,ΑΥΤΟΚΙΝΗΤΟ,ΖΧΜ1638,17/12/2023,17/12/2024,ΑΤΤΙΚΗΣ,1,242.69,173.16,40.36,1158
965589,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΧΜ1638,17/12/2023,17/12/2024,ΑΤΤΙΚΗΣ,1,24,16.7,4.34,1158
680887,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΧΜ1638,17/12/2023,17/12/2024,ΑΤΤΙΚΗΣ,1,5,3.62,0.87,1158
19669,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΖΧΜ1638,17/12/2023,17/12/2024,ΑΤΤΙΚΗΣ,1,20,13.59,2.04,1158
40342,HELVETIA Global Solutions Ltd,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΙΟΑ5808,29/12/2023,29/12/2024,ΑΤΤΙΚΗΣ,NA,20,13.59,2.04,1579
970892,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΟΑ5808,29/12/2023,29/12/2024,ΑΤΤΙΚΗΣ,NA,24,16.7,4.34,1579
64684061,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΟ,ΙΟΑ5808,29/12/2023,29/12/2024,ΑΤΤΙΚΗΣ,NA,210.87,150.9,37.73,1579
32571730,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΑΧΜ1013,01/01/2023,01/01/2024,ΑΧΑΙΑΣ,1,117.65,80.53,8.86,661
184593,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΑΧΜ1013,01/01/2023,01/01/2024,ΑΧΑΙΑΣ,1,3,2.01,0.48,661
884863,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΑΧΜ1013,01/01/2023,01/01/2024,ΑΧΑΙΑΣ,1,20,13.91,0.63,661
413606,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΑΧΜ1013,01/01/2023,01/01/2024,ΑΧΑΙΑΣ,1,5,3.62,0.87,661
33003850,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΑΗΖ4355,01/02/2023,01/02/2024,ΞΑΝΘΗΣ,1,109.27,74.78,8.23,1131
441219,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΑΗΖ4355,01/02/2023,01/02/2024,ΞΑΝΘΗΣ,1,5,3.62,0.87,1131
905586,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΑΗΖ4355,01/02/2023,01/02/2024,ΞΑΝΘΗΣ,1,20,13.91,0.63,1131
252227,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΥΡΟ8522,09/11/2023,09/11/2024,ΑΤΤΙΚΗΣ,1,3,2.01,0.48,636
659800,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΡΟ8522,09/11/2023,09/11/2024,ΑΤΤΙΚΗΣ,1,4,2.9,0.38,636
960785,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΡΟ8522,09/11/2023,09/11/2024,ΑΤΤΙΚΗΣ,1,24,16.7,4.34,636
1901886,ΑΤΛΑΝΤΙΚΗ ΕΝΩΣΗ,ΑΥΤΟΚΙΝΗΤΟ,ΥΡΟ8522,09/11/2023,09/11/2024,ΑΤΤΙΚΗΣ,1,168,113.21,14.72,636
414104,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΗΖ4866,27/01/2023,27/04/2023,ΑΤΤΙΚΗΣ,2,1.25,0.91,0.22,464
916248,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΗΖ4866,27/04/2023,27/07/2023,ΑΤΤΙΚΗΣ,2,5.5,3.82,0.15,464
33215587,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΖ4866,27/04/2023,27/07/2023,ΑΤΤΙΚΗΣ,2,56.35,38.52,4.24,464
885761,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΗΖ4866,27/01/2023,27/04/2023,ΑΤΤΙΚΗΣ,2,5,3.48,0.16,464
33215587,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΖ4866,27/10/2023,27/01/2024,ΑΤΤΙΚΗΣ,2,56.81,38.85,4.27,464
475404,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΗΖ4866,27/04/2023,27/07/2023,ΑΤΤΙΚΗΣ,2,1.25,0.91,0.22,464
543000,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΗΖ4866,27/07/2023,27/10/2023,ΑΤΤΙΚΗΣ,2,1.25,0.91,0.22,464
33215587,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΖ4866,27/01/2023,27/04/2023,ΑΤΤΙΚΗΣ,2,55.87,38.2,4.2,464
609572,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΗΖ4866,27/10/2023,27/01/2024,ΑΤΤΙΚΗΣ,2,1.25,0.91,0.22,464
934109,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΗΖ4866,27/07/2023,27/10/2023,ΑΤΤΙΚΗΣ,2,6,4.18,1.09,464
950083,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΗΖ4866,27/10/2023,27/01/2024,ΑΤΤΙΚΗΣ,2,6,4.18,1.09,464
33215587,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΖ4866,27/07/2023,27/10/2023,ΑΤΤΙΚΗΣ,2,56.81,38.85,4.27,464
937501,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΡΙΚ6470,09/07/2023,09/01/2024,ΛΑΡΙΣΑΣ,1,12,8.34,0.29,932
888250,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΡΙΚ6470,08/01/2023,08/07/2023,ΛΑΡΙΣΑΣ,1,10,6.96,0.31,932
M20220733119-3,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΡΙΚ6470,09/07/2023,09/01/2024,ΛΑΡΙΣΑΣ,1,47.88,41.29,5.16,932
M20220733119-2,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΡΙΚ6470,08/01/2023,08/07/2023,ΛΑΡΙΣΑΣ,1,45.6,39.32,4.92,932
434388,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΖΖΚ7207,20/11/2023,20/05/2024,ΒΟΙΩΤΙΑΣ,1,10,6.8,1.02,1207
641580,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΖΚ7207,20/11/2023,20/05/2024,ΒΟΙΩΤΙΑΣ,1,2.5,1.81,0.43,1207
P0132132835,AIG,ΑΥΤΟΚΙΝΗΤΟ,ΖΖΚ7207,20/05/2023,20/11/2023,ΒΟΙΩΤΙΑΣ,1,60.65,45.04,10.36,1207
207984,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΖΖΚ7207,20/05/2023,20/11/2023,ΒΟΙΩΤΙΑΣ,1,1.5,1,0.24,1207
921815,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΖΚ7207,20/05/2023,20/11/2023,ΒΟΙΩΤΙΑΣ,1,11,7.66,0.31,1207
P0132132835,AIG,ΑΥΤΟΚΙΝΗΤΟ,ΖΖΚ7207,20/11/2023,20/05/2024,ΒΟΙΩΤΙΑΣ,1,59.84,44.44,10.22,1207
493660,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΖΚ7207,20/05/2023,20/11/2023,ΒΟΙΩΤΙΑΣ,1,2.5,1.81,0.43,1207
327218,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΖΖΚ7207,20/05/2023,20/11/2023,ΒΟΙΩΤΙΑΣ,1,9,6.12,0.92,1207
248539,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΖΖΚ7207,20/11/2023,20/05/2024,ΒΟΙΩΤΙΑΣ,1,1.5,1,0.24,1207
958010,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΖΚ7207,20/11/2023,20/05/2024,ΒΟΙΩΤΙΑΣ,1,12,8.34,2.17,1207
HGR2023946284915177-1,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΡΙΝ0581,05/08/2023,05/02/2024,ΛΑΡΙΣΑΣ,0,19.97,17.19,2.15,1152
33038978,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΖΚ7211,28/02/2023,28/02/2024,ΛΑΡΙΣΑΣ,1,100.48,68.79,7.57,1152
443196,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΖΚ7211,28/02/2023,28/02/2024,ΛΑΡΙΣΑΣ,1,5,3.62,0.87,1152
906195,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΖΚ7211,28/02/2023,28/02/2024,ΛΑΡΙΣΑΣ,1,20,13.91,0.63,1152
588602,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΒΝ6229,11/09/2023,11/09/2024,ΑΤΤΙΚΗΣ,1,5,3.62,0.87,872
32846128,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΒΝ6229,11/09/2023,11/09/2024,ΑΤΤΙΚΗΣ,1,212.22,145.72,16.03,872
33491810,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΤΥ5686,13/03/2023,13/03/2024,ΑΤΤΙΚΗΣ,1,254.96,174.93,19.24,457
479618,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΤΥ5686,13/03/2023,13/03/2024,ΑΤΤΙΚΗΣ,1,4,2.9,0.38,457
917385,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΤΥ5686,13/03/2023,13/03/2024,ΑΤΤΙΚΗΣ,1,20,13.91,0.63,457
949922,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΕΥ3348,04/09/2023,04/12/2023,ΑΤΤΙΚΗΣ,0,6,4.18,1.09,1537
33688846,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΕΥ3348,04/09/2023,04/12/2023,ΑΤΤΙΚΗΣ,0,56.26,38.48,4.23,1537
608311,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΕΥ3348,04/09/2023,04/12/2023,ΑΤΤΙΚΗΣ,0,1,0.72,0.09,1537
958142,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΜΡ5232,07/11/2023,07/05/2024,ΑΤΤΙΚΗΣ,1,12,8.34,2.17,167
435100,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΥΜΡ5232,07/11/2023,07/05/2024,ΑΤΤΙΚΗΣ,1,10,6.8,1.02,167
911296,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΜΡ5232,06/02/2023,06/05/2023,ΑΤΤΙΚΗΣ,1,5,3.48,0.16,167
296199,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΥΜΡ5232,06/02/2023,06/05/2023,ΑΤΤΙΚΗΣ,1,4.5,3.05,0.46,167
642479,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΜΡ5232,07/11/2023,07/05/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,167
11407775,ΔΥΝΑΜΙΣ,ΑΥΤΟΚΙΝΗΤΟ,ΥΜΡ5232,06/02/2023,06/05/2023,ΑΤΤΙΚΗΣ,1,49.78,32.69,7.21,167
19015879202,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΟ,ΥΜΡ5232,06/02/2023,06/05/2023,ΑΤΤΙΚΗΣ,1,67,45.04,10.97,167
M20230549365-2,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΥΜΡ5232,07/11/2023,07/05/2024,ΑΤΤΙΚΗΣ,1,71.02,61,7.63,167
960547,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΥΥ9022,27/12/2023,27/12/2024,ΑΤΤΙΚΗΣ,1,24,16.7,4.34,218
657643,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΥΥ9022,27/12/2023,27/12/2024,ΑΤΤΙΚΗΣ,1,5,3.62,0.87,218
33394047,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΥΥ9022,27/12/2023,27/12/2024,ΑΤΤΙΚΗΣ,1,211.72,145.04,15.95,218
905928,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΥΚ7739,17/02/2023,17/05/2023,ΑΤΤΙΚΗΣ,1,5,3.48,0.16,244
442712,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΥΚ7739,17/02/2023,17/05/2023,ΑΤΤΙΚΗΣ,1,1.25,0.91,0.22,244
32918400,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΥΚ7739,17/02/2023,17/05/2023,ΑΤΤΙΚΗΣ,1,54.76,37.44,4.12,244
593161,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΜΧ9746,29/09/2023,29/09/2024,ΗΛΕΙΑΣ,1,5,3.62,0.87,1071
234881,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΖΜΧ9746,29/09/2023,29/09/2024,ΗΛΕΙΑΣ,1,3,2.01,0.48,1071
396828,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΖΜΧ9746,29/09/2023,29/09/2024,ΗΛΕΙΑΣ,1,20,13.59,2.04,1071
P0132122519,AIG,ΑΥΤΟΚΙΝΗΤΟ,ΖΜΧ9746,29/09/2023,29/09/2024,ΗΛΕΙΑΣ,1,87.22,64.83,14.91,1071
945513,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΜΧ9746,29/09/2023,29/09/2024,ΗΛΕΙΑΣ,1,24,16.7,4.34,1071
439666,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΕΜΗ8713,15/01/2023,15/01/2024,ΚΥΚΛΑΔΩΝ,1,4,2.9,0.38,615
1800783,ΑΤΛΑΝΤΙΚΗ ΕΝΩΣΗ,ΑΥΤΟΚΙΝΗΤΟ,ΕΜΗ8713,15/01/2023,15/01/2024,ΚΥΚΛΑΔΩΝ,1,99,66.33,8.62,615
33718004,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΑΧΤ2788,04/10/2023,04/04/2024,ΑΧΑΙΑΣ,0,97.25,66.54,7.32,1542
629295,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΑΧΤ2788,04/10/2023,04/04/2024,ΑΧΑΙΑΣ,0,2,1.45,0.19,1542
955048,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΑΧΤ2788,04/10/2023,04/04/2024,ΑΧΑΙΑΣ,0,12,8.34,2.17,1542
33655412,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΕ8714,07/08/2023,07/02/2024,ΑΤΤΙΚΗΣ,1,107.59,73.51,8.09,193
584280,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΗΕ8714,07/08/2023,07/02/2024,ΑΤΤΙΚΗΣ,1,2,1.45,0.19,193
439143,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΗΕ8714,07/02/2023,07/08/2023,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,193
5136895,Eurolife FFH,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΕ8714,07/08/2023,07/02/2024,ΑΤΤΙΚΗΣ,1,115.04,78.76,18.9,193
285360,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΥΗΕ8714,07/02/2023,07/08/2023,ΑΤΤΙΚΗΣ,1,10,6.8,1.02,193
5136895,Eurolife FFH,ΑΥΤΟΚΙΝΗΤΟ,ΥΗΕ8714,07/02/2023,07/08/2023,ΑΤΤΙΚΗΣ,1,111.35,76.23,18.3,193
193283,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΥΗΕ8714,07/02/2023,07/08/2023,ΑΤΤΙΚΗΣ,1,1.5,1,0.24,193
944059,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΥΗΕ8714,07/08/2023,07/02/2024,ΑΤΤΙΚΗΣ,1,12,8.34,2.17,193
33531837,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΖΡ8885,15/04/2023,15/07/2023,ΚΟΡΙΝΘΙΑΣ,1,39.89,27.24,3,740
33050459,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΑ7505,14/03/2023,14/09/2023,ΑΤΤΙΚΗΣ,1,73.09,49.88,5.49,599
912887,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΚΑ7505,14/03/2023,14/09/2023,ΑΤΤΙΚΗΣ,1,11,7.66,0.31,599
954228,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΝΧ8414,28/09/2023,28/09/2024,ΙΩΑΝΝΙΝΩΝ,0,24,16.7,4.34,1582
422235,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΙΝΧ8414,28/09/2023,28/09/2024,ΙΩΑΝΝΙΝΩΝ,0,20,13.59,2.04,1582
HGR2023408683191218-1,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΙΝΧ8414,28/09/2023,28/09/2024,ΙΩΑΝΝΙΝΩΝ,0,104.01,89.46,11.18,1582
440446,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΚΟ2458,09/02/2023,09/02/2024,ΑΤΤΙΚΗΣ,1,5,3.62,0.87,1139
33022696,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΟ2458,09/02/2023,09/02/2024,ΑΤΤΙΚΗΣ,1,220.72,151.52,16.67,1139
541603,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΡΥ8990,11/07/2023,11/01/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,798
32769474,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΡΥ8990,11/07/2023,11/01/2024,ΑΤΤΙΚΗΣ,1,142.92,98.03,10.78,798
HGR2023641013250900-1,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΖΟΝ466,03/09/2023,03/09/2024,ΑΤΤΙΚΗΣ,0,64.71,55.71,6.96,1625
606949,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΟΝ466,03/09/2023,03/09/2024,ΑΤΤΙΚΗΣ,0,4,2.9,0.38,1625
460204,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΡΡ34,13/02/2023,13/02/2024,ΑΤΤΙΚΗΣ,1,4,2.9,0.38,1336
33457488,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΙΡΡ34,13/02/2023,13/02/2024,ΑΤΤΙΚΗΣ,1,132.08,90.2,9.92,1336
M20230656109-1,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΙΖΜ9941,18/06/2023,18/06/2024,ΑΤΤΙΚΗΣ,0,137.34,118.31,14.79,1336
554127,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΙΖΜ9941,18/06/2023,18/06/2024,ΑΤΤΙΚΗΣ,0,4,2.9,0.38,1336
913139,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΡΡ34,13/02/2023,13/02/2024,ΑΤΤΙΚΗΣ,1,20,13.91,0.63,1336
HGR2023035312183906-1,Hellas Direct,ΑΥΤΟΚΙΝΗΤΟ,ΖΚΝ4341,18/09/2023,18/03/2024,ΑΤΤΙΚΗΣ,0,81.29,70.05,8.76,1336
617458,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΚΝ4341,18/09/2023,18/03/2024,ΑΤΤΙΚΗΣ,0,2,1.45,0.19,1336
938120,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΙΖΜ9941,18/06/2023,18/06/2024,ΑΤΤΙΚΗΣ,0,22,15.3,0.61,1336
952570,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΚΝ4341,18/09/2023,18/03/2024,ΑΤΤΙΚΗΣ,0,12,8.34,2.17,1336
633640,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΡΡ6092,20/11/2023,20/05/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,771
494620,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΥΡΡ6092,20/05/2023,20/11/2023,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,771
32712419,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΡΡ6092,20/05/2023,20/11/2023,ΑΤΤΙΚΗΣ,1,130.07,89.33,9.83,771
32712419,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΥΡΡ6092,20/11/2023,20/05/2024,ΑΤΤΙΚΗΣ,1,134.07,92.05,10.13,771
19.225746180000002,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΟ,ΑΙΑ8252,27/01/2023,27/01/2024,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,108.78,74.65,18.26,1392
449150,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΑΙΑ8252,27/01/2023,27/01/2024,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,4,2.9,0.38,1392
195816,INTERASCO,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ),ΑΙΑ8252,27/01/2023,27/01/2024,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,3,2.01,0.48,1392
293334,ETU Forsikring A/S,ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ,ΑΙΑ8252,27/01/2023,27/01/2024,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,18,12.23,1.83,1392
910484,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΑΙΑ8252,27/01/2023,27/01/2024,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,0,20,13.91,0.63,1392
444716,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΖΕ4738,21/01/2023,21/07/2023,ΑΤΤΙΚΗΣ,0,2,1.45,0.19,1453
33434467,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΖΕ4738,21/01/2023,21/07/2023,ΑΤΤΙΚΗΣ,0,112.32,76.89,8.46,1453
933869,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΖΕ4738,21/07/2023,21/01/2024,ΑΤΤΙΚΗΣ,1,12,8.34,0.29,1453
33434467,ANYTIME,ΑΥΤΟΚΙΝΗΤΟ,ΖΖΕ4738,21/07/2023,21/01/2024,ΑΤΤΙΚΗΣ,1,111.36,76.21,8.38,1453
540024,ARAG,ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ,ΖΖΕ4738,21/07/2023,21/01/2024,ΑΤΤΙΚΗΣ,1,2.5,1.81,0.43,1453
907528,EUROP ASSISTANCE,ΟΔΙΚΗ ΒΟΗΘΕΙΑ,ΖΖΕ4738,21/01/2023,21/07/2023,ΑΤΤΙΚΗΣ,0,10,6.96,0.31,1453
