N_Policy,Company,Category,Char,Started,Expired,District,Gross,Net,Commissions,id
19012708806,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΝ2819,24/03/2020,24/09/2020,ΑΤΤΙΚΗ,164,111.06,24.46,1859
19012708806,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΝ2819,24/09/2020,24/03/2021,ΑΤΤΙΚΗ,164,111.06,24.46,1859
19015189607,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΧΜ1638,17/12/2020,17/12/2021,NA,246,166.8,36.7,1158
19015189607,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΧΜ1638,23/12/2020,17/12/2021,NA,173.32,119.27,26.23,1158
19013526395,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΡΜ3019,20/05/2020,20/05/2021,NA,208,140.72,30.96,1970
19013916760,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΗΑΚ3993,06/02/2020,06/02/2021,ΗΛΕΙΑΣ,174,117.64,25.88,2026
11760987,GENERALI,ΑΣΤΙΚΗΣ ΕΥΘΥΝΗΣ,NA,19/08/2020,19/02/2021,NA,115.06,87,18.27,2131
11760987,GENERALI,ΑΣΤΙΚΗΣ ΕΥΘΥΝΗΣ,NA,19/02/2020,19/08/2020,NA,115.06,87,18.27,2131
103730345,ALLIANZ ΕΥΡΩΠΑΙΚΗ ΠΙΣΤΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΒ7883,03/10/2020,03/04/2021,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,138.25,92.74,18.54,2211
30144598,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΖΟ4029,02/04/2020,02/10/2020,ΑΤΤΙΚΗ,123.23,84.45,18.58,1891
30144598,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΖΟ4029,02/10/2020,02/10/2021,ΑΤΤΙΚΗ,239.82,164.35,36.16,1891
19014760883,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΑ6049,15/08/2020,15/11/2020,NA,57,38.43,8.45,2171
19014760883,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΑ6049,15/05/2020,15/08/2020,NA,57,38.43,8.45,2171
31350710,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΜΕ6273,09/12/2020,09/12/2021,ΑΤΤΙΚΗ,131.12,89.47,19.68,1925
6186278,GROUPAMA,ΠΥΡΟΣ,NA,13/11/2020,13/11/2021,ΑΤΤΙΚΗ,251.96,182.49,51.1,2115
19014193732,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΡΙΝ0581,05/08/2020,05/08/2021,NA,47,31.46,6.92,1152
19014583404,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΜΑ8438,23/06/2020,23/06/2021,NA,260,176.23,38.77,1229
1618775,ΑΤΛΑΝΤΙΚΗ ΕΝΩΣΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΕΗ4157,30/12/2020,30/06/2021,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,120.5,79.01,14.1,2243
62048350,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΡΧ1135,15/05/2020,15/08/2020,ΑΤΤΙΚΗ,64.65,47.45,9.59,1811
62048350,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΡΧ1135,15/11/2020,15/02/2021,ΑΤΤΙΚΗ,64.65,47.45,9.59,1811
62048350,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΡΧ1135,15/08/2020,15/11/2020,ΑΤΤΙΚΗ,64.65,47.45,9.59,1811
19012954730,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΜΧ9746,29/03/2020,29/09/2020,NA,119,80.62,17.75,1071
19012954730,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΜΧ9746,29/09/2020,29/03/2021,NA,119,80.62,17.75,1071
5221403,Eurolife FFH,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΧΤ5246,05/02/2020,05/08/2020,ΑΤΤΙΚΗ,136.64,93.62,18.73,36
19.217546410000001,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΖΒ0168,06/05/2020,06/11/2020,ΚΥΚΛΑΔΩΝ,44.94,30.9,6.49,615
P0132009447,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΖΡ8885,15/10/2020,15/04/2021,ΚΟΡΙΝΘΟΥ,112.28,83.98,18.38,740
6168265,GROUPAMA,ΠΥΡΟΣ,NA,11/08/2020,11/08/2021,ΑΤΤΙΚΗ,98.39,71.27,19.96,1913
6177815,GROUPAMA,ΠΥΡΟΣ,NA,16/06/2020,16/12/2020,ΑΤΤΙΚΗ,75.39,54.6,15.29,2013
31342820,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΕΜ7531,01/12/2020,01/12/2021,ΑΤΤΙΚΗ,231.22,158.36,34.84,2013
6177815,GROUPAMA,ΠΥΡΟΣ,NA,16/12/2020,16/06/2021,ΑΤΤΙΚΗ,75.39,54.6,15.29,2013
19.218875220000001,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΜΤΗ623,09/06/2020,09/09/2020,ΛΕΣΒΟΥ,23.24,15.98,3.34,2252
19.21951206,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΜΤΗ623,14/09/2020,14/12/2020,ΛΕΣΒΟΥ,23.24,15.98,3.34,2252
19012618337,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΥΝ4248,24/01/2020,24/07/2020,NA,130,88.09,19.39,1130
19012618337,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΥΝ4248,24/07/2020,24/01/2021,NA,130,88.09,19.39,1130
19014811084,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΟΖ1173,06/01/2020,06/01/2021,ΛΑΣΙΘΙΟΥ,184,124.35,27.36,2094
60991241,GROUPAMA,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΝ5237,23/06/2020,23/12/2020,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,128.78,92.21,17.98,1392
60991241,GROUPAMA,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΝ5237,23/12/2020,23/06/2021,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,128.06,91.68,17.9,1392
19014428118,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΕΕ6265,07/03/2020,07/03/2021,NA,274,186.17,40.96,1436
32211204,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΜΒ8672,22/10/2020,22/04/2021,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,103.8,71.23,15.67,2279
32211204,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΜΒ8672,22/04/2020,22/10/2020,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,106.53,73.09,16.08,2279
P0101844431,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΡ7655,12/06/2020,12/06/2021,ΑΧΑΪΑΣ,175.86,131.31,28.54,2005
5200232588,EUROP  ASSISTANCE,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΖΖΡ7655,12/06/2020,12/06/2021,ΑΧΑΪΑΣ,32.99,28.69,7.17,2005
19.218569259999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΖΤ802,27/10/2020,27/04/2021,ΑΤΤΙΚΗ,52.38,36.04,7.56,2248
19.218569259999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΖΤ802,27/04/2020,27/10/2020,ΑΤΤΙΚΗ,52.38,36.04,7.56,2248
P0101810550,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΖΜ2236,17/04/2020,17/10/2020,NA,55.04,41.39,9,1895
P0101810550,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΖΜ2236,17/10/2020,17/04/2021,NA,56.81,42.88,9.33,1895
19014296751,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΚΖ5328,02/11/2020,02/11/2021,NA,224,152.14,33.47,625
P0124031824,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΜΜ5071,01/07/2020,01/07/2021,ΤΡΙΠΟΛΗΣ,194.51,144.74,31.65,1233
31762659,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΠΥΡΟΣ,NA,14/02/2020,14/02/2021,ΑΤΤΙΚΗ,99.6,71.73,20.08,63
11926941,GENERALI,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΒΜ8151,28/07/2020,28/10/2020,ΑΤΤΙΚΗ,90.26,61.86,12.37,175
50859404,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΜΥ5918,28/01/2020,28/07/2020,ΑΤΤΙΚΗ,220.53,157.35,36.18,1912
50859404,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΜΥ5918,28/07/2020,28/01/2021,ΑΤΤΙΚΗ,226.13,161.62,36.91,1912
50859404,ΕΘΝΙΚΗ Ασφαλιστική,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΙΜΥ5918,28/01/2020,28/07/2020,ΑΤΤΙΚΗ,1.83,1.59,0.11,1912
299954,DAS,ΝΟΜΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,ΥΧΡ 2768,01/03/2020,01/09/2020,ΑΤΤΙΚΗ,11.5,9.09,2.09,75
61963922,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΖ7944,14/04/2020,14/07/2020,ΕΥΒΟΙΑΣ,50.8,36.11,8.3,2302
61963922,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΖ7944,14/07/2020,14/10/2020,ΕΥΒΟΙΑΣ,63.42,46.56,9.39,2302
61963922,ΕΘΝΙΚΗ Ασφαλιστική,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΖΖΖ7944,14/04/2020,14/07/2020,ΕΥΒΟΙΑΣ,9.41,8.18,0.57,2302
61963922,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΖ7944,14/10/2020,14/01/2021,ΕΥΒΟΙΑΣ,63.42,46.56,9.39,2302
19.218099330000001,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΟΖΕ0482,19/02/2020,19/02/2021,ΑΤΤΙΚΗ,95.1,65.62,13.79,734
02066120269,ERGO A.A.E.Z,ΑΥΤΟΚΙΝΗΤΩΝ,ΜΒΙ354,08/05/2020,08/08/2020,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,13,8.5,1.88,2199
19.21662697,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΡ664,09/07/2020,09/10/2020,ΑΤΤΙΚΗ,26.45,18.2,3.81,1824
19.21662697,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΡ664,09/04/2020,09/07/2020,ΑΤΤΙΚΗ,26.45,18.2,3.81,1824
19.21662697,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΡ664,09/10/2020,09/01/2021,ΑΤΤΙΚΗ,26.45,18.2,3.81,1824
19.21662697,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΡ664,09/01/2020,09/04/2020,ΑΤΤΙΚΗ,26.4,18.24,3.82,1824
19.216066260000002,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΚΝ257,08/05/2020,08/05/2021,ΑΤΤΙΚΗ,89.69,61.69,12.94,1824
61652269,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΡΤ9486,26/05/2020,26/11/2020,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,90.22,64.5,14.63,2185
61652269,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΡΤ9486,26/11/2020,26/05/2021,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,87.33,62.46,14.16,2185
19013511162,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΖΜ8220,11/05/2020,11/05/2021,NA,228,154.62,34.02,763
5218359,Eurolife FFH,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΜ2174,23/07/2020,23/01/2021,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,94.78,65.05,13.01,1391
5218359,Eurolife FFH,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΜ2174,23/01/2020,23/07/2020,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,92.33,63.38,12.67,1391
215133493,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΚ0020,27/10/2020,27/04/2021,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,88,59.72,13.14,2270
214898154,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΚ0020,26/04/2020,26/10/2020,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,88,59.72,13.14,2270
6185823,GROUPAMA,ΠΥΡΟΣ,NA,03/11/2020,03/11/2021,NA,110.05,79.7,22.32,2114
501045-9,GENERALI,ΖΩΗΣ,NA,01/10/2020,01/09/2021,NA,81.58,71.49,7.64,2114
P0101902163,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΗΡ3617,14/02/2020,14/02/2021,ΑΤΤΙΚΗ,236.11,176.04,38.74,2341
19.217365770000001,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΕΕ0582,12/01/2020,12/04/2020,NA,25.54,17.64,3.7,2155
19.217365770000001,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΕΕ0582,12/04/2020,12/07/2020,NA,25.59,17.6,3.69,2155
19.219134400000002,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΒΡΥ394,15/07/2020,15/01/2021,ΑΤΤΙΚΗ,67.43,46.4,9.74,575
19.218518069999998,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΒΡΥ394,15/04/2020,15/07/2020,ΑΤΤΙΚΗ,35.93,24.72,5.2,575
31148345,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΧΒ7275,30/04/2020,30/10/2020,ΑΤΤΙΚΗ,131.81,90.16,19.84,1928
31148345,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΧΒ7275,30/10/2020,30/04/2021,ΑΤΤΙΚΗ,129.85,88.87,19.55,1928
62571393,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΧΑΖ8221,09/12/2020,09/06/2021,ΕΥΒΟΙΑΣ,88.08,62.96,14.23,2331
62571401,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΧΑΗ1584,09/12/2020,09/06/2021,ΕΥΒΟΙΑΣ,92.65,66.18,14.98,2331
11307043,ΔΥΝΑΜΙΣ,ΑΥΤΟΚΙΝΗΤΩΝ,ΧΑΥ0875,29/12/2020,29/06/2021,ΕΥΒΟΙΑΣ,34.32,22.56,4.51,2218
19.219777050000001,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΧΥ8033,24/10/2020,24/04/2021,ΕΥΒΟΙΑΣ,98.58,67.53,14.19,2259
62164116,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΕ1841,19/06/2020,19/06/2021,ΑΙΤΩΛΟΚΑΡΝΑΝΙΑ,166.69,119.16,27.04,2310
11596339,GENERALI,ΑΥΤΟΚΙΝΗΤΩΝ,ΒΕ8515,27/10/2020,27/10/2021,ΑΤΤΙΚΗ,58.37,39.81,7.96,606
59767186,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΒΤ7153,08/02/2020,08/08/2020,ΑΤΤΙΚΗ,137.61,98.17,22.58,691
59767186,ΕΘΝΙΚΗ Ασφαλιστική,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΙΒΤ7153,08/02/2020,08/08/2020,ΑΤΤΙΚΗ,20.91,18.18,1.27,691
59767186,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΒΤ7153,08/08/2020,08/02/2021,ΑΤΤΙΚΗ,168.17,123.22,25.44,691
61067281,GROUPAMA,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΥΝ2297,29/05/2020,29/11/2020,ΑΤΤΙΚΗ,167.33,119.54,24.07,2112
61067281,GROUPAMA,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΥΝ2297,29/11/2020,29/05/2021,ΑΤΤΙΚΗ,164.58,117.58,23.67,2112
31144764,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΖΗ4095,01/11/2020,01/11/2021,ΑΤΤΙΚΗ,225.05,154.23,33.93,1878
62496740,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΚΤ4916,27/10/2020,27/01/2021,ΗΛΕΙΑΣ,56.56,41.79,8.31,2324
19014955444,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΟ0796,18/05/2020,18/11/2020,NA,37,24.98,5.5,496
19014955444,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΙΟ0796,18/11/2020,18/05/2021,NA,37,24.98,5.5,496
214991427,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΗΝΖ0238,01/07/2020,01/01/2021,NA,29,19.42,4.28,2195
02063445358,ERGO A.A.E.Z,ΑΥΤΟΚΙΝΗΤΩΝ,ΗΝΖ238,01/01/2020,01/07/2020,NA,40,27.16,5.97,2195
70036815,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΧΤΝ745,23/02/2020,23/02/2021,ΑΤΤΙΚΗ,36,26.08,6.52,525
ΣΩ7858,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΧΗ1715,26/03/2020,26/06/2020,ΑΤΤΙΚΗ,50,33.34,6.67,2193
ΤΓ2217,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΧΗ1715,26/06/2020,26/09/2020,ΑΤΤΙΚΗ,50,33.34,6.67,2193
ΤΘ2117,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΧΗ1715,26/12/2020,26/03/2021,ΑΤΤΙΚΗ,50,33.34,6.67,2193
ΤΕ5306,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΧΗ1715,26/09/2020,26/12/2020,ΑΤΤΙΚΗ,50,33.34,6.67,2193
8170006892,ΕΥΡΩΠΗ ΑΕΓΑ,ΠΥΡΟΣ,NA,31/12/2020,31/12/2021,NA,100.61,69.69,17.44,1920
31331486,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΒΜ3676,06/12/2020,06/12/2021,NA,196.38,134.59,29.61,1920
31276349,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΑΥΤΟΚΙΝΗΤΩΝ,ΟΑΜ132,13/09/2020,13/09/2021,NA,111.9,77.01,16.94,1920
7179800187,INTERASCO,ΠΥΡΟΣ,NA,01/01/2020,01/01/2021,NA,149.74,100.68,28.15,1920
70044229,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΕΖΒ0169,19/03/2020,19/09/2020,ΑΤΤΙΚΗ,19,13.76,3.44,2142
19.215915420000002,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΖΒ0169,18/04/2020,18/10/2020,ΑΤΤΙΚΗ,52.38,36.04,7.56,2142
70044229,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΕΖΒ0169,19/09/2020,19/03/2021,ΑΤΤΙΚΗ,19,13.76,3.44,2142
19.215915420000002,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΖΒ0169,18/10/2020,18/04/2021,ΑΤΤΙΚΗ,52.38,36.04,7.56,2142
P0124155365,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΜΥ717,25/04/2020,25/10/2020,ΛΕΣΒΟΥ,47.41,35.18,7.75,418
P0124155365,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΜΥ717,25/10/2020,25/04/2021,ΛΕΣΒΟΥ,46.7,34.73,7.66,418
