N_Policy,Company,Category,Char,Started,Expired,District,Gross,Net,Commissions,id
6189695,GROUPAMA,ΖΩΗΣ,NA,13/01/2024,13/01/2025,ΑΤΤΙΚΗ,162.38,141.2,35.3,2139
6202203,GROUPAMA,ΖΩΗΣ,NA,08/06/2024,08/09/2024,ΑΤΤΙΚΗ,99.71,84.79,21.52,2139
6202203,GROUPAMA,ΖΩΗΣ,NA,08/03/2024,08/06/2024,ΑΤΤΙΚΗ,99.71,84.79,21.52,2139
DCI-240100006,HDI,ΖΩΗΣ,NA,16/01/2024,16/02/2024,ΑΤΤΙΚΗ,174.14,149.25,19.4,2139
50070112,GENERALI,ΖΩΗΣ,NA,27/05/2024,27/06/2024,ΑΤΤΙΚΗ,57.64,57.35,0,2139
6171303,GROUPAMA,ΖΩΗΣ,NA,05/01/2024,05/04/2024,ΑΤΤΙΚΗ,86.61,73.65,14.56,2139
6189696,GROUPAMA,ΖΩΗΣ,NA,14/01/2024,14/01/2025,ΑΤΤΙΚΗ,357.66,311.01,78.75,2139
6192976,GROUPAMA,ΖΩΗΣ,NA,27/06/2024,27/06/2025,ΑΤΤΙΚΗ,162.38,141.2,35.3,2139
DCI-240100006,HDI,ΖΩΗΣ,NA,16/02/2024,16/03/2024,ΑΤΤΙΚΗ,174.14,149.25,19.4,2139
6198138,GROUPAMA,ΖΩΗΣ,NA,27/03/2024,27/03/2025,ΑΤΤΙΚΗ,162.38,141.2,35.3,2139
6175799,GROUPAMA,ΖΩΗΣ,NA,07/02/2024,07/02/2025,ΑΤΤΙΚΗ,67.23,50.84,12.71,2139
DCI-231100014,HDI,ΖΩΗΣ,NA,06/04/2024,06/05/2024,ΑΤΤΙΚΗ,221.48,190.41,24.75,2139
6175638,GROUPAMA,ΖΩΗΣ,NA,31/01/2024,31/01/2025,ΑΤΤΙΚΗ,67.23,50.84,12.71,2139
6175637,GROUPAMA,ΖΩΗΣ,NA,30/04/2024,31/07/2024,ΑΤΤΙΚΗ,93.1,79.18,15.66,2139
16292211,ΕΘΝΙΚΗ Ασφαλιστική,ΖΩΗΣ,NA,10/05/2024,10/06/2024,ΑΤΤΙΚΗ,55.56,48.31,13.05,2139
6204530,GROUPAMA,ΖΩΗΣ,NA,22/04/2024,22/04/2025,ΑΤΤΙΚΗ,415.43,361.25,107.36,2139
6204958,GROUPAMA,ΖΩΗΣ,NA,10/06/2024,10/09/2024,ΑΤΤΙΚΗ,106.19,90.31,27.18,2139
6171303,GROUPAMA,ΖΩΗΣ,NA,05/04/2024,05/07/2024,ΑΤΤΙΚΗ,86.61,73.65,14.56,2139
6191520,GROUPAMA,ΖΩΗΣ,NA,01/03/2024,01/06/2024,ΑΤΤΙΚΗ,83.58,71.08,17.95,2139
DCI-231100014,HDI,ΖΩΗΣ,NA,06/02/2024,06/03/2024,ΑΤΤΙΚΗ,221.48,190.41,24.75,2139
5073,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ,ΖΩΗΣ,NA,17/06/2024,17/06/2025,ΑΤΤΙΚΗ,158.01,124,29.31,2139
16063463,ΕΘΝΙΚΗ Ασφαλιστική,ΖΩΗΣ,NA,13/03/2024,13/04/2024,ΑΤΤΙΚΗ,46.87,40.76,6.75,2139
DCI-240100006,HDI,ΖΩΗΣ,NA,16/06/2024,16/07/2024,ΑΤΤΙΚΗ,174.14,149.25,19.4,2139
4987,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ,ΖΩΗΣ,NA,14/02/2024,14/02/2025,ΑΤΤΙΚΗ,158.01,124,29.31,2139
11529325,GENERALI,ΖΩΗΣ,NA,24/06/2024,24/07/2024,ΑΤΤΙΚΗ,48.33,38.21,5.53,2139
16063463,ΕΘΝΙΚΗ Ασφαλιστική,ΖΩΗΣ,NA,13/04/2024,13/05/2024,ΑΤΤΙΚΗ,46.87,40.76,6.75,2139
13762927,ΕΘΝΙΚΗ Ασφαλιστική,ΖΩΗΣ,NA,07/05/2024,07/05/2025,ΑΤΤΙΚΗ,246.86,214.66,36.49,2139
DCI-231100014,HDI,ΖΩΗΣ,NA,06/06/2024,06/07/2024,ΑΤΤΙΚΗ,221.48,190.41,24.75,2139
6192975,GROUPAMA,ΖΩΗΣ,NA,23/06/2024,23/12/2024,ΑΤΤΙΚΗ,199.49,171.41,43.51,2139
6192877,GROUPAMA,ΖΩΗΣ,NA,20/04/2024,20/07/2024,ΑΤΤΙΚΗ,92.24,78.45,19.87,2139
6170533,GROUPAMA,ΖΩΗΣ,NA,30/04/2024,30/04/2025,ΑΤΤΙΚΗ,67.23,50.84,12.71,2139
50070112,GENERALI,ΖΩΗΣ,NA,27/01/2024,27/02/2024,ΑΤΤΙΚΗ,57.64,57.35,0,2139
6175637,GROUPAMA,ΖΩΗΣ,NA,31/01/2024,30/04/2024,ΑΤΤΙΚΗ,93.1,79.18,15.66,2139
6199737,GROUPAMA,ΖΩΗΣ,NA,21/06/2024,21/09/2024,ΑΤΤΙΚΗ,106.01,90.15,22.91,2139
15656374,ΕΘΝΙΚΗ Ασφαλιστική,ΖΩΗΣ,NA,30/06/2024,30/09/2024,ΑΤΤΙΚΗ,42.68,37.11,9.65,2139
DCI-231100014,HDI,ΖΩΗΣ,NA,06/05/2024,06/06/2024,ΑΤΤΙΚΗ,221.48,190.41,24.75,2139
6196960,GROUPAMA,ΖΩΗΣ,NA,08/02/2024,08/02/2025,ΑΤΤΙΚΗ,360.85,313.78,79.47,2139
15573546,ΕΘΝΙΚΗ Ασφαλιστική,ΖΩΗΣ,NA,01/05/2024,01/11/2024,ΑΤΤΙΚΗ,117.77,102.41,26.63,2139
16292211,ΕΘΝΙΚΗ Ασφαλιστική,ΖΩΗΣ,NA,10/06/2024,10/07/2024,ΑΤΤΙΚΗ,55.56,48.31,13.05,2139
15656374,ΕΘΝΙΚΗ Ασφαλιστική,ΖΩΗΣ,NA,31/03/2024,30/06/2024,ΑΤΤΙΚΗ,42.68,37.11,9.65,2139
6199737,GROUPAMA,ΖΩΗΣ,NA,21/03/2024,21/06/2024,ΑΤΤΙΚΗ,96.99,82.49,20.92,2139
11529325,GENERALI,ΖΩΗΣ,NA,24/05/2024,24/06/2024,ΑΤΤΙΚΗ,48.33,38.21,5.53,2139
5054,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ,ΖΩΗΣ,NA,15/05/2024,15/05/2025,ΑΤΤΙΚΗ,158.01,124,29.05,2139
6192877,GROUPAMA,ΖΩΗΣ,NA,20/01/2024,20/04/2024,ΑΤΤΙΚΗ,92.24,78.45,19.87,2139
5040,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ,ΖΩΗΣ,NA,24/04/2024,24/07/2024,ΑΤΤΙΚΗ,52.01,31,7.33,2139
16292211,ΕΘΝΙΚΗ Ασφαλιστική,ΖΩΗΣ,NA,10/04/2024,10/05/2024,ΑΤΤΙΚΗ,55.56,48.31,13.05,2139
6196509,GROUPAMA,ΖΩΗΣ,NA,30/04/2024,31/07/2024,ΑΤΤΙΚΗ,92.24,78.45,19.87,2139
19016050504,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΖΗ9560,28/01/2024,28/04/2024,ΑΤΤΙΚΗ,335,229.19,50.43,1055
02082142826,ERGO A.A.E.Z,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΝ2819,29/03/2024,29/06/2024,ΑΤΤΙΚΗ,98,69.19,14.47,1859
02082142826,ERGO A.A.E.Z,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΝ2819,29/06/2024,29/09/2024,ΑΤΤΙΚΗ,98,69.18,14.46,1859
21887153,ALLIANZ,ΑΥΤΟΚΙΝΗΤΩΝ,ΗΑΚ3993,06/02/2024,06/02/2025,ΗΛΕΙΑΣ,167.18,119.55,25.11,2026
22175252,ALLIANZ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΥΧ4122,18/05/2024,18/05/2025,ΑΤΤΙΚΗ,334.12,238.97,50.16,2566
11760987,GENERALI,ΑΣΤΙΚΗΣ ΕΥΘΥΝΗΣ,NA,19/02/2024,19/08/2024,NA,115.06,87,20.88,2131
90901802,ΕΘΝΙΚΗ Ασφαλιστική,ΠΥΡΟΣ,NA,24/06/2024,24/06/2025,NA,377.78,285.24,0,2131
90773995,ΕΘΝΙΚΗ Ασφαλιστική,ΠΥΡΟΣ,NA,04/02/2024,04/08/2024,NA,185.6,140.12,24.32,2131
90743022,ΕΘΝΙΚΗ Ασφαλιστική,ΠΥΡΟΣ,NA,07/01/2024,07/01/2025,NA,291.67,220.20999999999998,37.76,2131
02080948609,ERGO A.A.E.Z,ΑΥΤΟΚΙΝΗΤΩΝ,ΗΜ2639,17/05/2024,17/05/2025,ΑΤΤΙΚΗ,60,41.11,9.04,1891
19016379985,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΜΗ4159,04/03/2024,04/06/2024,ΑΤΤΙΚΗ,75.16,51.11,11.229999999999999,2625
19016379985,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΜΗ4159,04/06/2024,04/09/2024,ΑΤΤΙΚΗ,75,50.89,11.19,2625
Ρ78811,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΜΗ4159,04/06/2024,04/09/2024,ΑΤΤΙΚΗ,76,51.53,10.67,2625
2021075742,ARAG,ΝΟΜΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,ΔΙΑΧ.ΠΟΛΥΚΑΤ.,23/04/2024,23/04/2025,ΑΤΤΙΚΗ,121,87.68,22.8,2631
61404065,GROUPAMA,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΖΝ5616,27/04/2024,27/10/2024,ΑΤΤΙΚΗ,198.61,142.03,31.47,2506
19015504682,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΡΧ1135,15/05/2024,15/11/2024,ΑΤΤΙΚΗ,147,99.7,21.94,1811
Ρ65103,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΡΧ1135,15/05/2024,15/11/2024,ΑΤΤΙΚΗ,137,92.85,19.09,1811
35060,LLOYDS,ΠΥΡΟΣ,NA,24/03/2024,24/09/2024,ΑΤΤΙΚΗ,287.39,236.97,47.39,1811
19016267563,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΜΗ8713,02/05/2024,02/11/2024,ΚΥΚΛΑΔΩΝ,74,49.56,10.89,615
5382514,APEIRON,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΗΕ2563,07/06/2024,07/10/2024,ΚΥΚΛΑΔΩΝ,21.64,14.08,2.41,615
01016130,ΔΥΝΑΜΙΣ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΜΗ8728,02/05/2024,02/11/2024,ΚΥΚΛΑΔΩΝ,79.78,52.49,10.51,615
19016267543,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΜΗ8723,02/05/2024,02/05/2025,ΚΥΚΛΑΔΩΝ,136,91.51,20.12,615
19016267557,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΜΗ8728,02/05/2024,02/11/2024,ΚΥΚΛΑΔΩΝ,74,49.56,10.89,615
01016128,ΔΥΝΑΜΙΣ,ΑΥΤΟΚΙΝΗΤΩΝ,ΕΜΗ8713,02/05/2024,02/11/2024,ΚΥΚΛΑΔΩΝ,79.78,52.49,10.51,615
19.228939230000002,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΤΒ20744,31/01/2024,31/01/2025,ΑΧΑΪΑΣ,25.03,17,3.42,1542
6177815,GROUPAMA,ΠΥΡΟΣ,NA,16/06/2024,16/12/2024,ΑΤΤΙΚΗ,75.39,54.6,17.47,2013
70070862,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΑΖΜ0383,27/05/2024,27/05/2025,ΑΤΤΙΚΗ,36,26.08,6.52,771
12124781,GENERALI,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΖΜ0383,27/05/2024,27/05/2025,ΑΤΤΙΚΗ,63.45,43.33,8.66,771
19014811084,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΟΖ1173,06/01/2024,06/01/2025,ΛΑΣΙΘΙΟΥ,182,123.1,27.09,2094
02082175777,ERGO A.A.E.Z,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΟΖ1173,06/01/2024,06/01/2025,ΛΑΣΙΘΙΟΥ,195,136.95,27.06,2094
02082174782,ERGO A.A.E.Z,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΖ9237,20/04/2024,20/07/2024,ΑΤΤΙΚΗ,66,45.8,9.33,2396
02082174782,ERGO A.A.E.Z,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΖ9237,20/01/2024,20/04/2024,ΑΤΤΙΚΗ,66,45.81,9.32,2396
19015397824,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΖ9237,20/01/2024,20/04/2024,ΑΤΤΙΚΗ,74,50.16,11.03,2396
22046259,ALLIANZ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΝΠ0705,24/03/2024,24/09/2024,ΑΤΤΙΚΗ,194.41,136.73,28.7,2487
19.229964979999998,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΧΝ2678,23/05/2024,23/08/2024,ΑΤΤΙΚΗ,66.58,45.83,9.96,2619
P0101844431,AIG,ΑΥΤΟΚΙΝΗΤΩΝ,ΖΖΡ7655,12/06/2024,12/06/2025,ΑΧΑΪΑΣ,164.56,121.17,26.33,2005
1000002980,EUROP  ASSISTANCE,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΖΖΡ7655,12/06/2024,12/06/2025,ΑΧΑΪΑΣ,36,31.3,7.83,2005
70083560,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΟΔΙΚΗΣ ΒΟΗΘΕΙΑΣ,ΥΜΜ5071,09/03/2024,09/03/2025,ΤΡΙΠΟΛΗΣ,36,26.08,6.52,1233
19.229937490000001,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΟΗΜ0991,23/05/2024,23/06/2024,ΑΤΤΙΚΗ,32.39,22.29,4.86,2462
19016277200,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΖΡ6316,10/05/2024,10/08/2024,ΑΤΤΙΚΗ,88,59.38,13.06,2462
19016277200,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΖΡ6316,10/02/2024,10/05/2024,ΑΤΤΙΚΗ,87,58.86,12.95,2462
19.22911027,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΟΗΜ0991,23/02/2024,23/03/2024,ΑΤΤΙΚΗ,32.39,22.29,4.86,2462
19.230237039999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΟΗΜ0991,23/06/2024,23/07/2024,ΑΤΤΙΚΗ,32.39,22.29,4.86,2462
19.22885952,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΤΗ945,22/01/2024,22/02/2024,ΑΤΤΙΚΗ,24.41,16.79,3.64,2462
19.222247039999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΖΜ0993,23/01/2024,23/04/2024,ΑΤΤΙΚΗ,28.32,19.45,4.21,2462
19.22935249,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΤΗ945,22/03/2024,22/04/2024,ΑΤΤΙΚΗ,24.41,16.79,3.64,2462
19.230237079999998,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΤΗ945,22/06/2024,22/07/2024,ΑΤΤΙΚΗ,24.41,16.79,3.64,2462
19.229352639999998,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΟΗΜ0991,23/03/2024,23/04/2024,ΑΤΤΙΚΗ,32.39,22.29,4.86,2462
19.229651929999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΤΗ945,22/04/2024,22/05/2024,ΑΤΤΙΚΗ,24.41,16.79,3.64,2462
19.229110259999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΤΗ945,22/02/2024,22/03/2024,ΑΤΤΙΚΗ,24.41,16.79,3.64,2462
19.22911023,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΗΒΗ938,23/02/2024,23/03/2024,ΑΤΤΙΚΗ,20.01,13.76,2.98,2462
02082313799,ERGO A.A.E.Z,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΖΡ6316,10/02/2024,10/05/2024,ΑΤΤΙΚΗ,76,54.04,11.88,2462
19.229937419999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΤΗ945,22/05/2024,22/06/2024,ΑΤΤΙΚΗ,24.41,16.79,3.64,2462
19.2293524,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΗΒΗ938,23/03/2024,23/04/2024,ΑΤΤΙΚΗ,20.01,13.76,2.98,2462
19.222247039999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΑΖΜ0993,23/04/2024,23/07/2024,ΑΤΤΙΚΗ,28.32,19.45,4.21,2462
19.230236959999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΗΒΗ938,23/06/2024,23/07/2024,ΑΤΤΙΚΗ,20.01,13.76,2.98,2462
19.229651870000001,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΗΒΗ938,23/04/2024,23/05/2024,ΑΤΤΙΚΗ,20.01,13.76,2.98,2462
19.228859490000001,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΟΗΜ0991,23/01/2024,23/02/2024,ΑΤΤΙΚΗ,32.39,22.29,4.86,2462
19.22993735,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΗΒΗ938,23/05/2024,23/06/2024,ΑΤΤΙΚΗ,20.01,13.76,2.98,2462
19.22197538,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΟΗΡ300,13/03/2024,13/09/2024,ΑΤΤΙΚΗ,69.96,48.16,10.42,2462
19.229651879999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΟΗΜ0991,23/04/2024,23/05/2024,ΑΤΤΙΚΗ,32.39,22.29,4.86,2462
19.228859549999999,INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ,ΑΥΤΟΚΙΝΗΤΩΝ,ΗΒΗ938,23/01/2024,23/02/2024,ΑΤΤΙΚΗ,20.01,13.76,2.98,2462
31762659,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,ΠΥΡΟΣ,NA,14/02/2024,14/02/2025,ΑΤΤΙΚΗ,107.97,77.75,24.88,63
50859404,ΕΘΝΙΚΗ Ασφαλιστική,ΑΥΤΟΚΙΝΗΤΩΝ,ΙΜΥ5918,28/01/2024,28/07/2024,ΑΤΤΙΚΗ,228.24,163.21,38.83,1912
9921002268,ARAG,ΝΟΜΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,ΥΧΡ2768,01/03/2024,01/09/2024,ΑΤΤΙΚΗ,6,4.35,1.13,75
19015952484,ΙΝΤΕΡΣΑΛΟΝΙΚΑ,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΝΝ3666,23/04/2024,23/04/2025,ΑΤΤΙΚΗ,246,166.91,36.74,1950
02082482097,ERGO A.A.E.Z,ΑΥΤΟΚΙΝΗΤΩΝ,ΥΝΝ3666,23/04/2024,23/04/2025,ΑΤΤΙΚΗ,210,147.64,29.39,1950
