"N_Policy","Company","Category","Char","Started","Expired","TK","City","District","Mark","Use","Gender","Gross","Net","Commissions","id"
"32781861","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΗΤ7632","23/07/2021","23/07/2022","19014","ΚΑΠΑΝΔΡΙΤΙ","ΑΤΤΙΚΗΣ","AUDI","ΕΙΧ","1",213.19,146.3,14.63,23
"190448","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΗΤ7632","23/07/2021","23/07/2022","19014","ΚΑΠΑΝΔΡΙΤΙ","ΑΤΤΙΚΗΣ","AUDI","ΕΙΧ","1",5,3.62,0.8,23
"32575571","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΧΥΖ37","23/01/2021","23/01/2022","15451","ΝΕΟ ΨΥΧΙΚΟ","ΑΤΤΙΚΗΣ","PIAGGIO","ΜΟΤΟ","1",101.19,69.17,6.92,664
"138056","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΧΥΖ37","23/01/2021","23/01/2022","15451","ΝΕΟ ΨΥΧΙΚΟ","ΑΤΤΙΚΗΣ","PIAGGIO","ΜΟΤΟ","1",5,3.62,0.8,664
"323903","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΧΥΖ37","23/01/2021","23/01/2022","15451","ΝΕΟ ΨΥΧΙΚΟ","ΑΤΤΙΚΗΣ","PIAGGIO","ΜΟΤΟ","1",20,13.91,0.63,664
"400994","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΑΙΒ8453","04/06/2021","04/06/2022","30027","ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","PEUGEOT","ΕΙΧ","2",18,12.52,0.63,238
"32730923","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΑΙΒ8453","04/06/2021","04/06/2022","30027","ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","PEUGEOT","ΕΙΧ","2",101.64,69.61,6.96,238
"174638","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΑΙΒ8453","04/06/2021","04/06/2022","30027","ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","PEUGEOT","ΕΙΧ","2",5,3.62,0.8,238
"97047","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΑΙΒ8453","04/06/2021","04/06/2022","30027","ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","PEUGEOT","ΕΙΧ","2",3,2.01,0.44,238
"32797884","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΒΝ2824","06/08/2021","06/02/2022","15125","ΜΑΡΟΥΣΙ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","1",116.81,80.15,8.02,855
"195545","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΒΝ2824","06/08/2021","06/02/2022","15125","ΜΑΡΟΥΣΙ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","1",2.5,1.81,0.4,855
"524175","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΜΚ4476","07/12/2021","07/12/2022","15125","ΜΑΡΟΥΣΙ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","2",20,13.91,0.63,641
"227390","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΜΚ4476","07/12/2021","07/12/2022","15125","ΜΑΡΟΥΣΙ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","2",5,3.62,0.8,641
"7390032199","INTERASCO","ΑΥΤΟΚΙΝΗΤΟ","ΙΜΚ4476","07/12/2021","07/12/2022","15125","ΜΑΡΟΥΣΙ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","2",146.52,95.82,22.04,641
"108492","ETU Forsikring A/S","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΙΜΚ4476","07/12/2021","07/12/2022","15125","ΜΑΡΟΥΣΙ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","2",18,12.23,1.59,641
"188642","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΧΕΒ8356","12/07/2021","12/07/2022","14671","ΝΕΑ ΕΡΥΘΡΑΙΑ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",5,3.62,0.8,786
"433080","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΧΕΒ8356","12/07/2021","12/07/2022","14671","ΝΕΑ ΕΡΥΘΡΑΙΑ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",18,12.52,0.63,786
"32945119","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΧΕΒ7259","17/12/2021","17/12/2022","14671","ΝΕΑ ΕΡΥΘΡΑΙΑ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",251.47,172.65,17.27,786
"32754099","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΧΕΒ7259","17/06/2021","17/12/2021","14671","ΝΕΑ ΕΡΥΘΡΑΙΑ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",85.7,58.62,5.86,786
"417476","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΧΕΒ7259","17/06/2021","17/12/2021","14671","ΝΕΑ ΕΡΥΘΡΑΙΑ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",9,6.26,0.31,786
"235488","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΧΕΒ7259","17/12/2021","17/12/2022","14671","ΝΕΑ ΕΡΥΘΡΑΙΑ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",5,3.62,0.8,786
"181978","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΧΕΒ7259","17/06/2021","17/12/2021","14671","ΝΕΑ ΕΡΥΘΡΑΙΑ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",2.5,1.81,0.4,786
"32784282","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΧΕΒ8356","12/07/2021","12/07/2022","14671","ΝΕΑ ΕΡΥΘΡΑΙΑ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",159.35,108.98,10.9,786
"419167662","UNIQUE","ΑΥΤΟΚΙΝΗΤΟ","ΗΒΧ588","20/03/2021","20/09/2021","18452","ΝΙΚΑΙΑ","ΑΤΤΙΚΗΣ","SYM","ΜΟΤΟ","1",50.92,43.01,2.58,998
"419167662","UNIQUE","ΑΥΤΟΚΙΝΗΤΟ","ΗΒΧ588","20/09/2021","20/03/2022","18452","ΝΙΚΑΙΑ","ΑΤΤΙΚΗΣ","SYM","ΜΟΤΟ","1",54.67,46.19,2.77,998
"143768","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΤΤ6160","22/03/2021","22/03/2022","47100","ΑΡΤΑ","ΑΡΤΑΣ","NISSAN","ΕΙΧ","1",5,3.62,0.8,285
"32557741","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΤΤ6160","22/03/2021","22/03/2022","47100","ΑΡΤΑ","ΑΡΤΑΣ","NISSAN","ΕΙΧ","1",233.19,160.16,16.02,285
"32743554","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΖΗΙ6645","08/06/2021","08/06/2022","16344","ΗΛΙΟΥΠΟΛΗ","ΑΤΤΙΚΗΣ","CITROEN","ΕΙΧ","1",203.24,139.6,13.96,414
"179198","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΗΙ6645","08/06/2021","08/06/2022","16344","ΗΛΙΟΥΠΟΛΗ","ΑΤΤΙΚΗΣ","CITROEN","ΕΙΧ","1",5,3.62,0.8,414
"334312","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΕΖ9787","10/03/2021","10/09/2021","12133","ΠΕΡΙΣΤΕΡΙ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","2",11,7.66,0.31,330
"61896098","ΕΘΝΙΚΗ Ασφαλιστική","ΑΥΤΟΚΙΝΗΤΟ","ΙΕΖ9787","10/03/2021","10/09/2021","12133","ΠΕΡΙΣΤΕΡΙ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","2",111.8,79.97,14.21,330
"445263","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΕΖ9787","10/09/2021","10/03/2022","12133","ΠΕΡΙΣΤΕΡΙ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","2",11,7.66,0.31,330
"61896098","ΕΘΝΙΚΗ Ασφαλιστική","ΑΥΤΟΚΙΝΗΤΟ","ΙΕΖ9787","10/09/2021","10/03/2022","12133","ΠΕΡΙΣΤΕΡΙ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","2",111.8,79.97,14.21,330
"32649474","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΚΥ4478","16/09/2021","16/03/2022","12137","ΠΕΡΙΣΤΕΡΙ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",141.39,97.08,9.71,852
"193793","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΚΥ4478","16/09/2021","16/03/2022","12137","ΠΕΡΙΣΤΕΡΙ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",2.5,1.81,0.4,852
"32649474","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΚΥ4478","16/03/2021","16/09/2021","12137","ΠΕΡΙΣΤΕΡΙ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",142.7,97.98,9.8,852
"191902","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΚΚ1060","27/07/2021","27/01/2022","12461","ΧΑΙΔΑΡΙ","ΑΤΤΙΚΗΣ","SEAT","ΕΙΧ","2",2.5,1.81,0.4,848
"32803855","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΚΚ1060","27/07/2021","27/01/2022","12461","ΧΑΙΔΑΡΙ","ΑΤΤΙΚΗΣ","SEAT","ΕΙΧ","2",113.94,78.17,7.82,848
"32934107","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΝΡ3500","29/11/2021","29/12/2021","12351","ΑΓΙΑ ΒΑΡΒΑΡΑ","ΑΤΤΙΚΗΣ","NISSAN","ΕΙΧ","1",25.57,17.57,1.76,435
"32730913","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΝΡ3500","29/05/2021","29/11/2021","12351","ΑΓΙΑ ΒΑΡΒΑΡΑ","ΑΤΤΙΚΗΣ","NISSAN","ΕΙΧ","1",117.64,80.72,8.07,435
"32983648","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΝΡ3500","29/12/2021","28/01/2022","12351","ΑΓΙΑ ΒΑΡΒΑΡΑ","ΑΤΤΙΚΗΣ","NISSAN","ΕΙΧ","1",24.52,16.83,1.68,435
"32741883","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΖΖΡ6623","07/06/2021","07/09/2021","12243","ΑΙΓΑΛΕΩ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","1",52.02,35.52,3.55,435
"32841757","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΖΖΡ6623","07/09/2021","07/03/2022","12243","ΑΙΓΑΛΕΩ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","1",63.63,43.45,4.35,435
"206225","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΖΡ6623","07/09/2021","07/03/2022","12243","ΑΙΓΑΛΕΩ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","1",2,1.45,0,435
"472063","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΖΡ6623","07/09/2021","07/03/2022","12243","ΑΙΓΑΛΕΩ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","1",9,6.26,0.31,435
"32795971","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΚΝ4339","20/07/2021","19/08/2021","10444","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","1",21.97,15.03,1.5,4
"32857549","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΚΝ4339","16/09/2021","16/10/2021","10444","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","1",19.73,13.48,1.35,4
"322348","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΟΚΑ833","07/02/2021","07/02/2022","41336","ΛΑΡΙΣΑ","ΛΑΡΙΣΑΣ","SYM","ΜΟΤΟ","1",22,15.3,0.61,477
"32134515","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΟΚΑ833","07/02/2021","07/02/2022","41336","ΛΑΡΙΣΑ","ΛΑΡΙΣΑΣ","SYM","ΜΟΤΟ","1",97.11,66.4,6.64,477
"137148","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΟΚΑ833","07/02/2021","07/02/2022","41336","ΛΑΡΙΣΑ","ΛΑΡΙΣΑΣ","SYM","ΜΟΤΟ","1",5,3.62,0.8,477
"32886696","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΚΖ5982","30/10/2021","30/10/2022","40200","ΕΛΑΣΣΟΝΑ","ΛΑΡΙΣΑΣ","SEAT",NA,"1",161.16,110.76,11.08,90
"219295","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΖΚ5982","30/10/2021","30/10/2022","40200","ΕΛΑΣΣΟΝΑ","ΛΑΡΙΣΑΣ","SEAT","ΕΙΧ","1",5,3.62,0.8,90
"31846227","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΚΖ5982","30/04/2021","30/10/2021","40200","ΕΛΑΣΣΟΝΑ","ΛΑΡΙΣΑΣ","SEAT","ΕΙΧ","1",105.74,72.58,7.26,90
"151052","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΚΖ5982","30/04/2021","30/10/2021","40200","ΕΛΑΣΣΟΝΑ","ΛΑΡΙΣΑΣ","SEAT","ΕΙΧ","1",2.5,1.81,0.4,90
"5129236","Apeiron Insurance Project","ΑΥΤΟΚΙΝΗΤΟ","ΖΤΝ329","07/05/2021","07/11/2021","11527","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","SUZUKI","ΜΟΤΟ","1",54.71,40.01,3.2,201
"388595","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΤΝ329","07/05/2021","07/11/2021","11527","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","SUZUKI","ΜΟΤΟ","1",9,6.26,0.31,201
"347444","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΥΙ520","26/02/2021","26/02/2022","18545","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","HONDA","ΜΟΤΟ","1",20,13.91,0.63,201
"32484411","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΒΚΑ1920","01/11/2021","01/11/2022","18545","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","1",265.56,182.29,18.23,201
"169727","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΤΝ329","07/05/2021","07/11/2021","11527","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","SUZUKI","ΜΟΤΟ","1",2.5,1.81,0.4,201
"492674","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΤΝ329","07/11/2021","07/05/2022","18545","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","SUZUKI","ΜΟΤΟ","1",10,6.96,0.31,201
"5129236","Apeiron Insurance Project","ΑΥΤΟΚΙΝΗΤΟ","ΖΤΝ329","07/11/2021","07/05/2022","18545","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","SUZUKI","ΜΟΤΟ","1",54.71,40.01,3.2,201
"32630185","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΥΙ520","26/02/2021","26/02/2022","18545","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","HONDA","ΜΟΤΟ","1",101.19,69.17,6.92,201
"215222","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΤΝ329","07/11/2021","07/05/2022","18545","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","SUZUKI","ΜΟΤΟ","1",2.5,1.81,0.4,201
"149954","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΥΙ520","26/02/2021","26/02/2022","18545","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","HONDA","ΜΟΤΟ","1",5,3.62,0.8,201
"212159","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΒΚΑ1920","01/11/2021","01/11/2022","18545","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","1",5,3.62,0.8,201
"220321","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΝΡ7073","16/11/2021","16/11/2022","18545","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","2",5,3.62,0.8,162
"32905370","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΝΡ7073","16/11/2021","16/11/2022","18545","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","2",241.3,165.54,16.55,162
"144209","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΜΒ1229","19/03/2021","19/09/2021","14452","ΜΕΤΑΜΟΡΦΩΣΗ","ΑΤΤΙΚΗΣ","HONDA","ΕΙΧ","2",2.5,1.81,0.4,123
"32851244","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΜΒ1229","19/09/2021","19/03/2022","14452","ΜΕΤΑΜΟΡΦΩΣΗ","ΑΤΤΙΚΗΣ","HONDA","ΕΙΧ","2",122.22,83.9,8.39,123
"32431889","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΜΒ1229","19/03/2021","19/09/2021","14452","ΜΕΤΑΜΟΡΦΩΣΗ","ΑΤΤΙΚΗΣ","HONDA","ΕΙΧ","2",125.45,86.04,8.6,123
"207260","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΜΒ1229","19/09/2021","19/03/2022","14452","ΜΕΤΑΜΟΡΦΩΣΗ","ΑΤΤΙΚΗΣ","HONDA","ΕΙΧ","2",2.5,1.81,0.4,123
"137316","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΧΧ9148","01/02/2021","01/08/2021","14233","ΝΕΑ ΙΩΝΙΑ","ΑΤΤΙΚΗΣ","KIA","ΕΙΧ","1",2.5,1.81,0.4,597
"183802","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΧΧ9148","01/08/2021","01/02/2022","14233","ΝΕΑ ΙΩΝΙΑ","ΑΤΤΙΚΗΣ","KIA","ΕΙΧ","1",2.5,1.81,0.4,597
"32373881","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΖΧΧ9148","01/02/2021","01/08/2021","14233","ΝΕΑ ΙΩΝΙΑ","ΑΤΤΙΚΗΣ","KIA","ΕΙΧ","1",151.93,104.36,10.44,597
"32373881","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΖΧΧ9148","01/08/2021","01/02/2022","14233","ΝΕΑ ΙΩΝΙΑ","ΑΤΤΙΚΗΣ","KIA","ΕΙΧ","1",148.58,102.01,10.2,597
"153252","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΡΑ1304","09/04/2021","09/04/2022","30131","ΑΓΡΙΝΙΟ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","SUZUKI","ΕΙΧ","1",5,3.62,0.8,302
"32196468","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΡΑ1304","09/04/2021","09/04/2022","30131","ΑΓΡΙΝΙΟ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","SUZUKI","ΕΙΧ","1",158.73,108.95,10.9,302
"8170010409","ΕΥΡΩΠΗ ΑΕΓΑ","ΠΥΡΟΣ","ΣΚΟΠΕΥΤΗΡΙΟΥ 5","12/05/2021","12/11/2021","17673","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ",NA,NA,"3",46.03,31.88,6.06,371
"167618","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΑΙΜ2858","01/06/2021","01/12/2021","11526","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","SMART","ΕΙΧ","1",2.5,1.81,0.4,215
"32058518","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΑΙΜ2858","01/06/2021","01/12/2021","11526","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","SMART","ΕΙΧ","1",195.77,134.71,13.47,215
"32236940","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΤΡ8794","28/05/2021","28/05/2022","30001","ΝΕΟΧΩΡΙ ΑΙΤΩΛ.Ν","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","FORD","ΕΙΧ","1",195.67,134.42,13.44,515
"161033","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΤΡ8794","28/05/2021","28/05/2022","30001","ΝΕΟΧΩΡΙ ΑΙΤΩΛ.Ν","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","FORD","ΕΙΧ","1",5,3.62,0.8,515
"32462370","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΧΕΑ7973","09/10/2021","09/10/2022","18121","ΚΟΡΥΔΑΛΛΟΣ","ΑΤΤΙΚΗΣ","RENAULT","ΕΙΧ","1",322.83,221.77,22.18,148
"202224","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΧΕΑ7973","09/10/2021","09/10/2022","18121","ΚΟΡΥΔΑΛΛΟΣ","ΑΤΤΙΚΗΣ","RENAULT","ΕΙΧ","1",5,3.62,0.8,148
"372801","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΜΕΗ7524","10/05/2021","10/05/2022","30200","ΜΕΣΟΛΟΓΓΙ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","BMW","ΕΙΧ","3",22,15.3,0.61,503
"90954","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΜΕΗ7524","10/05/2021","10/05/2022","30200","ΜΕΣΟΛΟΓΓΙ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","BMW","ΕΙΧ","3",3,2.01,0.44,503
"162161","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΜΕΗ7524","10/05/2021","10/05/2022","30200","ΜΕΣΟΛΟΓΓΙ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","BMW","ΕΙΧ","3",5,3.62,0.8,503
"32228421","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΜΕΗ7524","10/05/2021","10/05/2022","30200","ΜΕΣΟΛΟΓΓΙ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","BMW","ΕΙΧ","3",113.06,77.36,7.74,503
"304964","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΒΖ1830","29/01/2021","29/07/2021","11142","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","FORD","ΕΙΧ","1",11,7.66,0.31,601
"61803326","ΕΘΝΙΚΗ Ασφαλιστική","ΑΥΤΟΚΙΝΗΤΟ","ΙΒΖ1830","29/01/2021","29/07/2021","11142","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","FORD","ΕΙΧ","1",97.05,69.26,16.42,601
"440426","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΒΖ1830","29/07/2021","29/01/2022","11142","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","FORD","ΕΙΧ","1",9,6.26,0.31,601
"61803326","ΕΘΝΙΚΗ Ασφαλιστική","ΑΥΤΟΚΙΝΗΤΟ","ΙΒΖ1830","29/07/2021","29/01/2022","11142","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","FORD","ΕΙΧ","1",97.4,69.56,12.34,601
"32794249","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΒΖ1830","29/07/2021","29/01/2022","11142","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","FORD","ΕΙΧ","1",90.25,61.62,6.16,601
"32881838","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΖΒ1298","10/10/2021","10/10/2022","84500","ΑΝΔΡΟΣ","ΚΥΚΛΑΔΩΝ","MAZDA","ΕΙΧ","1",161.81,111.18,11.12,887
"216630","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΖΒ1298","10/10/2021","10/10/2022","84500","ΑΝΔΡΟΣ","ΚΥΚΛΑΔΩΝ","MAZDA","ΕΙΧ","1",5,3.62,0.8,887
"92584","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΖΥΤ8858","27/04/2021","27/10/2021","16346","ΗΛΙΟΥΠΟΛΗ","ΑΤΤΙΚΗΣ","KIA","ΕΙΧ","1",1.5,1,0.22,754
"379824","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΥΤ8858","27/04/2021","27/10/2021","16346","ΗΛΙΟΥΠΟΛΗ","ΑΤΤΙΚΗΣ","KIA","ΕΙΧ","1",9,6.26,0.31,754
"165564","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΥΤ8858","27/04/2021","27/10/2021","16346","ΗΛΙΟΥΠΟΛΗ","ΑΤΤΙΚΗΣ","KIA","ΕΙΧ","1",2.5,1.81,0.4,754
"32685103","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΖΥΤ8858","27/10/2021","27/04/2022","16346","ΗΛΙΟΥΠΟΛΗ","ΑΤΤΙΚΗΣ","KIA","ΕΙΧ","1",84.09,57.53,5.75,754
"32685103","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΖΥΤ8858","27/04/2021","27/10/2021","16346","ΗΛΙΟΥΠΟΛΗ","ΑΤΤΙΚΗΣ","KIA","ΕΙΧ","1",84.38,57.73,5.77,754
